entry,at,order
"Flop:  [A♥, 6♦, 2♦]",2024-12-20T01:02:56.609Z,173465657660900
"""diya @ YHE7CM3GeT"" calls 1.25",2024-12-20T01:02:55.724Z,173465657572400
"""mccc @ eBZQH9Tpfk"" calls 1.25",2024-12-20T01:02:54.532Z,173465657453200
"""yor @ BEjKY7LmxI"" folds",2024-12-20T01:02:53.396Z,173465657339600
"""anshmor @ Iiub021oQx"" folds",2024-12-20T01:02:52.336Z,173465657233600
"""Ghost @ d01dAAf2-3"" raises to 1.25",2024-12-20T01:02:51.436Z,173465657143600
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T01:02:47.006Z,173465656700600
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T01:02:45.518Z,173465656551800
"""VikD @ t7kHFWlVia"" folds",2024-12-20T01:02:44.582Z,173465656458200
"""diya @ YHE7CM3GeT"" posts a big blind of 0.50",2024-12-20T01:02:30.902Z,173465655090211
"""mccc @ eBZQH9Tpfk"" posts a small blind of 0.25",2024-12-20T01:02:30.902Z,173465655090210
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (77.82) | #2 ""yor @ BEjKY7LmxI"" (145.66) | #3 ""mccc @ eBZQH9Tpfk"" (55.95) | #4 ""diya @ YHE7CM3GeT"" (97.19) | #5 ""VikD @ t7kHFWlVia"" (71.68) | #7 ""Poptart @ _mE1UMbOE9"" (156.70) | #8 ""Juan @ 0X3PIo8G0m"" (69.61) | #10 ""Ghost @ d01dAAf2-3"" (31.85)",2024-12-20T01:02:30.902Z,173465655090201
"-- starting hand #263 (id: cuoseebojnwy)  (No Limit Texas Hold'em) (dealer: ""yor @ BEjKY7LmxI"") --",2024-12-20T01:02:30.902Z,173465655090200
"-- ending hand #262 --",2024-12-20T01:02:27.974Z,173465654797402
"""mccc @ eBZQH9Tpfk"" collected 3.25 from pot",2024-12-20T01:02:27.974Z,173465654797401
"Uncalled bet of 4.50 returned to ""mccc @ eBZQH9Tpfk""",2024-12-20T01:02:27.974Z,173465654797400
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T01:02:27.168Z,173465654716800
"""mccc @ eBZQH9Tpfk"" raises to 6.00",2024-12-20T01:02:16.682Z,173465653668200
"""yor @ BEjKY7LmxI"" folds",2024-12-20T01:02:10.885Z,173465653088500
"""anshmor @ Iiub021oQx"" folds",2024-12-20T01:02:09.893Z,173465652989300
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T01:02:08.991Z,173465652899100
"""Juan @ 0X3PIo8G0m"" raises to 1.50",2024-12-20T01:02:07.786Z,173465652778600
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T01:02:04.760Z,173465652476000
"""VikD @ t7kHFWlVia"" folds",2024-12-20T01:02:01.624Z,173465652162400
"""diya @ YHE7CM3GeT"" folds",2024-12-20T01:01:59.377Z,173465651937700
"""mccc @ eBZQH9Tpfk"" posts a big blind of 0.50",2024-12-20T01:01:58.014Z,173465651801411
"""yor @ BEjKY7LmxI"" posts a small blind of 0.25",2024-12-20T01:01:58.014Z,173465651801410
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (77.82) | #2 ""yor @ BEjKY7LmxI"" (145.91) | #3 ""mccc @ eBZQH9Tpfk"" (54.20) | #4 ""diya @ YHE7CM3GeT"" (97.19) | #5 ""VikD @ t7kHFWlVia"" (71.68) | #7 ""Poptart @ _mE1UMbOE9"" (156.70) | #8 ""Juan @ 0X3PIo8G0m"" (71.11) | #10 ""Ghost @ d01dAAf2-3"" (31.85)",2024-12-20T01:01:58.014Z,173465651801401
"-- starting hand #262 (id: l5mkvdlkxvzc)  (No Limit Texas Hold'em) (dealer: ""anshmor @ Iiub021oQx"") --",2024-12-20T01:01:58.014Z,173465651801400
"-- ending hand #261 --",2024-12-20T01:01:55.017Z,173465651501702
"""yor @ BEjKY7LmxI"" collected 0.50 from pot",2024-12-20T01:01:55.017Z,173465651501701
"Uncalled bet of 0.25 returned to ""yor @ BEjKY7LmxI""",2024-12-20T01:01:55.017Z,173465651501700
"""anshmor @ Iiub021oQx"" folds",2024-12-20T01:01:54.190Z,173465651419000
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T01:01:53.309Z,173465651330900
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T01:01:52.157Z,173465651215700
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T01:01:51.253Z,173465651125300
"""VikD @ t7kHFWlVia"" folds",2024-12-20T01:01:50.259Z,173465651025900
"""diya @ YHE7CM3GeT"" folds",2024-12-20T01:01:49.339Z,173465650933900
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T01:01:48.385Z,173465650838500
"""yor @ BEjKY7LmxI"" posts a big blind of 0.50",2024-12-20T01:01:44.614Z,173465650461411
"""anshmor @ Iiub021oQx"" posts a small blind of 0.25",2024-12-20T01:01:44.614Z,173465650461410
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (78.07) | #2 ""yor @ BEjKY7LmxI"" (145.66) | #3 ""mccc @ eBZQH9Tpfk"" (54.20) | #4 ""diya @ YHE7CM3GeT"" (97.19) | #5 ""VikD @ t7kHFWlVia"" (71.68) | #7 ""Poptart @ _mE1UMbOE9"" (156.70) | #8 ""Juan @ 0X3PIo8G0m"" (71.11) | #10 ""Ghost @ d01dAAf2-3"" (31.85)",2024-12-20T01:01:44.614Z,173465650461401
"-- starting hand #261 (id: ki9om0khzkpm)  (No Limit Texas Hold'em) (dealer: ""Ghost @ d01dAAf2-3"") --",2024-12-20T01:01:44.614Z,173465650461400
"""anshmor @ Iiub021oQx"" shows a J♣, A♠.",2024-12-20T01:01:41.225Z,173465650122500
"-- ending hand #260 --",2024-12-20T01:01:38.081Z,173465649808102
"""yor @ BEjKY7LmxI"" collected 91.49 from pot with Two Pair, A's & 7's (combination: A♥, A♦, 7♠, 7♦, Q♣)",2024-12-20T01:01:38.081Z,173465649808101
"""yor @ BEjKY7LmxI"" shows a Q♣, A♥.",2024-12-20T01:01:38.081Z,173465649808100
"""anshmor @ Iiub021oQx"" calls 25.00",2024-12-20T01:01:37.265Z,173465649726500
"""yor @ BEjKY7LmxI"" bets 25.00",2024-12-20T01:01:14.982Z,173465647498200
"""anshmor @ Iiub021oQx"" checks",2024-12-20T01:01:09.414Z,173465646941400
"River: 7♠, 7♦, A♦, 6♣ [4♥]",2024-12-20T01:01:06.363Z,173465646636300
"""anshmor @ Iiub021oQx"" calls 14.50",2024-12-20T01:01:05.554Z,173465646555400
"""yor @ BEjKY7LmxI"" raises to 14.50",2024-12-20T01:01:03.251Z,173465646325100
"""anshmor @ Iiub021oQx"" bets 6.24",2024-12-20T01:00:57.222Z,173465645722200
"Turn: 7♠, 7♦, A♦ [6♣]",2024-12-20T01:00:53.310Z,173465645331000
"""yor @ BEjKY7LmxI"" calls 2.87",2024-12-20T01:00:52.479Z,173465645247900
"""anshmor @ Iiub021oQx"" bets 2.87",2024-12-20T01:00:49.064Z,173465644906400
"Flop:  [7♠, 7♦, A♦]",2024-12-20T01:00:43.719Z,173465644371900
"""yor @ BEjKY7LmxI"" calls 3.25",2024-12-20T01:00:42.888Z,173465644288800
"""anshmor @ Iiub021oQx"" raises to 3.25",2024-12-20T01:00:37.879Z,173465643787900
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T01:00:34.253Z,173465643425300
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T01:00:33.151Z,173465643315100
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T01:00:29.909Z,173465642990900
"""VikD @ t7kHFWlVia"" folds",2024-12-20T01:00:28.868Z,173465642886800
"""diya @ YHE7CM3GeT"" folds",2024-12-20T01:00:11.037Z,173465641103700
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T01:00:10.072Z,173465641007200
"""yor @ BEjKY7LmxI"" posts a straddle of 1.00",2024-12-20T01:00:08.719Z,173465640871912
"""anshmor @ Iiub021oQx"" posts a big blind of 0.50",2024-12-20T01:00:08.719Z,173465640871911
"""Ghost @ d01dAAf2-3"" posts a small blind of 0.25",2024-12-20T01:00:08.719Z,173465640871910
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (123.69) | #2 ""yor @ BEjKY7LmxI"" (99.79) | #3 ""mccc @ eBZQH9Tpfk"" (54.20) | #4 ""diya @ YHE7CM3GeT"" (97.19) | #5 ""VikD @ t7kHFWlVia"" (71.68) | #7 ""Poptart @ _mE1UMbOE9"" (156.70) | #8 ""Juan @ 0X3PIo8G0m"" (71.11) | #10 ""Ghost @ d01dAAf2-3"" (32.10)",2024-12-20T01:00:08.719Z,173465640871901
"-- starting hand #260 (id: uhnwexwv1ze9)  (No Limit Texas Hold'em) (dealer: ""Juan @ 0X3PIo8G0m"") --",2024-12-20T01:00:08.719Z,173465640871900
"-- ending hand #259 --",2024-12-20T01:00:05.801Z,173465640580102
"""diya @ YHE7CM3GeT"" collected 1.25 from pot",2024-12-20T01:00:05.801Z,173465640580101
"Uncalled bet of 1.00 returned to ""diya @ YHE7CM3GeT""",2024-12-20T01:00:05.801Z,173465640580100
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T01:00:04.956Z,173465640495600
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T00:59:56.575Z,173465639657500
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T00:59:52.653Z,173465639265300
"""VikD @ t7kHFWlVia"" folds",2024-12-20T00:59:48.075Z,173465638807500
"""diya @ YHE7CM3GeT"" raises to 1.50",2024-12-20T00:59:46.566Z,173465638656600
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T00:59:43.849Z,173465638384900
"""yor @ BEjKY7LmxI"" folds",2024-12-20T00:59:42.941Z,173465638294100
"""anshmor @ Iiub021oQx"" folds",2024-12-20T00:59:41.975Z,173465638197500
"""Ghost @ d01dAAf2-3"" posts a big blind of 0.50",2024-12-20T00:59:39.843Z,173465637984311
"""Juan @ 0X3PIo8G0m"" posts a small blind of 0.25",2024-12-20T00:59:39.843Z,173465637984310
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (123.69) | #2 ""yor @ BEjKY7LmxI"" (99.79) | #3 ""mccc @ eBZQH9Tpfk"" (54.20) | #4 ""diya @ YHE7CM3GeT"" (96.44) | #5 ""VikD @ t7kHFWlVia"" (71.68) | #7 ""Poptart @ _mE1UMbOE9"" (156.70) | #8 ""Juan @ 0X3PIo8G0m"" (71.36) | #10 ""Ghost @ d01dAAf2-3"" (32.60)",2024-12-20T00:59:39.843Z,173465637984301
"-- starting hand #259 (id: ab4cu91l8klv)  (No Limit Texas Hold'em) (dealer: ""Poptart @ _mE1UMbOE9"") --",2024-12-20T00:59:39.843Z,173465637984300
"-- ending hand #258 --",2024-12-20T00:59:33.839Z,173465637383903
"""diya @ YHE7CM3GeT"" shows a J♥, Q♥.",2024-12-20T00:59:33.839Z,173465637383902
"""yor @ BEjKY7LmxI"" collected 40.49 from pot with Pair, 7's (combination: 7♥, 7♠, K♦, 9♣, 5♥)",2024-12-20T00:59:33.839Z,173465637383901
"""yor @ BEjKY7LmxI"" shows a 5♥, 7♥.",2024-12-20T00:59:33.839Z,173465637383900
"""yor @ BEjKY7LmxI"" calls 11.00",2024-12-20T00:59:32.967Z,173465637296700
"""diya @ YHE7CM3GeT"" bets 11.00",2024-12-20T00:59:31.681Z,173465637168100
"""yor @ BEjKY7LmxI"" checks",2024-12-20T00:59:23.960Z,173465636396000
"River: 3♥, K♦, 9♣, 2♥ [7♠]",2024-12-20T00:59:20.341Z,173465636034100
"""diya @ YHE7CM3GeT"" checks",2024-12-20T00:59:19.511Z,173465635951100
"""yor @ BEjKY7LmxI"" checks",2024-12-20T00:59:17.396Z,173465635739600
"Turn: 3♥, K♦, 9♣ [2♥]",2024-12-20T00:59:03.527Z,173465634352700
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T00:59:02.621Z,173465634262100
"""VikD @ t7kHFWlVia"" folds",2024-12-20T00:59:01.731Z,173465634173100
"""diya @ YHE7CM3GeT"" calls 4.62",2024-12-20T00:58:47.131Z,173465632713100
"""yor @ BEjKY7LmxI"" bets 4.62",2024-12-20T00:58:44.621Z,173465632462100
"""Juan @ 0X3PIo8G0m"" checks",2024-12-20T00:58:41.010Z,173465632101000
"Flop:  [3♥, K♦, 9♣]",2024-12-20T00:58:39.468Z,173465631946800
"""Juan @ 0X3PIo8G0m"" calls 2.25",2024-12-20T00:58:38.611Z,173465631861100
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T00:58:36.674Z,173465631667400
"""VikD @ t7kHFWlVia"" calls 2.25",2024-12-20T00:58:29.048Z,173465630904800
"""diya @ YHE7CM3GeT"" calls 2.25",2024-12-20T00:58:20.954Z,173465630095400
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T00:58:19.897Z,173465629989700
"""yor @ BEjKY7LmxI"" raises to 2.25",2024-12-20T00:58:19.017Z,173465629901700
"""anshmor @ Iiub021oQx"" folds",2024-12-20T00:58:15.350Z,173465629535000
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T00:58:12.875Z,173465629287500
"""Juan @ 0X3PIo8G0m"" posts a big blind of 0.50",2024-12-20T00:58:11.928Z,173465629192811
"""Poptart @ _mE1UMbOE9"" posts a small blind of 0.25",2024-12-20T00:58:11.928Z,173465629192810
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (123.69) | #2 ""yor @ BEjKY7LmxI"" (77.17) | #3 ""mccc @ eBZQH9Tpfk"" (54.20) | #4 ""diya @ YHE7CM3GeT"" (114.31) | #5 ""VikD @ t7kHFWlVia"" (73.93) | #7 ""Poptart @ _mE1UMbOE9"" (156.95) | #8 ""Juan @ 0X3PIo8G0m"" (73.61) | #10 ""Ghost @ d01dAAf2-3"" (32.60)",2024-12-20T00:58:11.928Z,173465629192801
"-- starting hand #258 (id: vyxipqbgtxtt)  (No Limit Texas Hold'em) (dealer: ""VikD @ t7kHFWlVia"") --",2024-12-20T00:58:11.928Z,173465629192800
"-- ending hand #257 --",2024-12-20T00:58:08.974Z,173465628897402
"""mccc @ eBZQH9Tpfk"" collected 3.61 from pot",2024-12-20T00:58:08.974Z,173465628897401
"Uncalled bet of 1.80 returned to ""mccc @ eBZQH9Tpfk""",2024-12-20T00:58:08.974Z,173465628897400
"""diya @ YHE7CM3GeT"" folds",2024-12-20T00:58:08.171Z,173465628817100
"""mccc @ eBZQH9Tpfk"" bets 1.80",2024-12-20T00:58:05.890Z,173465628589000
"Turn: 10♠, 7♥, 8♠ [K♠]",2024-12-20T00:57:57.179Z,173465627717900
"""diya @ YHE7CM3GeT"" checks",2024-12-20T00:57:56.351Z,173465627635100
"""mccc @ eBZQH9Tpfk"" checks",2024-12-20T00:57:52.550Z,173465627255000
"Flop:  [10♠, 7♥, 8♠]",2024-12-20T00:57:49.904Z,173465626990400
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T00:57:49.080Z,173465626908000
"""VikD @ t7kHFWlVia"" folds",2024-12-20T00:57:41.517Z,173465626151700
"""diya @ YHE7CM3GeT"" calls 1.43",2024-12-20T00:57:40.017Z,173465626001700
"""mccc @ eBZQH9Tpfk"" raises to 1.43",2024-12-20T00:57:38.014Z,173465625801400
"""yor @ BEjKY7LmxI"" folds",2024-12-20T00:57:35.452Z,173465625545200
"""anshmor @ Iiub021oQx"" folds",2024-12-20T00:57:34.429Z,173465625442900
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T00:57:31.519Z,173465625151900
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T00:57:30.195Z,173465625019500
"""Poptart @ _mE1UMbOE9"" posts a big blind of 0.50",2024-12-20T00:57:27.944Z,173465624794411
"""VikD @ t7kHFWlVia"" posts a small blind of 0.25",2024-12-20T00:57:27.944Z,173465624794410
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (123.69) | #2 ""yor @ BEjKY7LmxI"" (77.17) | #3 ""mccc @ eBZQH9Tpfk"" (52.02) | #4 ""diya @ YHE7CM3GeT"" (115.74) | #5 ""VikD @ t7kHFWlVia"" (74.18) | #7 ""Poptart @ _mE1UMbOE9"" (157.45) | #8 ""Juan @ 0X3PIo8G0m"" (73.61) | #10 ""Ghost @ d01dAAf2-3"" (32.60)",2024-12-20T00:57:27.944Z,173465624794401
"-- starting hand #257 (id: xsbjc7aqorsw)  (No Limit Texas Hold'em) (dealer: ""diya @ YHE7CM3GeT"") --",2024-12-20T00:57:27.944Z,173465624794400
"-- ending hand #256 --",2024-12-20T00:57:24.988Z,173465624498802
"""diya @ YHE7CM3GeT"" collected 7.00 from pot",2024-12-20T00:57:24.988Z,173465624498801
"Uncalled bet of 5.00 returned to ""diya @ YHE7CM3GeT""",2024-12-20T00:57:24.988Z,173465624498800
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T00:57:24.146Z,173465624414600
"""diya @ YHE7CM3GeT"" bets 5.00",2024-12-20T00:57:22.508Z,173465624250800
"River: 8♣, 6♦, 9♠, 8♥ [4♦]",2024-12-20T00:57:14.431Z,173465623443100
"""Ghost @ d01dAAf2-3"" checks",2024-12-20T00:57:13.577Z,173465623357700
"""diya @ YHE7CM3GeT"" checks",2024-12-20T00:57:11.510Z,173465623151000
"Turn: 8♣, 6♦, 9♠ [8♥]",2024-12-20T00:57:08.629Z,173465622862900
"""diya @ YHE7CM3GeT"" calls 1.75",2024-12-20T00:57:07.793Z,173465622779300
"""Ghost @ d01dAAf2-3"" bets 1.75",2024-12-20T00:57:05.069Z,173465622506900
"""diya @ YHE7CM3GeT"" checks",2024-12-20T00:56:56.789Z,173465621678900
"Flop:  [8♣, 6♦, 9♠]",2024-12-20T00:56:53.015Z,173465621301500
"""VikD @ t7kHFWlVia"" folds",2024-12-20T00:56:52.184Z,173465621218400
"""diya @ YHE7CM3GeT"" calls 1.50",2024-12-20T00:56:47.777Z,173465620777700
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T00:56:46.850Z,173465620685000
"""yor @ BEjKY7LmxI"" folds",2024-12-20T00:56:44.989Z,173465620498900
"""anshmor @ Iiub021oQx"" folds",2024-12-20T00:56:44.082Z,173465620408200
"""Ghost @ d01dAAf2-3"" raises to 1.50",2024-12-20T00:56:43.095Z,173465620309500
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T00:56:38.538Z,173465619853800
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T00:56:37.443Z,173465619744300
"""VikD @ t7kHFWlVia"" posts a big blind of 0.50",2024-12-20T00:56:35.882Z,173465619588211
"""diya @ YHE7CM3GeT"" posts a small blind of 0.25",2024-12-20T00:56:35.882Z,173465619588210
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (123.69) | #2 ""yor @ BEjKY7LmxI"" (77.17) | #3 ""mccc @ eBZQH9Tpfk"" (52.02) | #4 ""diya @ YHE7CM3GeT"" (111.99) | #5 ""VikD @ t7kHFWlVia"" (74.68) | #7 ""Poptart @ _mE1UMbOE9"" (157.45) | #8 ""Juan @ 0X3PIo8G0m"" (73.61) | #10 ""Ghost @ d01dAAf2-3"" (35.85)",2024-12-20T00:56:35.882Z,173465619588201
"-- starting hand #256 (id: vh6x5anxkzhd)  (No Limit Texas Hold'em) (dealer: ""mccc @ eBZQH9Tpfk"") --",2024-12-20T00:56:35.882Z,173465619588200
"-- ending hand #255 --",2024-12-20T00:56:32.962Z,173465619296202
"""anshmor @ Iiub021oQx"" collected 3.25 from pot",2024-12-20T00:56:32.962Z,173465619296201
"Uncalled bet of 1.25 returned to ""anshmor @ Iiub021oQx""",2024-12-20T00:56:32.962Z,173465619296200
"""diya @ YHE7CM3GeT"" folds",2024-12-20T00:56:32.094Z,173465619209400
"""anshmor @ Iiub021oQx"" bets 1.25",2024-12-20T00:56:30.624Z,173465619062400
"""diya @ YHE7CM3GeT"" checks",2024-12-20T00:56:26.236Z,173465618623600
"Flop:  [A♥, 4♦, J♦]",2024-12-20T00:56:23.558Z,173465618355800
"""diya @ YHE7CM3GeT"" calls 1.50",2024-12-20T00:56:22.701Z,173465618270100
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T00:56:20.436Z,173465618043600
"""yor @ BEjKY7LmxI"" folds",2024-12-20T00:56:19.511Z,173465617951100
"""anshmor @ Iiub021oQx"" raises to 1.50",2024-12-20T00:56:18.515Z,173465617851500
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T00:56:16.007Z,173465617600700
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T00:56:14.789Z,173465617478900
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T00:56:13.882Z,173465617388200
"""VikD @ t7kHFWlVia"" folds",2024-12-20T00:56:07.458Z,173465616745800
"""diya @ YHE7CM3GeT"" posts a big blind of 0.50",2024-12-20T00:55:53.217Z,173465615321711
"""mccc @ eBZQH9Tpfk"" posts a small blind of 0.25",2024-12-20T00:55:53.217Z,173465615321710
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (121.94) | #2 ""yor @ BEjKY7LmxI"" (77.17) | #3 ""mccc @ eBZQH9Tpfk"" (52.27) | #4 ""diya @ YHE7CM3GeT"" (113.49) | #5 ""VikD @ t7kHFWlVia"" (74.68) | #7 ""Poptart @ _mE1UMbOE9"" (157.45) | #8 ""Juan @ 0X3PIo8G0m"" (73.61) | #10 ""Ghost @ d01dAAf2-3"" (35.85)",2024-12-20T00:55:53.217Z,173465615321701
"-- starting hand #255 (id: zyikc4svwxrx)  (No Limit Texas Hold'em) (dealer: ""yor @ BEjKY7LmxI"") --",2024-12-20T00:55:53.217Z,173465615321700
"-- ending hand #254 --",2024-12-20T00:55:50.246Z,173465615024602
"""diya @ YHE7CM3GeT"" collected 13.00 from pot",2024-12-20T00:55:50.246Z,173465615024601
"Uncalled bet of 6.00 returned to ""diya @ YHE7CM3GeT""",2024-12-20T00:55:50.246Z,173465615024600
"""yor @ BEjKY7LmxI"" folds",2024-12-20T00:55:49.400Z,173465614940000
"""diya @ YHE7CM3GeT"" bets 6.00",2024-12-20T00:55:47.297Z,173465614729700
"""yor @ BEjKY7LmxI"" checks",2024-12-20T00:55:41.809Z,173465614180900
"Turn: K♣, 3♦, 10♠ [7♥]",2024-12-20T00:55:38.673Z,173465613867300
"""diya @ YHE7CM3GeT"" calls 3.25",2024-12-20T00:55:37.862Z,173465613786200
"""yor @ BEjKY7LmxI"" bets 3.25",2024-12-20T00:55:35.677Z,173465613567700
"Flop:  [K♣, 3♦, 10♠]",2024-12-20T00:55:31.414Z,173465613141400
"""diya @ YHE7CM3GeT"" calls 3.00",2024-12-20T00:55:30.601Z,173465613060100
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T00:55:27.139Z,173465612713900
"""yor @ BEjKY7LmxI"" raises to 3.00",2024-12-20T00:55:19.224Z,173465611922400
"""anshmor @ Iiub021oQx"" folds",2024-12-20T00:55:15.443Z,173465611544300
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T00:55:14.568Z,173465611456800
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T00:55:13.269Z,173465611326900
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T00:55:12.412Z,173465611241200
"""VikD @ t7kHFWlVia"" folds",2024-12-20T00:55:02.825Z,173465610282500
"""diya @ YHE7CM3GeT"" calls 0.50",2024-12-20T00:55:00.468Z,173465610046800
"""mccc @ eBZQH9Tpfk"" posts a big blind of 0.50",2024-12-20T00:54:59.239Z,173465609923911
"""yor @ BEjKY7LmxI"" posts a small blind of 0.25",2024-12-20T00:54:59.239Z,173465609923910
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (121.94) | #2 ""yor @ BEjKY7LmxI"" (83.42) | #3 ""mccc @ eBZQH9Tpfk"" (52.77) | #4 ""diya @ YHE7CM3GeT"" (106.74) | #5 ""VikD @ t7kHFWlVia"" (74.68) | #7 ""Poptart @ _mE1UMbOE9"" (157.45) | #8 ""Juan @ 0X3PIo8G0m"" (73.61) | #10 ""Ghost @ d01dAAf2-3"" (35.85)",2024-12-20T00:54:59.239Z,173465609923901
"-- starting hand #254 (id: zjk8w3d3ynx4)  (No Limit Texas Hold'em) (dealer: ""anshmor @ Iiub021oQx"") --",2024-12-20T00:54:59.239Z,173465609923900
"-- ending hand #253 --",2024-12-20T00:54:56.332Z,173465609633202
"""VikD @ t7kHFWlVia"" collected 6.75 from pot",2024-12-20T00:54:56.332Z,173465609633201
"Uncalled bet of 3.37 returned to ""VikD @ t7kHFWlVia""",2024-12-20T00:54:56.332Z,173465609633200
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T00:54:55.479Z,173465609547900
"""VikD @ t7kHFWlVia"" bets 3.37",2024-12-20T00:54:47.329Z,173465608732900
"""mccc @ eBZQH9Tpfk"" checks",2024-12-20T00:54:35.556Z,173465607555600
"Flop:  [5♠, A♦, J♠]",2024-12-20T00:54:34.452Z,173465607445200
"""mccc @ eBZQH9Tpfk"" calls 3.00",2024-12-20T00:54:33.589Z,173465607358900
"""yor @ BEjKY7LmxI"" folds",2024-12-20T00:54:29.539Z,173465606953900
"""anshmor @ Iiub021oQx"" folds",2024-12-20T00:54:28.570Z,173465606857000
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T00:54:24.579Z,173465606457900
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T00:54:23.600Z,173465606360000
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T00:54:22.706Z,173465606270600
"""VikD @ t7kHFWlVia"" raises to 3.00",2024-12-20T00:54:21.696Z,173465606169600
"""diya @ YHE7CM3GeT"" folds",2024-12-20T00:53:58.920Z,173465603892000
"""mccc @ eBZQH9Tpfk"" raises to 1.00",2024-12-20T00:53:54.959Z,173465603495900
"""yor @ BEjKY7LmxI"" posts a big blind of 0.50",2024-12-20T00:53:51.234Z,173465603123411
"""anshmor @ Iiub021oQx"" posts a small blind of 0.25",2024-12-20T00:53:51.234Z,173465603123410
"Player stacks: #1 ""anshmor @ Iiub021oQx"" (122.19) | #2 ""yor @ BEjKY7LmxI"" (83.92) | #3 ""mccc @ eBZQH9Tpfk"" (55.77) | #4 ""diya @ YHE7CM3GeT"" (106.74) | #5 ""VikD @ t7kHFWlVia"" (70.93) | #7 ""Poptart @ _mE1UMbOE9"" (157.45) | #8 ""Juan @ 0X3PIo8G0m"" (73.61) | #10 ""Ghost @ d01dAAf2-3"" (35.85)",2024-12-20T00:53:51.234Z,173465603123401
"-- starting hand #253 (id: 1avoc2qgievj)  (No Limit Texas Hold'em) (dealer: ""Ghost @ d01dAAf2-3"") --",2024-12-20T00:53:51.234Z,173465603123400
"-- ending hand #252 --",2024-12-20T00:53:48.290Z,173465602829002
"""yor @ BEjKY7LmxI"" collected 1.25 from pot",2024-12-20T00:53:48.290Z,173465602829001
"Uncalled bet of 0.50 returned to ""yor @ BEjKY7LmxI""",2024-12-20T00:53:48.290Z,173465602829000
"""anshmor @ Iiub021oQx"" folds",2024-12-20T00:53:47.428Z,173465602742800
"""Ghost @ d01dAAf2-3"" folds",2024-12-20T00:53:46.530Z,173465602653000
"""Juan @ 0X3PIo8G0m"" folds",2024-12-20T00:53:45.491Z,173465602549100
"""Poptart @ _mE1UMbOE9"" folds",2024-12-20T00:53:38.275Z,173465601827500
"""VikD @ t7kHFWlVia"" folds",2024-12-20T00:53:35.186Z,173465601518600
"""diya @ YHE7CM3GeT"" folds",2024-12-20T00:53:28.951Z,173465600895100
"""mccc @ eBZQH9Tpfk"" folds",2024-12-20T00:53:28.013Z,173465600801300
"""yor @ BEjKY7LmxI"" posts a straddle of 1.00",2024-12-20T00:53:25.397Z,173465600539712
"""anshmor @ Iiub021oQx"" posts a big blind of 0.50",2024-12-20T00:53:25.397Z,173465600539711
