entry,at,order
"""Andy @ KYUUiBlYsH"" folds",2024-12-20T05:13:51.390Z,173467163139000
"""Jh @ p1XQnbxYDk"" folds",2024-12-20T05:13:50.503Z,173467163050300
"""bolla @ 7doWhJyjpz"" raises to 2.00",2024-12-20T05:13:49.460Z,173467162946000
"""Choohaz @ _F_FSIXFjE"" calls 0.50",2024-12-20T05:13:44.530Z,173467162453000
"""OODI @ Ryv57uvBSR"" posts a big blind of 0.50",2024-12-20T05:13:40.385Z,173467162038521
"""mcchicken @ zyJxXUb-Pv"" posts a small blind of 0.25",2024-12-20T05:13:40.385Z,173467162038520
"""TG @ u_S6Wi8Wyf"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038519
"""Andy @ KYUUiBlYsH"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038518
"""Jh @ p1XQnbxYDk"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038517
"""bolla @ 7doWhJyjpz"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038516
"""Choohaz @ _F_FSIXFjE"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038515
"""OODI @ Ryv57uvBSR"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038514
"""mcchicken @ zyJxXUb-Pv"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038513
"""Tstaykoff @ z683dibG8V"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038512
"""Dan @ W131woZIq-"" posts an ante of 0.10",2024-12-20T05:13:40.385Z,173467162038511
"Player stacks: #1 ""Dan @ W131woZIq-"" (366.26) | #2 ""Tstaykoff @ z683dibG8V"" (48.45) | #3 ""mcchicken @ zyJxXUb-Pv"" (243.40) | #4 ""OODI @ Ryv57uvBSR"" (232.14) | #5 ""Choohaz @ _F_FSIXFjE"" (107.97) | #7 ""bolla @ 7doWhJyjpz"" (145.18) | #8 ""Jh @ p1XQnbxYDk"" (37.97) | #9 ""Andy @ KYUUiBlYsH"" (98.20) | #10 ""TG @ u_S6Wi8Wyf"" (27.38)",2024-12-20T05:13:40.385Z,173467162038501
"-- starting hand #516 (id: aygobdwqyvd5)  (No Limit Texas Hold'em) (dealer: ""Tstaykoff @ z683dibG8V"") --",2024-12-20T05:13:40.385Z,173467162038500
"-- ending hand #515 --",2024-12-20T05:13:37.383Z,173467161738302
"""Dan @ W131woZIq-"" collected 85.20 from pot",2024-12-20T05:13:37.383Z,173467161738301
"Uncalled bet of 42.60 returned to ""Dan @ W131woZIq-""",2024-12-20T05:13:37.383Z,173467161738300
"""Tstaykoff @ z683dibG8V"" folds",2024-12-20T05:13:36.556Z,173467161655600
"""Dan @ W131woZIq-"" bets 42.60",2024-12-20T05:13:17.997Z,173467159799700
"""Tstaykoff @ z683dibG8V"" checks",2024-12-20T05:13:05.190Z,173467158519000
"River: 5♣, 6♣, 2♠, K♦ [3♥]",2024-12-20T05:12:56.272Z,173467157627200
"""Dan @ W131woZIq-"" calls 20.00",2024-12-20T05:12:55.463Z,173467157546300
"""Tstaykoff @ z683dibG8V"" bets 20.00",2024-12-20T05:12:33.123Z,173467155312300
"Turn: 5♣, 6♣, 2♠ [K♦]",2024-12-20T05:12:24.411Z,173467154441100
"""Dan @ W131woZIq-"" calls 12.00",2024-12-20T05:12:23.582Z,173467154358200
"""Tstaykoff @ z683dibG8V"" bets 12.00",2024-12-20T05:12:09.407Z,173467152940700
"Flop:  [5♣, 6♣, 2♠]",2024-12-20T05:12:04.492Z,173467152449200
"""Dan @ W131woZIq-"" calls 8.40",2024-12-20T05:12:03.644Z,173467152364400
"""TG @ u_S6Wi8Wyf"" folds",2024-12-20T05:11:49.441Z,173467150944100
"""Jh @ p1XQnbxYDk"" folds",2024-12-20T05:11:48.540Z,173467150854000
"""Choohaz @ _F_FSIXFjE"" folds",2024-12-20T05:11:47.510Z,173467150751000
"""mcchicken @ zyJxXUb-Pv"" folds",2024-12-20T05:11:43.960Z,173467150396000
"""Tstaykoff @ z683dibG8V"" raises to 8.40",2024-12-20T05:11:42.510Z,173467150251000
"""Dan @ W131woZIq-"" calls 1.00",2024-12-20T05:11:38.605Z,173467149860500
"""TG @ u_S6Wi8Wyf"" calls 1.00",2024-12-20T05:11:36.639Z,173467149663900
"""Andy @ KYUUiBlYsH"" folds",2024-12-20T05:11:29.327Z,173467148932700
"""Jh @ p1XQnbxYDk"" calls 1.00",2024-12-20T05:11:23.740Z,173467148374000
"""bolla @ 7doWhJyjpz"" folds",2024-12-20T05:11:20.758Z,173467148075800
"""Choohaz @ _F_FSIXFjE"" raises to 1.00",2024-12-20T05:11:15.776Z,173467147577600
"""OODI @ Ryv57uvBSR"" folds",2024-12-20T05:11:12.880Z,173467147288000
"""mcchicken @ zyJxXUb-Pv"" posts a big blind of 0.50",2024-12-20T05:11:10.132Z,173467147013221
"""Tstaykoff @ z683dibG8V"" posts a small blind of 0.25",2024-12-20T05:11:10.132Z,173467147013220
"""TG @ u_S6Wi8Wyf"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013219
"""Andy @ KYUUiBlYsH"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013218
"""Jh @ p1XQnbxYDk"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013217
"""bolla @ 7doWhJyjpz"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013216
"""Choohaz @ _F_FSIXFjE"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013215
"""OODI @ Ryv57uvBSR"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013214
"""mcchicken @ zyJxXUb-Pv"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013213
"""Tstaykoff @ z683dibG8V"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013212
"""Dan @ W131woZIq-"" posts an ante of 0.10",2024-12-20T05:11:10.132Z,173467147013211
"Player stacks: #1 ""Dan @ W131woZIq-"" (321.56) | #2 ""Tstaykoff @ z683dibG8V"" (88.95) | #3 ""mcchicken @ zyJxXUb-Pv"" (244.00) | #4 ""OODI @ Ryv57uvBSR"" (232.24) | #5 ""Choohaz @ _F_FSIXFjE"" (109.07) | #7 ""bolla @ 7doWhJyjpz"" (145.28) | #8 ""Jh @ p1XQnbxYDk"" (39.07) | #9 ""Andy @ KYUUiBlYsH"" (98.30) | #10 ""TG @ u_S6Wi8Wyf"" (28.48)",2024-12-20T05:11:10.132Z,173467147013201
"-- starting hand #515 (id: nr7vw8v1tdwd)  (No Limit Texas Hold'em) (dealer: ""Dan @ W131woZIq-"") --",2024-12-20T05:11:10.132Z,173467147013200
"-- ending hand #514 --",2024-12-20T05:11:07.185Z,173467146718502
"""mcchicken @ zyJxXUb-Pv"" collected 2.15 from pot",2024-12-20T05:11:07.185Z,173467146718501
"Uncalled bet of 0.50 returned to ""mcchicken @ zyJxXUb-Pv""",2024-12-20T05:11:07.185Z,173467146718500
"""Tstaykoff @ z683dibG8V"" folds",2024-12-20T05:11:06.366Z,173467146636600
"""Dan @ W131woZIq-"" folds",2024-12-20T05:11:05.410Z,173467146541000
"""TG @ u_S6Wi8Wyf"" folds",2024-12-20T05:11:04.488Z,173467146448800
"""Andy @ KYUUiBlYsH"" folds",2024-12-20T05:11:03.482Z,173467146348200
"""Jh @ p1XQnbxYDk"" folds",2024-12-20T05:11:02.597Z,173467146259700
"""bolla @ 7doWhJyjpz"" folds",2024-12-20T05:10:57.334Z,173467145733400
"""Choohaz @ _F_FSIXFjE"" folds",2024-12-20T05:10:56.483Z,173467145648300
"""OODI @ Ryv57uvBSR"" folds",2024-12-20T05:10:55.447Z,173467145544700
"""mcchicken @ zyJxXUb-Pv"" raises to 1.00",2024-12-20T05:10:48.978Z,173467144897800
"""Tstaykoff @ z683dibG8V"" posts a big blind of 0.50",2024-12-20T05:10:39.353Z,173467143935321
"""Dan @ W131woZIq-"" posts a small blind of 0.25",2024-12-20T05:10:39.353Z,173467143935320
"""TG @ u_S6Wi8Wyf"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935319
"""Andy @ KYUUiBlYsH"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935318
"""Jh @ p1XQnbxYDk"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935317
"""bolla @ 7doWhJyjpz"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935316
"""Choohaz @ _F_FSIXFjE"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935315
"""OODI @ Ryv57uvBSR"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935314
"""mcchicken @ zyJxXUb-Pv"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935313
"""Tstaykoff @ z683dibG8V"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935312
"""Dan @ W131woZIq-"" posts an ante of 0.10",2024-12-20T05:10:39.353Z,173467143935311
"Player stacks: #1 ""Dan @ W131woZIq-"" (321.91) | #2 ""Tstaykoff @ z683dibG8V"" (89.55) | #3 ""mcchicken @ zyJxXUb-Pv"" (242.45) | #4 ""OODI @ Ryv57uvBSR"" (232.34) | #5 ""Choohaz @ _F_FSIXFjE"" (109.17) | #7 ""bolla @ 7doWhJyjpz"" (145.38) | #8 ""Jh @ p1XQnbxYDk"" (39.17) | #9 ""Andy @ KYUUiBlYsH"" (98.40) | #10 ""TG @ u_S6Wi8Wyf"" (28.58)",2024-12-20T05:10:39.353Z,173467143935301
"-- starting hand #514 (id: xkszlha4bfv6)  (No Limit Texas Hold'em) (dealer: ""TG @ u_S6Wi8Wyf"") --",2024-12-20T05:10:39.353Z,173467143935300
"-- ending hand #513 --",2024-12-20T05:10:36.428Z,173467143642802
"""Andy @ KYUUiBlYsH"" collected 2.15 from pot",2024-12-20T05:10:36.428Z,173467143642801
"Uncalled bet of 1.00 returned to ""Andy @ KYUUiBlYsH""",2024-12-20T05:10:36.428Z,173467143642800
"""Dan @ W131woZIq-"" folds",2024-12-20T05:10:35.611Z,173467143561100
"""TG @ u_S6Wi8Wyf"" folds",2024-12-20T05:10:34.681Z,173467143468100
"""Andy @ KYUUiBlYsH"" raises to 1.50",2024-12-20T05:10:22.534Z,173467142253400
"""Jh @ p1XQnbxYDk"" folds",2024-12-20T05:10:14.643Z,173467141464300
"""bolla @ 7doWhJyjpz"" folds",2024-12-20T05:10:13.600Z,173467141360000
"""Choohaz @ _F_FSIXFjE"" folds",2024-12-20T05:10:12.744Z,173467141274400
"""OODI @ Ryv57uvBSR"" folds",2024-12-20T05:10:11.626Z,173467141162600
"""mcchicken @ zyJxXUb-Pv"" folds",2024-12-20T05:10:10.587Z,173467141058700
"""Tstaykoff @ z683dibG8V"" folds",2024-12-20T05:10:09.422Z,173467140942200
"""Dan @ W131woZIq-"" posts a big blind of 0.50",2024-12-20T05:09:57.366Z,173467139736621
"""TG @ u_S6Wi8Wyf"" posts a small blind of 0.25",2024-12-20T05:09:57.366Z,173467139736620
"""TG @ u_S6Wi8Wyf"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736619
"""Andy @ KYUUiBlYsH"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736618
"""Jh @ p1XQnbxYDk"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736617
"""bolla @ 7doWhJyjpz"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736616
"""Choohaz @ _F_FSIXFjE"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736615
"""OODI @ Ryv57uvBSR"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736614
"""mcchicken @ zyJxXUb-Pv"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736613
"""Tstaykoff @ z683dibG8V"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736612
"""Dan @ W131woZIq-"" posts an ante of 0.10",2024-12-20T05:09:57.366Z,173467139736611
"Player stacks: #1 ""Dan @ W131woZIq-"" (322.51) | #2 ""Tstaykoff @ z683dibG8V"" (89.65) | #3 ""mcchicken @ zyJxXUb-Pv"" (242.55) | #4 ""OODI @ Ryv57uvBSR"" (232.44) | #5 ""Choohaz @ _F_FSIXFjE"" (109.27) | #7 ""bolla @ 7doWhJyjpz"" (145.48) | #8 ""Jh @ p1XQnbxYDk"" (39.27) | #9 ""Andy @ KYUUiBlYsH"" (96.85) | #10 ""TG @ u_S6Wi8Wyf"" (28.93)",2024-12-20T05:09:57.366Z,173467139736601
"-- starting hand #513 (id: 6bdyyjtpsepw)  (No Limit Texas Hold'em) (dealer: ""Andy @ KYUUiBlYsH"") --",2024-12-20T05:09:57.366Z,173467139736600
"-- ending hand #512 --",2024-12-20T05:09:54.405Z,173467139440502
"""Choohaz @ _F_FSIXFjE"" collected 7.65 from pot",2024-12-20T05:09:54.405Z,173467139440501
"Uncalled bet of 3.32 returned to ""Choohaz @ _F_FSIXFjE""",2024-12-20T05:09:54.405Z,173467139440500
"""Tstaykoff @ z683dibG8V"" folds",2024-12-20T05:09:53.586Z,173467139358600
"""Jh @ p1XQnbxYDk"" folds",2024-12-20T05:09:52.634Z,173467139263400
"""Choohaz @ _F_FSIXFjE"" bets 3.32",2024-12-20T05:09:50.352Z,173467139035200
"""Tstaykoff @ z683dibG8V"" checks",2024-12-20T05:09:37.646Z,173467137764600
"Flop:  [8♦, 4♥, 9♥]",2024-12-20T05:09:36.022Z,173467137602200
"""TG @ u_S6Wi8Wyf"" folds",2024-12-20T05:09:35.189Z,173467137518900
"""Andy @ KYUUiBlYsH"" folds",2024-12-20T05:09:34.227Z,173467137422700
"""Jh @ p1XQnbxYDk"" calls 2.00",2024-12-20T05:09:22.204Z,173467136220400
"""bolla @ 7doWhJyjpz"" folds",2024-12-20T05:09:20.543Z,173467136054300
"""Choohaz @ _F_FSIXFjE"" calls 2.00",2024-12-20T05:09:19.682Z,173467135968200
"""OODI @ Ryv57uvBSR"" folds",2024-12-20T05:09:18.471Z,173467135847100
"""mcchicken @ zyJxXUb-Pv"" folds",2024-12-20T05:09:17.406Z,173467135740600
"""Tstaykoff @ z683dibG8V"" raises to 2.00",2024-12-20T05:09:13.507Z,173467135350700
"""Dan @ W131woZIq-"" folds",2024-12-20T05:09:10.786Z,173467135078600
"""TG @ u_S6Wi8Wyf"" posts a big blind of 0.50",2024-12-20T05:09:09.060Z,173467134906021
"""Andy @ KYUUiBlYsH"" posts a small blind of 0.25",2024-12-20T05:09:09.060Z,173467134906020
"""TG @ u_S6Wi8Wyf"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906019
"""Andy @ KYUUiBlYsH"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906018
"""Jh @ p1XQnbxYDk"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906017
"""bolla @ 7doWhJyjpz"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906016
"""Choohaz @ _F_FSIXFjE"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906015
"""OODI @ Ryv57uvBSR"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906014
"""mcchicken @ zyJxXUb-Pv"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906013
"""Tstaykoff @ z683dibG8V"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906012
"""Dan @ W131woZIq-"" posts an ante of 0.10",2024-12-20T05:09:09.060Z,173467134906011
"Player stacks: #1 ""Dan @ W131woZIq-"" (322.61) | #2 ""Tstaykoff @ z683dibG8V"" (91.75) | #3 ""mcchicken @ zyJxXUb-Pv"" (242.65) | #4 ""OODI @ Ryv57uvBSR"" (232.54) | #5 ""Choohaz @ _F_FSIXFjE"" (103.72) | #7 ""bolla @ 7doWhJyjpz"" (145.58) | #8 ""Jh @ p1XQnbxYDk"" (41.37) | #9 ""Andy @ KYUUiBlYsH"" (97.20) | #10 ""TG @ u_S6Wi8Wyf"" (29.53)",2024-12-20T05:09:09.060Z,173467134906001
"-- starting hand #512 (id: 7ycfk1eimiyg)  (No Limit Texas Hold'em) (dealer: ""Jh @ p1XQnbxYDk"") --",2024-12-20T05:09:09.060Z,173467134906000
"-- ending hand #511 --",2024-12-20T05:09:06.060Z,173467134606002
"""Tstaykoff @ z683dibG8V"" collected 6.15 from pot",2024-12-20T05:09:06.060Z,173467134606001
"Uncalled bet of 2.00 returned to ""Tstaykoff @ z683dibG8V""",2024-12-20T05:09:06.060Z,173467134606000
"""Andy @ KYUUiBlYsH"" folds",2024-12-20T05:09:05.218Z,173467134521800
"""Tstaykoff @ z683dibG8V"" bets 2.00",2024-12-20T05:09:02.391Z,173467134239100
"""Andy @ KYUUiBlYsH"" checks",2024-12-20T05:08:58.610Z,173467133861000
"Flop:  [7♣, K♦, 3♣]",2024-12-20T05:08:56.844Z,173467133684400
"""Andy @ KYUUiBlYsH"" calls 2.50",2024-12-20T05:08:56.025Z,173467133602500
"""Jh @ p1XQnbxYDk"" folds",2024-12-20T05:08:52.266Z,173467133226600
"""bolla @ 7doWhJyjpz"" folds",2024-12-20T05:08:51.218Z,173467133121800
"""Choohaz @ _F_FSIXFjE"" folds",2024-12-20T05:08:41.140Z,173467132114000
"""OODI @ Ryv57uvBSR"" folds",2024-12-20T05:08:40.137Z,173467132013700
"""mcchicken @ zyJxXUb-Pv"" folds",2024-12-20T05:08:39.187Z,173467131918700
"""Tstaykoff @ z683dibG8V"" raises to 2.50",2024-12-20T05:08:37.927Z,173467131792700
"""Dan @ W131woZIq-"" folds",2024-12-20T05:08:33.300Z,173467131330000
"""TG @ u_S6Wi8Wyf"" folds",2024-12-20T05:08:32.320Z,173467131232000
"""Andy @ KYUUiBlYsH"" posts a big blind of 0.50",2024-12-20T05:08:24.784Z,173467130478421
"""Jh @ p1XQnbxYDk"" posts a small blind of 0.25",2024-12-20T05:08:24.784Z,173467130478420
"""TG @ u_S6Wi8Wyf"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478419
"""Andy @ KYUUiBlYsH"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478418
"""Jh @ p1XQnbxYDk"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478417
"""bolla @ 7doWhJyjpz"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478416
"""Choohaz @ _F_FSIXFjE"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478415
"""OODI @ Ryv57uvBSR"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478414
"""mcchicken @ zyJxXUb-Pv"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478413
"""Tstaykoff @ z683dibG8V"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478412
"""Dan @ W131woZIq-"" posts an ante of 0.10",2024-12-20T05:08:24.784Z,173467130478411
"Player stacks: #1 ""Dan @ W131woZIq-"" (322.71) | #2 ""Tstaykoff @ z683dibG8V"" (88.20) | #3 ""mcchicken @ zyJxXUb-Pv"" (242.75) | #4 ""OODI @ Ryv57uvBSR"" (232.64) | #5 ""Choohaz @ _F_FSIXFjE"" (103.82) | #7 ""bolla @ 7doWhJyjpz"" (145.68) | #8 ""Jh @ p1XQnbxYDk"" (41.72) | #9 ""Andy @ KYUUiBlYsH"" (99.80) | #10 ""TG @ u_S6Wi8Wyf"" (29.63)",2024-12-20T05:08:24.784Z,173467130478401
"-- starting hand #511 (id: hk4csmm22adr)  (No Limit Texas Hold'em) (dealer: ""bolla @ 7doWhJyjpz"") --",2024-12-20T05:08:24.784Z,173467130478400
"-- ending hand #510 --",2024-12-20T05:08:16.747Z,173467129674702
"""bolla @ 7doWhJyjpz"" collected 72.84 from pot with Pair, K's on the second run  (combination: K♥, K♣, J♣, 9♠, 6♣)",2024-12-20T05:08:16.747Z,173467129674701
"""bolla @ 7doWhJyjpz"" collected 72.84 from pot with Pair, K's (combination: K♥, K♣, J♣, 9♠, 8♥)",2024-12-20T05:08:16.747Z,173467129674700
"River (second run): 3♦, 9♠, J♣, 4♠ [6♣]",2024-12-20T05:08:12.737Z,173467129273700
"River: 3♦, 9♠, J♣, 4♠ [8♥]",2024-12-20T05:08:08.730Z,173467128873000
"""bolla @ 7doWhJyjpz"" shows a K♥, K♣.",2024-12-20T05:08:04.720Z,173467128472001
"""Tstaykoff @ z683dibG8V"" shows a 10♠, 8♠.",2024-12-20T05:08:04.720Z,173467128472000
"All players in hand choose to run it twice.",2024-12-20T05:08:03.871Z,173467128387101
"""bolla @ 7doWhJyjpz"" chooses to  run it twice.",2024-12-20T05:08:03.871Z,173467128387100
"""Tstaykoff @ z683dibG8V"" chooses to  run it twice.",2024-12-20T05:08:03.008Z,173467128300800
"Remaining players decide whether to run it twice.",2024-12-20T05:08:02.637Z,173467128263701
"""Tstaykoff @ z683dibG8V"" calls 53.44",2024-12-20T05:08:02.637Z,173467128263700
"""bolla @ 7doWhJyjpz"" bets 53.44 and go all in",2024-12-20T05:08:01.003Z,173467128100300
"Turn: 3♦, 9♠, J♣ [4♠]",2024-12-20T05:07:52.560Z,173467127256000
"""Tstaykoff @ z683dibG8V"" calls 9.70",2024-12-20T05:07:51.733Z,173467127173300
"""bolla @ 7doWhJyjpz"" bets 9.70",2024-12-20T05:07:49.380Z,173467126938000
"Flop:  [3♦, 9♠, J♣]",2024-12-20T05:07:43.979Z,173467126397900
"""Choohaz @ _F_FSIXFjE"" folds",2024-12-20T05:07:43.157Z,173467126315700
"""Tstaykoff @ z683dibG8V"" calls 8.00",2024-12-20T05:07:37.691Z,173467125769100
"""Jh @ p1XQnbxYDk"" folds",2024-12-20T05:07:32.402Z,173467125240200
"""bolla @ 7doWhJyjpz"" raises to 8.00",2024-12-20T05:07:29.842Z,173467124984200
"""Choohaz @ _F_FSIXFjE"" calls 2.00",2024-12-20T05:07:24.877Z,173467124487700
"""OODI @ Ryv57uvBSR"" folds",2024-12-20T05:07:23.923Z,173467124392300
"""mcchicken @ zyJxXUb-Pv"" folds",2024-12-20T05:07:16.215Z,173467123621500
"""Tstaykoff @ z683dibG8V"" raises to 2.00",2024-12-20T05:07:07.096Z,173467122709600
"""Dan @ W131woZIq-"" folds",2024-12-20T05:07:02.949Z,173467122294900
"""TG @ u_S6Wi8Wyf"" folds",2024-12-20T05:07:01.992Z,173467122199200
"""Andy @ KYUUiBlYsH"" folds",2024-12-20T05:07:01.105Z,173467122110500
"""Jh @ p1XQnbxYDk"" posts a big blind of 0.50",2024-12-20T05:06:59.323Z,173467121932321
"""bolla @ 7doWhJyjpz"" posts a small blind of 0.25",2024-12-20T05:06:59.323Z,173467121932320
"""TG @ u_S6Wi8Wyf"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932319
"""Andy @ KYUUiBlYsH"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932318
"""Jh @ p1XQnbxYDk"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932317
"""bolla @ 7doWhJyjpz"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932316
"""Choohaz @ _F_FSIXFjE"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932315
"""OODI @ Ryv57uvBSR"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932314
"""mcchicken @ zyJxXUb-Pv"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932313
"""Tstaykoff @ z683dibG8V"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932312
"""Dan @ W131woZIq-"" posts an ante of 0.10",2024-12-20T05:06:59.323Z,173467121932311
"Player stacks: #1 ""Dan @ W131woZIq-"" (322.81) | #2 ""Tstaykoff @ z683dibG8V"" (159.44) | #3 ""mcchicken @ zyJxXUb-Pv"" (242.85) | #4 ""OODI @ Ryv57uvBSR"" (232.74) | #5 ""Choohaz @ _F_FSIXFjE"" (105.92) | #7 ""bolla @ 7doWhJyjpz"" (71.24) | #8 ""Jh @ p1XQnbxYDk"" (42.32) | #9 ""Andy @ KYUUiBlYsH"" (99.90) | #10 ""TG @ u_S6Wi8Wyf"" (29.73)",2024-12-20T05:06:59.323Z,173467121932301
"-- starting hand #510 (id: gko0zh9pvlqp)  (No Limit Texas Hold'em) (dealer: ""Choohaz @ _F_FSIXFjE"") --",2024-12-20T05:06:59.323Z,173467121932300
"-- ending hand #509 --",2024-12-20T05:06:51.297Z,173467121129702
"""Jh @ p1XQnbxYDk"" collected 42.32 from pot with Straight, K High on the second run  (combination: K♠, Q♣, J♠, 10♥, 9♥)",2024-12-20T05:06:51.297Z,173467121129701
"""bolla @ 7doWhJyjpz"" collected 42.33 from pot with Two Pair, A's & 7's (combination: A♥, A♣, 7♠, 7♦, K♦)",2024-12-20T05:06:51.297Z,173467121129700
"River (second run): 4♠, 10♥, Q♣, 9♥ [5♣]",2024-12-20T05:06:47.227Z,173467120722700
"Turn (second run): 4♠, 10♥, Q♣ [9♥]",2024-12-20T05:06:43.217Z,173467120321700
"Flop (second run):  [4♠, 10♥, Q♣]",2024-12-20T05:06:39.213Z,173467119921300
"River: 10♠, 7♠, A♣, J♦ [7♦]",2024-12-20T05:06:35.208Z,173467119520800
"Turn: 10♠, 7♠, A♣ [J♦]",2024-12-20T05:06:31.199Z,173467119119900
"Flop:  [10♠, 7♠, A♣]",2024-12-20T05:06:27.151Z,173467118715100
"""Jh @ p1XQnbxYDk"" shows a J♠, K♠.",2024-12-20T05:06:23.147Z,173467118314701
"""bolla @ 7doWhJyjpz"" shows a A♥, K♦.",2024-12-20T05:06:23.147Z,173467118314700
"All players in hand choose to run it twice.",2024-12-20T05:06:22.341Z,173467118234101
"""Jh @ p1XQnbxYDk"" chooses to  run it twice.",2024-12-20T05:06:22.341Z,173467118234100
"""bolla @ 7doWhJyjpz"" chooses to  run it twice.",2024-12-20T05:06:21.286Z,173467118128600
"Remaining players decide whether to run it twice.",2024-12-20T05:06:20.429Z,173467118042901
"""bolla @ 7doWhJyjpz"" calls 41.75",2024-12-20T05:06:20.429Z,173467118042900
"""Jh @ p1XQnbxYDk"" raises to 41.75 and go all in",2024-12-20T05:06:19.082Z,173467117908200
"""bolla @ 7doWhJyjpz"" raises to 14.86",2024-12-20T05:06:15.014Z,173467117501400
"""Jh @ p1XQnbxYDk"" raises to 5.00",2024-12-20T05:06:03.998Z,173467116399800
"""bolla @ 7doWhJyjpz"" raises to 2.00",2024-12-20T05:05:58.138Z,173467115813800
"""Choohaz @ _F_FSIXFjE"" folds",2024-12-20T05:05:55.327Z,173467115532700
"""OODI @ Ryv57uvBSR"" folds",2024-12-20T05:05:54.403Z,173467115440300
"""mcchicken @ zyJxXUb-Pv"" folds",2024-12-20T05:05:53.401Z,173467115340100
"""Tstaykoff @ z683dibG8V"" folds",2024-12-20T05:05:52.217Z,173467115221700
"""Dan @ W131woZIq-"" folds",2024-12-20T05:05:51.156Z,173467115115600
"""TG @ u_S6Wi8Wyf"" folds",2024-12-20T05:05:50.118Z,173467115011800
"""Andy @ KYUUiBlYsH"" folds",2024-12-20T05:05:49.197Z,173467114919700
"""Jh @ p1XQnbxYDk"" calls 0.50",2024-12-20T05:05:01.748Z,173467110174800
"""bolla @ 7doWhJyjpz"" posts a big blind of 0.50",2024-12-20T05:04:59.459Z,173467109945922
"""Choohaz @ _F_FSIXFjE"" posts a small blind of 0.25",2024-12-20T05:04:59.459Z,173467109945921
"""TG @ u_S6Wi8Wyf"" posts an ante of 0.10",2024-12-20T05:04:59.459Z,173467109945920
"""Andy @ KYUUiBlYsH"" posts an ante of 0.10",2024-12-20T05:04:59.459Z,173467109945919
"""Jh @ p1XQnbxYDk"" posts an ante of 0.10",2024-12-20T05:04:59.459Z,173467109945918
