hand_count,Position,player_nickname,player_id,Stack,Profit
71,#9,MS,5qVbrQw2gS,628.0,-122.0
71,#5,alex,6_sDk2RBW8,857.0,107.0
71,#4,Solstice,VE6CjkevP7,1280.0,-1220.0
71,#3,g,ZLzUxKGvQY,1221.0,-29.0
71,#2,AndrewE8,ychRcKVV_K,757.0,257.0
71,#10,ADURRRR,cUjvHJzz-e,793.0,293.0
72,#9,MS,5qVbrQw2gS,628.0,-122.0
72,#5,alex,6_sDk2RBW8,857.0,107.0
72,#4,Solstice,VE6CjkevP7,1280.0,-1220.0
72,#3,g,ZLzUxKGvQY,1216.0,-34.0
72,#2,AndrewE8,ychRcKVV_K,777.0,277.0
72,#10,ADURRRR,cUjvHJzz-e,778.0,278.0
72,#1,notj,XeSXhCfPVo,1000.0,0.0
73,#9,MS,5qVbrQw2gS,628.0,-122.0
73,#7,wind,tW-v9f49vQ,500.0,0.0
73,#5,alex,6_sDk2RBW8,845.0,95.0
73,#4,Solstice,VE6CjkevP7,1268.0,-1232.0
73,#3,g,ZLzUxKGvQY,1168.0,-82.0
73,#2,AndrewE8,ychRcKVV_K,777.0,277.0
73,#10,ADURRRR,cUjvHJzz-e,850.0,350.0
73,#1,notj,XeSXhCfPVo,1000.0,0.0
74,#9,MS,5qVbrQw2gS,628.0,-122.0
74,#7,wind,tW-v9f49vQ,507.0,7.0
74,#5,alex,6_sDk2RBW8,840.0,90.0
74,#4,Solstice,VE6CjkevP7,1266.0,-1234.0
74,#3,g,ZLzUxKGvQY,1168.0,-82.0
74,#2,AndrewE8,ychRcKVV_K,777.0,277.0
74,#10,ADURRRR,cUjvHJzz-e,850.0,350.0
74,#1,notj,XeSXhCfPVo,1000.0,0.0
75,#9,MS,5qVbrQw2gS,628.0,-122.0
75,#7,wind,tW-v9f49vQ,522.0,22.0
75,#5,alex,6_sDk2RBW8,825.0,75.0
75,#4,Solstice,VE6CjkevP7,1266.0,-1234.0
75,#3,g,ZLzUxKGvQY,1168.0,-82.0
75,#2,AndrewE8,ychRcKVV_K,777.0,277.0
75,#10,ADURRRR,cUjvHJzz-e,850.0,350.0
75,#1,notj,XeSXhCfPVo,1000.0,0.0
75,-1,ADURRRR,cUjvHJzz-e,850.0,350.0
76,#9,MS,5qVbrQw2gS,613.0,-137.0
76,#7,wind,tW-v9f49vQ,520.0,20.0
76,#5,alex,6_sDk2RBW8,825.0,75.0
76,#4,Solstice,VE6CjkevP7,1266.0,-1234.0
76,#3,g,ZLzUxKGvQY,1168.0,-82.0
76,#2,AndrewE8,ychRcKVV_K,794.0,294.0
76,#1,notj,XeSXhCfPVo,1000.0,0.0
77,#9,MS,5qVbrQw2gS,563.0,-187.0
77,#7,wind,tW-v9f49vQ,520.0,20.0
77,#5,alex,6_sDk2RBW8,825.0,75.0
77,#4,Solstice,VE6CjkevP7,1266.0,-1234.0
77,#3,g,ZLzUxKGvQY,1168.0,-82.0
77,#2,AndrewE8,ychRcKVV_K,794.0,294.0
77,#1,notj,XeSXhCfPVo,1050.0,50.0
78,#9,MS,5qVbrQw2gS,831.0,81.0
78,#7,wind,tW-v9f49vQ,520.0,20.0
78,#5,alex,6_sDk2RBW8,825.0,75.0
78,#4,Solstice,VE6CjkevP7,1248.0,-1252.0
78,#3,g,ZLzUxKGvQY,925.0,-325.0
78,#2,AndrewE8,ychRcKVV_K,789.0,289.0
78,#1,notj,XeSXhCfPVo,1048.0,48.0
79,#9,MS,5qVbrQw2gS,831.0,81.0
79,#7,wind,tW-v9f49vQ,445.0,-55.0
79,#5,alex,6_sDk2RBW8,812.0,62.0
79,#4,Solstice,VE6CjkevP7,1248.0,-1252.0
79,#3,g,ZLzUxKGvQY,920.0,-330.0
79,#2,AndrewE8,ychRcKVV_K,957.0,457.0
79,#1,notj,XeSXhCfPVo,973.0,-27.0
80,#9,MS,5qVbrQw2gS,831.0,81.0
80,#7,wind,tW-v9f49vQ,445.0,-55.0
80,#5,alex,6_sDk2RBW8,812.0,62.0
80,#4,Solstice,VE6CjkevP7,1230.0,-1270.0
80,#3,g,ZLzUxKGvQY,918.0,-332.0
80,#2,AndrewE8,ychRcKVV_K,957.0,457.0
80,#1,notj,XeSXhCfPVo,993.0,-7.0
81,#9,MS,5qVbrQw2gS,816.0,66.0
81,#7,wind,tW-v9f49vQ,445.0,-55.0
81,#5,alex,6_sDk2RBW8,807.0,57.0
81,#4,Solstice,VE6CjkevP7,1228.0,-1272.0
81,#3,g,ZLzUxKGvQY,918.0,-332.0
81,#2,AndrewE8,ychRcKVV_K,957.0,457.0
81,#1,notj,XeSXhCfPVo,1015.0,15.0
82,#9,MS,5qVbrQw2gS,816.0,66.0
82,#7,wind,tW-v9f49vQ,460.0,-40.0
82,#5,alex,6_sDk2RBW8,792.0,42.0
82,#4,Solstice,VE6CjkevP7,1228.0,-1272.0
82,#3,g,ZLzUxKGvQY,918.0,-332.0
82,#2,AndrewE8,ychRcKVV_K,957.0,457.0
82,#10,DPolkPN,IaIW3olpE5,1000.0,0.0
82,#1,notj,XeSXhCfPVo,1015.0,15.0
83,#9,MS,5qVbrQw2gS,811.0,61.0
83,#7,wind,tW-v9f49vQ,458.0,-42.0
83,#5,alex,6_sDk2RBW8,792.0,42.0
83,#4,Solstice,VE6CjkevP7,1448.0,-1052.0
83,#3,g,ZLzUxKGvQY,765.0,-485.0
83,#2,AndrewE8,ychRcKVV_K,897.0,397.0
83,#10,DPolkPN,IaIW3olpE5,1000.0,0.0
83,#1,notj,XeSXhCfPVo,1015.0,15.0
84,#9,MS,5qVbrQw2gS,809.0,59.0
84,#7,wind,tW-v9f49vQ,458.0,-42.0
84,#5,alex,6_sDk2RBW8,792.0,42.0
84,#4,Solstice,VE6CjkevP7,1448.0,-1052.0
84,#3,g,ZLzUxKGvQY,772.0,-478.0
84,#2,AndrewE8,ychRcKVV_K,897.0,397.0
84,#10,DPolkPN,IaIW3olpE5,995.0,-5.0
84,#1,notj,XeSXhCfPVo,1015.0,15.0
85,#9,MS,5qVbrQw2gS,794.0,44.0
85,#7,wind,tW-v9f49vQ,458.0,-42.0
85,#5,alex,6_sDk2RBW8,792.0,42.0
85,#4,Solstice,VE6CjkevP7,1448.0,-1052.0
85,#3,g,ZLzUxKGvQY,1272.0,-478.0
85,#2,AndrewE8,ychRcKVV_K,897.0,397.0
85,#10,DPolkPN,IaIW3olpE5,1070.0,70.0
85,#1,notj,XeSXhCfPVo,955.0,-45.0
86,#9,MS,5qVbrQw2gS,794.0,44.0
86,#7,wind,tW-v9f49vQ,458.0,-42.0
86,#5,alex,6_sDk2RBW8,792.0,42.0
86,#4,Solstice,VE6CjkevP7,1448.0,-1052.0
86,#3,g,ZLzUxKGvQY,1272.0,-478.0
86,#2,AndrewE8,ychRcKVV_K,892.0,392.0
86,#10,DPolkPN,IaIW3olpE5,1077.0,77.0
86,#1,notj,XeSXhCfPVo,953.0,-47.0
87,#9,MS,5qVbrQw2gS,614.0,-136.0
87,#7,wind,tW-v9f49vQ,444.0,-56.0
87,#5,alex,6_sDk2RBW8,792.0,42.0
87,#4,Solstice,VE6CjkevP7,1448.0,-1052.0
87,#3,g,ZLzUxKGvQY,1267.0,-483.0
87,#2,AndrewE8,ychRcKVV_K,890.0,390.0
87,#10,DPolkPN,IaIW3olpE5,1077.0,77.0
87,#1,notj,XeSXhCfPVo,1154.0,154.0
87,-1,AndrewE8,ychRcKVV_K,739.0,239.0
88,#9,MS,5qVbrQw2gS,602.0,-148.0
88,#7,wind,tW-v9f49vQ,444.0,-56.0
88,#5,alex,6_sDk2RBW8,780.0,30.0
88,#4,Solstice,VE6CjkevP7,1625.0,-875.0
88,#3,g,ZLzUxKGvQY,1265.0,-485.0
88,#10,DPolkPN,IaIW3olpE5,1077.0,77.0
88,#1,notj,XeSXhCfPVo,1154.0,154.0
89,#9,MS,5qVbrQw2gS,602.0,-148.0
89,#7,wind,tW-v9f49vQ,444.0,-56.0
89,#5,alex,6_sDk2RBW8,775.0,25.0
89,#4,Solstice,VE6CjkevP7,1623.0,-877.0
89,#3,g,ZLzUxKGvQY,1272.0,-478.0
89,#10,DPolkPN,IaIW3olpE5,1077.0,77.0
89,#1,notj,XeSXhCfPVo,1154.0,154.0
90,#9,MS,5qVbrQw2gS,602.0,-148.0
90,#7,wind,tW-v9f49vQ,430.0,-70.0
90,#5,alex,6_sDk2RBW8,773.0,23.0
90,#4,Solstice,VE6CjkevP7,1623.0,-877.0
90,#3,g,ZLzUxKGvQY,1288.0,-462.0
90,#10,DPolkPN,IaIW3olpE5,1077.0,77.0
90,#1,notj,XeSXhCfPVo,1154.0,154.0
91,#9,MS,5qVbrQw2gS,604.0,-146.0
91,#7,wind,tW-v9f49vQ,428.0,-72.0
91,#5,alex,6_sDk2RBW8,773.0,23.0
91,#4,Solstice,VE6CjkevP7,1623.0,-877.0
91,#3,g,ZLzUxKGvQY,1288.0,-462.0
91,#10,DPolkPN,IaIW3olpE5,1077.0,77.0
91,#1,notj,XeSXhCfPVo,1154.0,154.0
92,#9,MS,5qVbrQw2gS,602.0,-148.0
92,#7,wind,tW-v9f49vQ,428.0,-72.0
92,#5,alex,6_sDk2RBW8,773.0,23.0
92,#4,Solstice,VE6CjkevP7,1623.0,-877.0
92,#3,g,ZLzUxKGvQY,1289.0,-461.0
92,#10,DPolkPN,IaIW3olpE5,1078.0,78.0
92,#1,notj,XeSXhCfPVo,1154.0,154.0
93,#9,MS,5qVbrQw2gS,602.0,-148.0
93,#7,wind,tW-v9f49vQ,428.0,-72.0
93,#5,alex,6_sDk2RBW8,780.0,30.0
93,#4,Solstice,VE6CjkevP7,1623.0,-877.0
93,#3,g,ZLzUxKGvQY,1289.0,-461.0
93,#10,DPolkPN,IaIW3olpE5,1076.0,76.0
93,#1,notj,XeSXhCfPVo,1149.0,149.0
93,-1,AndrewE8,ychRcKVV_K,739.0,239.0
94,#9,MS,5qVbrQw2gS,602.0,-148.0
94,#7,wind,tW-v9f49vQ,398.0,-102.0
94,#5,alex,6_sDk2RBW8,780.0,30.0
94,#4,Solstice,VE6CjkevP7,1865.0,-635.0
94,#3,g,ZLzUxKGvQY,1079.0,-671.0
94,#10,DPolkPN,IaIW3olpE5,1076.0,76.0
94,#1,notj,XeSXhCfPVo,1147.0,147.0
95,#9,MS,5qVbrQw2gS,602.0,-148.0
95,#7,wind,tW-v9f49vQ,384.0,-116.0
95,#5,alex,6_sDk2RBW8,780.0,30.0
95,#4,Solstice,VE6CjkevP7,1851.0,-649.0
95,#3,g,ZLzUxKGvQY,1023.0,-727.0
95,#2,Jan,VC9j-XZw14,500.0,0.0
95,#10,DPolkPN,IaIW3olpE5,1076.0,76.0
95,#1,notj,XeSXhCfPVo,1231.0,231.0
96,#9,MS,5qVbrQw2gS,602.0,-148.0
96,#7,wind,tW-v9f49vQ,353.0,-147.0
96,#5,alex,6_sDk2RBW8,775.0,25.0
96,#4,Solstice,VE6CjkevP7,1849.0,-651.0
96,#3,g,ZLzUxKGvQY,1061.0,-689.0
96,#2,Jan,VC9j-XZw14,500.0,0.0
96,#10,DPolkPN,IaIW3olpE5,1076.0,76.0
96,#1,notj,XeSXhCfPVo,1231.0,231.0
97,#9,MS,5qVbrQw2gS,602.0,-148.0
97,#7,wind,tW-v9f49vQ,348.0,-152.0
97,#5,alex,6_sDk2RBW8,842.0,92.0
97,#4,Solstice,VE6CjkevP7,1849.0,-651.0
97,#3,g,ZLzUxKGvQY,1061.0,-689.0
97,#2,Jan,VC9j-XZw14,453.0,-47.0
97,#10,DPolkPN,IaIW3olpE5,1061.0,61.0
97,#1,notj,XeSXhCfPVo,1231.0,231.0
98,#9,MS,5qVbrQw2gS,646.0,-104.0
98,#7,wind,tW-v9f49vQ,346.0,-154.0
98,#5,alex,6_sDk2RBW8,810.0,60.0
98,#4,Solstice,VE6CjkevP7,1839.0,-661.0
98,#3,g,ZLzUxKGvQY,1061.0,-689.0
98,#2,Jan,VC9j-XZw14,453.0,-47.0
98,#10,DPolkPN,IaIW3olpE5,1061.0,61.0
98,#1,notj,XeSXhCfPVo,1231.0,231.0
99,#9,MS,5qVbrQw2gS,644.0,-106.0
99,#7,wind,tW-v9f49vQ,346.0,-154.0
99,#5,alex,6_sDk2RBW8,810.0,60.0
99,#4,Solstice,VE6CjkevP7,1839.0,-661.0
99,#3,g,ZLzUxKGvQY,2129.0,379.0
99,#2,Jan,VC9j-XZw14,453.0,-47.0
99,#10,DPolkPN,IaIW3olpE5,1056.0,56.0
99,#1,notj,XeSXhCfPVo,170.0,-830.0
100,#9,MS,5qVbrQw2gS,644.0,-106.0
100,#7,wind,tW-v9f49vQ,336.0,-164.0
100,#5,alex,6_sDk2RBW8,800.0,50.0
100,#4,Solstice,VE6CjkevP7,1879.0,-621.0
100,#3,g,ZLzUxKGvQY,2129.0,379.0
100,#2,Jan,VC9j-XZw14,453.0,-47.0
100,#10,DPolkPN,IaIW3olpE5,1046.0,46.0
100,#1,notj,XeSXhCfPVo,160.0,-840.0
101,#9,MS,5qVbrQw2gS,644.0,-106.0
101,#7,wind,tW-v9f49vQ,686.0,186.0
101,#5,alex,6_sDk2RBW8,788.0,38.0
101,#4,Solstice,VE6CjkevP7,1879.0,-621.0
101,#3,g,ZLzUxKGvQY,2129.0,379.0
101,#2,Jan,VC9j-XZw14,117.0,-383.0
101,#10,DPolkPN,IaIW3olpE5,1046.0,46.0
101,#1,notj,XeSXhCfPVo,1158.0,-842.0
102,#9,MS,5qVbrQw2gS,644.0,-106.0
102,#7,wind,tW-v9f49vQ,686.0,186.0
102,#5,alex,6_sDk2RBW8,788.0,38.0
102,#4,Solstice,VE6CjkevP7,1879.0,-621.0
102,#3,g,ZLzUxKGvQY,2124.0,374.0
102,#2,Jan,VC9j-XZw14,615.0,-385.0
102,#10,DPolkPN,IaIW3olpE5,1046.0,46.0
102,#1,notj,XeSXhCfPVo,1165.0,-835.0
103,#9,MS,5qVbrQw2gS,644.0,-106.0
103,#7,wind,tW-v9f49vQ,686.0,186.0
103,#5,alex,6_sDk2RBW8,777.0,27.0
103,#4,Solstice,VE6CjkevP7,1786.0,-714.0
103,#3,g,ZLzUxKGvQY,2228.0,478.0
103,#2,Jan,VC9j-XZw14,615.0,-385.0
103,#10,DPolkPN,IaIW3olpE5,1046.0,46.0
103,#1,notj,XeSXhCfPVo,1165.0,-835.0
104,#9,MS,5qVbrQw2gS,644.0,-106.0
104,#7,wind,tW-v9f49vQ,693.0,193.0
104,#5,alex,6_sDk2RBW8,772.0,22.0
104,#4,Solstice,VE6CjkevP7,1784.0,-716.0
104,#3,g,ZLzUxKGvQY,2228.0,478.0
104,#2,Jan,VC9j-XZw14,615.0,-385.0
104,#10,DPolkPN,IaIW3olpE5,1046.0,46.0
104,#1,notj,XeSXhCfPVo,1165.0,-835.0
105,#9,MS,5qVbrQw2gS,644.0,-106.0
105,#7,wind,tW-v9f49vQ,688.0,188.0
105,#5,alex,6_sDk2RBW8,770.0,20.0
105,#4,Solstice,VE6CjkevP7,1769.0,-731.0
105,#3,g,ZLzUxKGvQY,2679.0,929.0
105,#2,Jan,VC9j-XZw14,615.0,-385.0
105,#10,DPolkPN,IaIW3olpE5,1046.0,46.0
105,#1,notj,XeSXhCfPVo,736.0,-1264.0
106,#9,MS,5qVbrQw2gS,634.0,-116.0
106,#7,wind,tW-v9f49vQ,686.0,186.0
106,#5,alex,6_sDk2RBW8,770.0,20.0
106,#4,Solstice,VE6CjkevP7,1781.0,-719.0
106,#3,g,ZLzUxKGvQY,2679.0,929.0
106,#2,Jan,VC9j-XZw14,615.0,-385.0
106,#10,DPolkPN,IaIW3olpE5,1046.0,46.0
106,#1,notj,XeSXhCfPVo,736.0,-1264.0
107,#9,MS,5qVbrQw2gS,632.0,-118.0
107,#7,wind,tW-v9f49vQ,686.0,186.0
107,#5,alex,6_sDk2RBW8,770.0,20.0
107,#4,Solstice,VE6CjkevP7,1760.0,-740.0
107,#3,g,ZLzUxKGvQY,2679.0,929.0
107,#2,Jan,VC9j-XZw14,615.0,-385.0
107,#10,DPolkPN,IaIW3olpE5,1069.0,69.0
107,#1,notj,XeSXhCfPVo,736.0,-1264.0
107,-1,MS,5qVbrQw2gS,632.0,-118.0
108,#7,wind,tW-v9f49vQ,1374.0,874.0
108,#5,alex,6_sDk2RBW8,770.0,20.0
108,#4,Solstice,VE6CjkevP7,1760.0,-740.0
108,#3,g,ZLzUxKGvQY,2679.0,929.0
108,#2,Jan,VC9j-XZw14,615.0,-385.0
108,#10,DPolkPN,IaIW3olpE5,1067.0,67.0
108,#1,notj,XeSXhCfPVo,50.0,-1950.0
108,-1,alex,6_sDk2RBW8,770.0,20.0
109,#7,wind,tW-v9f49vQ,1374.0,874.0
109,#4,Solstice,VE6CjkevP7,1760.0,-740.0
109,#3,g,ZLzUxKGvQY,2674.0,924.0
109,#2,Jan,VC9j-XZw14,622.0,-378.0
109,#10,DPolkPN,IaIW3olpE5,1067.0,67.0
109,#1,notj,XeSXhCfPVo,48.0,-1952.0
110,#7,wind,tW-v9f49vQ,1374.0,874.0
110,#4,Solstice,VE6CjkevP7,1760.0,-740.0
110,#3,g,ZLzUxKGvQY,2669.0,919.0
110,#2,Jan,VC9j-XZw14,620.0,-380.0
110,#10,DPolkPN,IaIW3olpE5,1067.0,67.0
110,#1,notj,XeSXhCfPVo,55.0,-1945.0
110,-1,notj,XeSXhCfPVo,0.0,-2000.0
111,#7,wind,tW-v9f49vQ,1374.0,874.0
111,#4,Solstice,VE6CjkevP7,1755.0,-745.0
111,#3,g,ZLzUxKGvQY,2744.0,994.0
111,#2,Jan,VC9j-XZw14,620.0,-380.0
111,#10,DPolkPN,IaIW3olpE5,1052.0,52.0
112,#7,wind,tW-v9f49vQ,1494.0,994.0
112,#4,Solstice,VE6CjkevP7,1635.0,-865.0
112,#3,g,ZLzUxKGvQY,2744.0,994.0
112,#2,Jan,VC9j-XZw14,620.0,-380.0
112,#10,DPolkPN,IaIW3olpE5,1052.0,52.0
113,#7,wind,tW-v9f49vQ,1492.0,992.0
113,#5,notj,XeSXhCfPVo,1000.0,-2000.0
113,#4,Solstice,VE6CjkevP7,1496.0,-1004.0
113,#3,g,ZLzUxKGvQY,2744.0,994.0
113,#2,Jan,VC9j-XZw14,620.0,-380.0
113,#10,DPolkPN,IaIW3olpE5,1193.0,193.0
114,#7,wind,tW-v9f49vQ,1492.0,992.0
114,#5,notj,XeSXhCfPVo,1000.0,-2000.0
114,#4,Solstice,VE6CjkevP7,1496.0,-1004.0
114,#3,g,ZLzUxKGvQY,2785.0,1035.0
114,#2,Jan,VC9j-XZw14,615.0,-385.0
114,#10,DPolkPN,IaIW3olpE5,1157.0,157.0
115,#7,wind,tW-v9f49vQ,1492.0,992.0
115,#5,notj,XeSXhCfPVo,1049.0,-1951.0
115,#4,Solstice,VE6CjkevP7,1496.0,-1004.0
115,#3,g,ZLzUxKGvQY,2738.0,988.0
115,#2,Jan,VC9j-XZw14,613.0,-387.0
115,#10,DPolkPN,IaIW3olpE5,1157.0,157.0
116,#9,MS,5qVbrQw2gS,632.0,-118.0
116,#7,wind,tW-v9f49vQ,1523.0,1023.0
116,#5,notj,XeSXhCfPVo,1049.0,-1951.0
116,#4,Solstice,VE6CjkevP7,1467.0,-1033.0
116,#3,g,ZLzUxKGvQY,2736.0,986.0
116,#2,Jan,VC9j-XZw14,613.0,-387.0
116,#10,DPolkPN,IaIW3olpE5,1157.0,157.0
116,-1,notj,XeSXhCfPVo,1044.0,-1956.0
117,#9,MS,5qVbrQw2gS,606.0,-144.0
117,#7,wind,tW-v9f49vQ,1523.0,1023.0
117,#4,Solstice,VE6CjkevP7,1465.0,-1035.0
117,#3,g,ZLzUxKGvQY,2769.0,1019.0
117,#2,Jan,VC9j-XZw14,613.0,-387.0
117,#10,DPolkPN,IaIW3olpE5,1157.0,157.0
118,#9,MS,5qVbrQw2gS,606.0,-144.0
118,#7,wind,tW-v9f49vQ,1523.0,1023.0
118,#4,Solstice,VE6CjkevP7,1465.0,-1035.0
118,#3,g,ZLzUxKGvQY,2769.0,1019.0
118,#2,Jan,VC9j-XZw14,613.0,-387.0
118,#10,DPolkPN,IaIW3olpE5,1157.0,157.0
119,#9,MS,5qVbrQw2gS,589.0,-161.0
119,#7,wind,tW-v9f49vQ,1373.0,873.0
119,#5,notj,XeSXhCfPVo,1044.0,-1956.0
119,#4,Solstice,VE6CjkevP7,1465.0,-1035.0
119,#3,g,ZLzUxKGvQY,2936.0,1186.0
119,#2,Jan,VC9j-XZw14,613.0,-387.0
119,#10,DPolkPN,IaIW3olpE5,1157.0,157.0
119,#1,yk,5E5O7Qwd9-,500.0,0.0
120,#9,MS,5qVbrQw2gS,587.0,-163.0
120,#7,wind,tW-v9f49vQ,1373.0,873.0
120,#5,notj,XeSXhCfPVo,1051.0,-1949.0
120,#4,Solstice,VE6CjkevP7,1465.0,-1035.0
120,#3,g,ZLzUxKGvQY,2936.0,1186.0
120,#2,Jan,VC9j-XZw14,613.0,-387.0
120,#10,DPolkPN,IaIW3olpE5,1152.0,152.0
120,#1,yk,5E5O7Qwd9-,500.0,0.0
121,#9,MS,5qVbrQw2gS,1234.0,484.0
121,#7,wind,tW-v9f49vQ,1373.0,873.0
121,#5,notj,XeSXhCfPVo,1051.0,-1949.0
121,#4,Solstice,VE6CjkevP7,1465.0,-1035.0
121,#3,g,ZLzUxKGvQY,2936.0,1186.0
121,#2,Jan,VC9j-XZw14,613.0,-387.0
121,#10,DPolkPN,IaIW3olpE5,565.0,-435.0
121,#1,yk,5E5O7Qwd9-,440.0,-60.0
122,#9,MS,5qVbrQw2gS,1234.0,484.0
122,#7,wind,tW-v9f49vQ,1356.0,856.0
122,#5,notj,XeSXhCfPVo,1051.0,-1949.0
122,#4,Solstice,VE6CjkevP7,1465.0,-1035.0
122,#3,g,ZLzUxKGvQY,2972.0,1222.0
122,#2,Jan,VC9j-XZw14,596.0,-404.0
122,#10,DPolkPN,IaIW3olpE5,565.0,-435.0
122,#1,yk,5E5O7Qwd9-,438.0,-62.0
123,#9,MS,5qVbrQw2gS,1234.0,484.0
123,#7,wind,tW-v9f49vQ,1356.0,856.0
123,#5,notj,XeSXhCfPVo,1051.0,-1949.0
123,#4,Solstice,VE6CjkevP7,1465.0,-1035.0
123,#3,g,ZLzUxKGvQY,2974.0,1224.0
123,#2,Jan,VC9j-XZw14,594.0,-406.0
123,#10,DPolkPN,IaIW3olpE5,565.0,-435.0
123,#1,yk,5E5O7Qwd9-,438.0,-62.0
124,#9,MS,5qVbrQw2gS,1234.0,484.0
124,#7,wind,tW-v9f49vQ,1356.0,856.0
124,#5,notj,XeSXhCfPVo,1051.0,-1949.0
124,#4,Solstice,VE6CjkevP7,1580.0,-920.0
124,#3,g,ZLzUxKGvQY,2959.0,1209.0
124,#2,Jan,VC9j-XZw14,594.0,-406.0
124,#10,DPolkPN,IaIW3olpE5,550.0,-450.0
124,#1,yk,5E5O7Qwd9-,353.0,-147.0
125,#9,MS,5qVbrQw2gS,1234.0,484.0
125,#7,wind,tW-v9f49vQ,1356.0,856.0
125,#5,notj,XeSXhCfPVo,1053.0,-1947.0
125,#4,Solstice,VE6CjkevP7,1578.0,-922.0
125,#3,g,ZLzUxKGvQY,2959.0,1209.0
125,#2,Jan,VC9j-XZw14,594.0,-406.0
125,#10,DPolkPN,IaIW3olpE5,550.0,-450.0
125,#1,yk,5E5O7Qwd9-,353.0,-147.0
126,#9,MS,5qVbrQw2gS,1234.0,484.0
126,#7,wind,tW-v9f49vQ,1351.0,851.0
126,#5,notj,XeSXhCfPVo,1051.0,-1949.0
126,#4,Solstice,VE6CjkevP7,1578.0,-922.0
126,#3,g,ZLzUxKGvQY,3013.0,1263.0
126,#2,Jan,VC9j-XZw14,594.0,-406.0
126,#10,DPolkPN,IaIW3olpE5,550.0,-450.0
126,#1,yk,5E5O7Qwd9-,306.0,-194.0
127,#9,MS,5qVbrQw2gS,1207.0,457.0
127,#7,wind,tW-v9f49vQ,1349.0,849.0
127,#5,notj,XeSXhCfPVo,1051.0,-1949.0
127,#4,Solstice,VE6CjkevP7,1578.0,-922.0
127,#3,g,ZLzUxKGvQY,3042.0,1292.0
127,#2,Jan,VC9j-XZw14,594.0,-406.0
127,#10,DPolkPN,IaIW3olpE5,550.0,-450.0
127,#1,yk,5E5O7Qwd9-,306.0,-194.0
128,#9,MS,5qVbrQw2gS,1192.0,442.0
128,#7,wind,tW-v9f49vQ,1349.0,849.0
128,#5,notj,XeSXhCfPVo,1051.0,-1949.0
128,#4,Solstice,VE6CjkevP7,1578.0,-922.0
128,#3,g,ZLzUxKGvQY,3042.0,1292.0
128,#2,Jan,VC9j-XZw14,594.0,-406.0
128,#10,DPolkPN,IaIW3olpE5,565.0,-435.0
128,#1,yk,5E5O7Qwd9-,306.0,-194.0
129,#9,MS,5qVbrQw2gS,1144.0,394.0
129,#7,wind,tW-v9f49vQ,1331.0,831.0
129,#5,notj,XeSXhCfPVo,1124.0,-1876.0
129,#4,Solstice,VE6CjkevP7,1578.0,-922.0
129,#3,g,ZLzUxKGvQY,3042.0,1292.0
129,#2,Jan,VC9j-XZw14,594.0,-406.0
129,#10,DPolkPN,IaIW3olpE5,563.0,-437.0
129,#1,yk,5E5O7Qwd9-,301.0,-199.0
130,#9,MS,5qVbrQw2gS,1072.0,322.0
130,#7,wind,tW-v9f49vQ,1331.0,831.0
130,#5,notj,XeSXhCfPVo,1267.0,-1733.0
130,#4,Solstice,VE6CjkevP7,1546.0,-954.0
130,#3,g,ZLzUxKGvQY,3010.0,1260.0
130,#2,Jan,VC9j-XZw14,589.0,-411.0
130,#10,DPolkPN,IaIW3olpE5,563.0,-437.0
130,#1,yk,5E5O7Qwd9-,299.0,-201.0
131,#9,MS,5qVbrQw2gS,1072.0,322.0
131,#7,wind,tW-v9f49vQ,1347.0,847.0
131,#5,notj,XeSXhCfPVo,1267.0,-1733.0
131,#4,Solstice,VE6CjkevP7,1546.0,-954.0
131,#3,g,ZLzUxKGvQY,2996.0,1246.0
131,#2,Jan,VC9j-XZw14,587.0,-413.0
131,#10,DPolkPN,IaIW3olpE5,563.0,-437.0
131,#1,yk,5E5O7Qwd9-,299.0,-201.0
132,#9,MS,5qVbrQw2gS,1072.0,322.0
132,#7,wind,tW-v9f49vQ,1347.0,847.0
132,#5,notj,XeSXhCfPVo,1267.0,-1733.0
132,#4,Solstice,VE6CjkevP7,1515.0,-985.0
132,#3,g,ZLzUxKGvQY,2994.0,1244.0
132,#2,Jan,VC9j-XZw14,587.0,-413.0
132,#10,DPolkPN,IaIW3olpE5,596.0,-404.0
132,#1,yk,5E5O7Qwd9-,299.0,-201.0
133,#9,MS,5qVbrQw2gS,1072.0,322.0
133,#7,wind,tW-v9f49vQ,1347.0,847.0
133,#5,notj,XeSXhCfPVo,1262.0,-1738.0
133,#4,Solstice,VE6CjkevP7,1572.0,-928.0
133,#3,g,ZLzUxKGvQY,2942.0,1192.0
133,#2,Jan,VC9j-XZw14,587.0,-413.0
133,#10,DPolkPN,IaIW3olpE5,596.0,-404.0
133,#1,yk,5E5O7Qwd9-,299.0,-201.0
134,#9,MS,5qVbrQw2gS,1072.0,322.0
134,#7,wind,tW-v9f49vQ,1342.0,842.0
134,#5,notj,XeSXhCfPVo,1260.0,-1740.0
134,#4,Solstice,VE6CjkevP7,1572.0,-928.0
134,#3,g,ZLzUxKGvQY,2942.0,1192.0
134,#2,Jan,VC9j-XZw14,587.0,-413.0
134,#10,DPolkPN,IaIW3olpE5,596.0,-404.0
134,#1,yk,5E5O7Qwd9-,306.0,-194.0
135,#9,MS,5qVbrQw2gS,1104.0,354.0
135,#7,wind,tW-v9f49vQ,1340.0,840.0
135,#5,notj,XeSXhCfPVo,1260.0,-1740.0
