entry,at,order
"""danny @ QEiqSPfMIP"" raises to 1.50",2024-11-09T23:20:37.815Z,173119443781500
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T23:20:34.586Z,173119443458600
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T23:20:33.594Z,173119443359400
"""viraj_ @ YmShrM13Jx"" posts a big blind of 0.50",2024-11-09T23:20:32.112Z,173119443211210
"""ctol @ X93DxS7PK6"" posts a small blind of 0.25",2024-11-09T23:20:32.112Z,173119443211209
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (114.50) | #3 ""Ty @ 8bvVQ3MsC9"" (98.46) | #4 ""danny @ QEiqSPfMIP"" (112.20) | #6 ""pepper022 @ _jSGzxaBNG"" (64.87) | #7 ""jlacked @ tPtOktvqpi"" (136.90) | #8 ""ctol @ X93DxS7PK6"" (235.99) | #10 ""viraj_ @ YmShrM13Jx"" (230.26)",2024-11-09T23:20:32.112Z,173119443211201
"-- starting hand #276 (id: hzk3ptuo95sa)  (No Limit Texas Hold'em) (dealer: ""jlacked @ tPtOktvqpi"") --",2024-11-09T23:20:32.112Z,173119443211200
"""ctol @ X93DxS7PK6"" shows a 8♣, 3♣.",2024-11-09T23:20:30.278Z,173119443027800
"""jlacked @ tPtOktvqpi"" shows a 2♠, J♣.",2024-11-09T23:20:28.123Z,173119442812300
"-- ending hand #275 --",2024-11-09T23:20:27.780Z,173119442778002
"""ctol @ X93DxS7PK6"" collected 6.49 from pot",2024-11-09T23:20:27.780Z,173119442778001
"Uncalled bet of 4.75 returned to ""ctol @ X93DxS7PK6""",2024-11-09T23:20:27.780Z,173119442778000
"""danny @ QEiqSPfMIP"" folds",2024-11-09T23:20:26.965Z,173119442696500
"""ctol @ X93DxS7PK6"" bets 4.75",2024-11-09T23:20:22.319Z,173119442231900
"Turn: 4♣, J♦, 2♥ [9♣]",2024-11-09T23:20:14.286Z,173119441428600
"""ctol @ X93DxS7PK6"" calls 1.62",2024-11-09T23:20:13.478Z,173119441347800
"""danny @ QEiqSPfMIP"" bets 1.62",2024-11-09T23:20:10.650Z,173119441065000
"""ctol @ X93DxS7PK6"" checks",2024-11-09T23:20:07.237Z,173119440723700
"Flop:  [4♣, J♦, 2♥]",2024-11-09T23:20:06.640Z,173119440664000
"""ctol @ X93DxS7PK6"" calls 1.50",2024-11-09T23:20:05.750Z,173119440575000
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T23:20:03.150Z,173119440315000
"""pepper022 @ _jSGzxaBNG"" folds",2024-11-09T23:20:02.244Z,173119440224400
"""danny @ QEiqSPfMIP"" raises to 1.50",2024-11-09T23:20:01.335Z,173119440133500
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T23:19:55.835Z,173119439583500
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T23:19:54.916Z,173119439491600
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T23:19:53.984Z,173119439398400
"""ctol @ X93DxS7PK6"" posts a big blind of 0.50",2024-11-09T23:19:42.455Z,173119438245510
"""jlacked @ tPtOktvqpi"" posts a small blind of 0.25",2024-11-09T23:19:42.455Z,173119438245509
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (114.50) | #3 ""Ty @ 8bvVQ3MsC9"" (98.46) | #4 ""danny @ QEiqSPfMIP"" (115.32) | #6 ""pepper022 @ _jSGzxaBNG"" (64.87) | #7 ""jlacked @ tPtOktvqpi"" (137.15) | #8 ""ctol @ X93DxS7PK6"" (232.62) | #10 ""viraj_ @ YmShrM13Jx"" (230.26)",2024-11-09T23:19:42.455Z,173119438245501
"-- starting hand #275 (id: exe5xmgqwa7q)  (No Limit Texas Hold'em) (dealer: ""pepper022 @ _jSGzxaBNG"") --",2024-11-09T23:19:42.455Z,173119438245500
"""Ty @ 8bvVQ3MsC9"" shows a J♠.",2024-11-09T23:19:40.856Z,173119438085600
"""ctol @ X93DxS7PK6"" shows a 2♥, 5♠.",2024-11-09T23:19:38.645Z,173119437864500
"-- ending hand #274 --",2024-11-09T23:19:38.036Z,173119437803603
"""pepper022 @ _jSGzxaBNG"" shows a A♥, 8♥.",2024-11-09T23:19:38.036Z,173119437803602
"""viraj_ @ YmShrM13Jx"" collected 113.50 from pot with Pair, Q's (combination: Q♠, Q♥, J♣, 8♦, 5♣)",2024-11-09T23:19:38.036Z,173119437803601
"""viraj_ @ YmShrM13Jx"" shows a Q♠, Q♥.",2024-11-09T23:19:38.036Z,173119437803600
"""viraj_ @ YmShrM13Jx"" checks",2024-11-09T23:19:37.212Z,173119437721200
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:19:35.258Z,173119437525800
"River: 4♥, 8♦, J♣, 5♣ [2♦]",2024-11-09T23:19:34.448Z,173119437444800
"""pepper022 @ _jSGzxaBNG"" calls 30.00",2024-11-09T23:19:33.624Z,173119437362400
"""viraj_ @ YmShrM13Jx"" bets 30.00",2024-11-09T23:19:24.878Z,173119436487800
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:19:15.281Z,173119435528100
"Turn: 4♥, 8♦, J♣ [5♣]",2024-11-09T23:19:14.323Z,173119435432300
"""pepper022 @ _jSGzxaBNG"" calls 10.00",2024-11-09T23:19:13.516Z,173119435351600
"""viraj_ @ YmShrM13Jx"" bets 10.00",2024-11-09T23:19:12.176Z,173119435217600
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:19:06.451Z,173119434645100
"Flop:  [4♥, 8♦, J♣]",2024-11-09T23:19:05.173Z,173119434517300
"""pepper022 @ _jSGzxaBNG"" calls 15.00",2024-11-09T23:19:04.324Z,173119434432400
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T23:19:02.921Z,173119434292100
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T23:19:00.985Z,173119434098500
"""viraj_ @ YmShrM13Jx"" raises to 15.00",2024-11-09T23:18:59.213Z,173119433921300
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T23:18:56.860Z,173119433686000
"""pepper022 @ _jSGzxaBNG"" raises to 4.75",2024-11-09T23:18:55.993Z,173119433599300
"""danny @ QEiqSPfMIP"" folds",2024-11-09T23:18:53.588Z,173119433358800
"""Ty @ 8bvVQ3MsC9"" calls 1.50",2024-11-09T23:18:52.641Z,173119433264100
"""recahl @ 3JCqAOGicT"" calls 1.50",2024-11-09T23:18:50.840Z,173119433084000
"""viraj_ @ YmShrM13Jx"" raises to 1.50",2024-11-09T23:18:40.796Z,173119432079600
"""ctol @ X93DxS7PK6"" folds",2024-11-09T23:18:38.102Z,173119431810200
"""jlacked @ tPtOktvqpi"" posts a big blind of 0.50",2024-11-09T23:18:37.132Z,173119431713210
"""pepper022 @ _jSGzxaBNG"" posts a small blind of 0.25",2024-11-09T23:18:37.132Z,173119431713209
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (116.00) | #3 ""Ty @ 8bvVQ3MsC9"" (99.96) | #4 ""danny @ QEiqSPfMIP"" (115.32) | #6 ""pepper022 @ _jSGzxaBNG"" (119.87) | #7 ""jlacked @ tPtOktvqpi"" (137.65) | #8 ""ctol @ X93DxS7PK6"" (232.62) | #10 ""viraj_ @ YmShrM13Jx"" (171.76)",2024-11-09T23:18:37.132Z,173119431713201
"-- starting hand #274 (id: 2v50mk7kr5um)  (No Limit Texas Hold'em) (dead button) --",2024-11-09T23:18:37.132Z,173119431713200
"-- ending hand #273 --",2024-11-09T23:18:34.127Z,173119431412703
"""viraj_ @ YmShrM13Jx"" shows a J♠, A♠.",2024-11-09T23:18:34.127Z,173119431412702
"""Ty @ 8bvVQ3MsC9"" collected 99.96 from pot with Three of a Kind, 8's (combination: 8♠, 8♦, 8♥, J♣, 9♣)",2024-11-09T23:18:34.127Z,173119431412701
"""Ty @ 8bvVQ3MsC9"" shows a 8♠, 9♣.",2024-11-09T23:18:34.127Z,173119431412700
"""viraj_ @ YmShrM13Jx"" calls 25.48",2024-11-09T23:18:33.294Z,173119431329400
"""Ty @ 8bvVQ3MsC9"" bets 25.48 and go all in",2024-11-09T23:18:23.521Z,173119430352100
"""viraj_ @ YmShrM13Jx"" checks",2024-11-09T23:18:18.663Z,173119429866300
"River: 8♦, J♣, 8♥, 5♥ [7♥]",2024-11-09T23:18:15.110Z,173119429511000
"""ctol @ X93DxS7PK6"" folds",2024-11-09T23:18:14.271Z,173119429427100
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T23:18:13.370Z,173119429337000
"""pepper022 @ _jSGzxaBNG"" folds",2024-11-09T23:18:12.395Z,173119429239500
"""Ty @ 8bvVQ3MsC9"" calls 12.00",2024-11-09T23:18:05.101Z,173119428510100
"""viraj_ @ YmShrM13Jx"" bets 12.00",2024-11-09T23:18:00.163Z,173119428016300
"""ctol @ X93DxS7PK6"" checks",2024-11-09T23:17:52.590Z,173119427259000
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T23:17:49.098Z,173119426909800
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:17:48.194Z,173119426819400
"Turn: 8♦, J♣, 8♥ [5♥]",2024-11-09T23:17:47.147Z,173119426714700
"""Ty @ 8bvVQ3MsC9"" checks",2024-11-09T23:17:46.312Z,173119426631200
"""viraj_ @ YmShrM13Jx"" checks",2024-11-09T23:17:44.982Z,173119426498200
"""ctol @ X93DxS7PK6"" checks",2024-11-09T23:17:42.850Z,173119426285000
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T23:17:41.434Z,173119426143400
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:17:33.749Z,173119425374900
"Flop:  [8♦, J♣, 8♥]",2024-11-09T23:17:31.989Z,173119425198900
"""ctol @ X93DxS7PK6"" calls 5.00",2024-11-09T23:17:31.152Z,173119425115200
"""jlacked @ tPtOktvqpi"" calls 5.00",2024-11-09T23:17:21.335Z,173119424133500
"""pepper022 @ _jSGzxaBNG"" calls 5.00",2024-11-09T23:17:19.819Z,173119423981900
"""danny @ QEiqSPfMIP"" folds",2024-11-09T23:17:18.851Z,173119423885100
"""Ty @ 8bvVQ3MsC9"" calls 5.00",2024-11-09T23:17:17.928Z,173119423792800
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T23:17:12.007Z,173119423200700
"""viraj_ @ YmShrM13Jx"" raises to 5.00",2024-11-09T23:17:11.072Z,173119423107200
"""ctol @ X93DxS7PK6"" raises to 1.50",2024-11-09T23:17:07.510Z,173119422751000
"""jlacked @ tPtOktvqpi"" calls 0.50",2024-11-09T23:17:00.358Z,173119422035800
"""pepper022 @ _jSGzxaBNG"" posts a big blind of 0.50",2024-11-09T23:16:54.053Z,173119421405311
"Dead Small Blind",2024-11-09T23:16:54.053Z,173119421405310
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (116.00) | #3 ""Ty @ 8bvVQ3MsC9"" (42.48) | #4 ""danny @ QEiqSPfMIP"" (115.32) | #6 ""pepper022 @ _jSGzxaBNG"" (124.87) | #7 ""jlacked @ tPtOktvqpi"" (142.65) | #8 ""ctol @ X93DxS7PK6"" (237.62) | #10 ""viraj_ @ YmShrM13Jx"" (214.24)",2024-11-09T23:16:54.053Z,173119421405302
"-- starting hand #273 (id: rxth71qp9vxg)  (No Limit Texas Hold'em) (dealer: ""danny @ QEiqSPfMIP"") --",2024-11-09T23:16:54.053Z,173119421405301
"The player ""asdf @ TxZ0bz4guu"" quits the game with a stack of 0.00.",2024-11-09T23:16:54.053Z,173119421405300
"-- ending hand #272 --",2024-11-09T23:16:51.044Z,173119421104401
"""ctol @ X93DxS7PK6"" collected 162.74 from pot with Two Pair, Q's & 9's (combination: Q♦, Q♠, 9♥, 9♦, A♦)",2024-11-09T23:16:51.044Z,173119421104400
"River: 6♣, 9♥, 4♥, 9♦ [A♦]",2024-11-09T23:16:47.011Z,173119420701100
"""ctol @ X93DxS7PK6"" shows a Q♦, Q♠.",2024-11-09T23:16:42.992Z,173119420299201
"""asdf @ TxZ0bz4guu"" shows a 2♥, 7♠.",2024-11-09T23:16:42.992Z,173119420299200
"Some players choose to not run it twice.",2024-11-09T23:16:42.096Z,173119420209600
"""ctol @ X93DxS7PK6"" chooses to  run it twice.",2024-11-09T23:16:33.061Z,173119419306100
"Remaining players decide whether to run it twice.",2024-11-09T23:16:32.071Z,173119419207101
"""ctol @ X93DxS7PK6"" calls 51.12",2024-11-09T23:16:32.071Z,173119419207100
"""asdf @ TxZ0bz4guu"" bets 51.12 and go all in",2024-11-09T23:16:31.183Z,173119419118300
"Turn: 6♣, 9♥, 4♥ [9♦]",2024-11-09T23:16:23.477Z,173119418347700
"""ctol @ X93DxS7PK6"" calls 12.00",2024-11-09T23:16:22.627Z,173119418262700
"""asdf @ TxZ0bz4guu"" bets 12.00",2024-11-09T23:16:03.775Z,173119416377500
"Flop:  [6♣, 9♥, 4♥]",2024-11-09T23:15:45.873Z,173119414587300
"""ctol @ X93DxS7PK6"" calls 17.00",2024-11-09T23:15:45.010Z,173119414501000
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T23:15:30.103Z,173119413010300
"""pepper022 @ _jSGzxaBNG"" folds",2024-11-09T23:15:24.009Z,173119412400900
"""asdf @ TxZ0bz4guu"" raises to 17.00",2024-11-09T23:15:22.667Z,173119412266700
"""danny @ QEiqSPfMIP"" folds",2024-11-09T23:15:04.921Z,173119410492100
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T23:15:03.974Z,173119410397400
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T23:15:03.043Z,173119410304300
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T23:15:02.068Z,173119410206800
"""ctol @ X93DxS7PK6"" raises to 5.00",2024-11-09T23:14:57.470Z,173119409747000
"""jlacked @ tPtOktvqpi"" raises to 1.75",2024-11-09T23:14:50.504Z,173119409050400
"""pepper022 @ _jSGzxaBNG"" calls 0.50",2024-11-09T23:14:44.620Z,173119408462000
"""asdf @ TxZ0bz4guu"" posts a big blind of 0.50",2024-11-09T23:14:43.366Z,173119408336611
"""danny @ QEiqSPfMIP"" posts a small blind of 0.25",2024-11-09T23:14:43.366Z,173119408336610
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (116.00) | #3 ""Ty @ 8bvVQ3MsC9"" (42.48) | #4 ""danny @ QEiqSPfMIP"" (115.57) | #5 ""asdf @ TxZ0bz4guu"" (80.12) | #6 ""pepper022 @ _jSGzxaBNG"" (125.37) | #7 ""jlacked @ tPtOktvqpi"" (144.40) | #8 ""ctol @ X93DxS7PK6"" (155.00) | #10 ""viraj_ @ YmShrM13Jx"" (214.24)",2024-11-09T23:14:43.366Z,173119408336601
"-- starting hand #272 (id: jbnqzmki69pv)  (No Limit Texas Hold'em) (dealer: ""Ty @ 8bvVQ3MsC9"") --",2024-11-09T23:14:43.366Z,173119408336600
"""Ty @ 8bvVQ3MsC9"" shows a 4♣.",2024-11-09T23:14:40.634Z,173119408063400
"-- ending hand #271 --",2024-11-09T23:14:39.757Z,173119407975702
"""danny @ QEiqSPfMIP"" collected 3.00 from pot",2024-11-09T23:14:39.757Z,173119407975701
"Uncalled bet of 1.00 returned to ""danny @ QEiqSPfMIP""",2024-11-09T23:14:39.757Z,173119407975700
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T23:14:38.947Z,173119407894700
"""danny @ QEiqSPfMIP"" bets 1.00",2024-11-09T23:14:36.038Z,173119407603800
"""Ty @ 8bvVQ3MsC9"" checks",2024-11-09T23:14:33.401Z,173119407340100
"River: A♣, 9♦, 4♦, 5♠ [2♦]",2024-11-09T23:14:31.477Z,173119407147700
"""Ty @ 8bvVQ3MsC9"" calls 0.50",2024-11-09T23:14:30.660Z,173119407066000
"""danny @ QEiqSPfMIP"" bets 0.50",2024-11-09T23:14:29.298Z,173119406929800
"""Ty @ 8bvVQ3MsC9"" checks",2024-11-09T23:14:27.512Z,173119406751200
"Turn: A♣, 9♦, 4♦ [5♠]",2024-11-09T23:14:26.546Z,173119406654600
"""Ty @ 8bvVQ3MsC9"" calls 0.50",2024-11-09T23:14:25.681Z,173119406568100
"""danny @ QEiqSPfMIP"" bets 0.50",2024-11-09T23:14:24.142Z,173119406414200
"""Ty @ 8bvVQ3MsC9"" checks",2024-11-09T23:14:19.460Z,173119405946000
"Flop:  [A♣, 9♦, 4♦]",2024-11-09T23:14:17.338Z,173119405733800
"""danny @ QEiqSPfMIP"" checks",2024-11-09T23:14:16.524Z,173119405652400
"""Ty @ 8bvVQ3MsC9"" calls 0.50",2024-11-09T23:14:14.980Z,173119405498000
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T23:14:04.618Z,173119404461800
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T23:14:03.716Z,173119404371600
"""ctol @ X93DxS7PK6"" folds",2024-11-09T23:14:02.775Z,173119404277500
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T23:14:01.881Z,173119404188100
"""pepper022 @ _jSGzxaBNG"" folds",2024-11-09T23:14:00.912Z,173119404091200
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T23:13:59.930Z,173119403993000
"""danny @ QEiqSPfMIP"" posts a big blind of 0.50",2024-11-09T23:13:55.849Z,173119403584911
"""Ty @ 8bvVQ3MsC9"" posts a small blind of 0.25",2024-11-09T23:13:55.849Z,173119403584910
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (116.00) | #3 ""Ty @ 8bvVQ3MsC9"" (43.98) | #4 ""danny @ QEiqSPfMIP"" (114.07) | #5 ""asdf @ TxZ0bz4guu"" (80.12) | #6 ""pepper022 @ _jSGzxaBNG"" (125.37) | #7 ""jlacked @ tPtOktvqpi"" (144.40) | #8 ""ctol @ X93DxS7PK6"" (155.00) | #10 ""viraj_ @ YmShrM13Jx"" (214.24)",2024-11-09T23:13:55.849Z,173119403584901
"-- starting hand #271 (id: qtmx93pqj9er)  (No Limit Texas Hold'em) (dealer: ""recahl @ 3JCqAOGicT"") --",2024-11-09T23:13:55.849Z,173119403584900
"-- ending hand #270 --",2024-11-09T23:13:52.907Z,173119403290702
"""jlacked @ tPtOktvqpi"" collected 8.25 from pot",2024-11-09T23:13:52.907Z,173119403290701
"Uncalled bet of 4.00 returned to ""jlacked @ tPtOktvqpi""",2024-11-09T23:13:52.907Z,173119403290700
"""pepper022 @ _jSGzxaBNG"" folds",2024-11-09T23:13:52.097Z,173119403209700
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T23:13:50.925Z,173119403092500
"""jlacked @ tPtOktvqpi"" bets 4.00",2024-11-09T23:13:49.000Z,173119402900000
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:13:43.388Z,173119402338800
"Flop:  [8♦, 6♦, 3♦]",2024-11-09T23:13:40.826Z,173119402082600
"""jlacked @ tPtOktvqpi"" calls 2.50",2024-11-09T23:13:39.998Z,173119401999800
"""pepper022 @ _jSGzxaBNG"" calls 2.50",2024-11-09T23:13:36.920Z,173119401692000
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T23:13:35.981Z,173119401598100
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T23:13:35.040Z,173119401504000
"""viraj_ @ YmShrM13Jx"" raises to 2.50",2024-11-09T23:13:34.119Z,173119401411900
"""ctol @ X93DxS7PK6"" folds",2024-11-09T23:13:23.653Z,173119400365300
"""jlacked @ tPtOktvqpi"" calls 0.50",2024-11-09T23:13:22.725Z,173119400272500
"""pepper022 @ _jSGzxaBNG"" calls 0.50",2024-11-09T23:13:18.346Z,173119399834600
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T23:13:17.257Z,173119399725700
"""danny @ QEiqSPfMIP"" folds",2024-11-09T23:13:14.800Z,173119399480000
"""Ty @ 8bvVQ3MsC9"" posts a big blind of 0.50",2024-11-09T23:13:13.833Z,173119399383311
"""recahl @ 3JCqAOGicT"" posts a small blind of 0.25",2024-11-09T23:13:13.833Z,173119399383310
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (116.25) | #3 ""Ty @ 8bvVQ3MsC9"" (44.48) | #4 ""danny @ QEiqSPfMIP"" (114.07) | #5 ""asdf @ TxZ0bz4guu"" (80.12) | #6 ""pepper022 @ _jSGzxaBNG"" (127.87) | #7 ""jlacked @ tPtOktvqpi"" (138.65) | #8 ""ctol @ X93DxS7PK6"" (155.00) | #10 ""viraj_ @ YmShrM13Jx"" (216.74)",2024-11-09T23:13:13.833Z,173119399383301
"-- starting hand #270 (id: xp5rb8ja5ak5)  (No Limit Texas Hold'em) (dealer: ""viraj_ @ YmShrM13Jx"") --",2024-11-09T23:13:13.833Z,173119399383300
"""Ty @ 8bvVQ3MsC9"" shows a 8♠, 8♥.",2024-11-09T23:13:10.077Z,173119399007700
"""recahl @ 3JCqAOGicT"" shows a A♦, A♣.",2024-11-09T23:13:09.968Z,173119398996800
"""ctol @ X93DxS7PK6"" shows a K♦, 5♣.",2024-11-09T23:13:09.095Z,173119398909500
"-- ending hand #269 --",2024-11-09T23:13:08.775Z,173119398877502
"""recahl @ 3JCqAOGicT"" collected 65.75 from pot",2024-11-09T23:13:08.775Z,173119398877501
"Uncalled bet of 44.48 returned to ""recahl @ 3JCqAOGicT""",2024-11-09T23:13:08.775Z,173119398877500
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T23:13:07.915Z,173119398791500
"""recahl @ 3JCqAOGicT"" bets 44.48",2024-11-09T23:12:40.672Z,173119396067200
"River: 5♥, 5♠, 4♦, 6♦ [K♥]",2024-11-09T23:12:36.661Z,173119395666100
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T23:12:35.843Z,173119395584300
"""Ty @ 8bvVQ3MsC9"" calls 20.00",2024-11-09T23:12:34.332Z,173119395433200
"""recahl @ 3JCqAOGicT"" raises to 20.00",2024-11-09T23:12:26.381Z,173119394638100
"""jlacked @ tPtOktvqpi"" calls 7.50",2024-11-09T23:12:18.980Z,173119393898000
"""Ty @ 8bvVQ3MsC9"" bets 7.50",2024-11-09T23:12:18.061Z,173119393806100
"""recahl @ 3JCqAOGicT"" checks",2024-11-09T23:12:11.258Z,173119393125800
"Turn: 5♥, 5♠, 4♦ [6♦]",2024-11-09T23:12:08.733Z,173119392873300
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T23:12:07.906Z,173119392790600
"""Ty @ 8bvVQ3MsC9"" checks",2024-11-09T23:12:06.951Z,173119392695100
"""recahl @ 3JCqAOGicT"" checks",2024-11-09T23:12:03.774Z,173119392377400
"Flop:  [5♥, 5♠, 4♦]",2024-11-09T23:12:00.394Z,173119392039400
"""jlacked @ tPtOktvqpi"" calls 6.00",2024-11-09T23:11:59.572Z,173119391957200
"""Ty @ 8bvVQ3MsC9"" calls 6.00",2024-11-09T23:11:57.976Z,173119391797600
"""recahl @ 3JCqAOGicT"" raises to 6.00",2024-11-09T23:11:53.345Z,173119391334500
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T23:11:47.477Z,173119390747700
"""ctol @ X93DxS7PK6"" folds",2024-11-09T23:11:26.533Z,173119388653300
"""jlacked @ tPtOktvqpi"" calls 1.50",2024-11-09T23:11:25.637Z,173119388563700
"""pepper022 @ _jSGzxaBNG"" folds",2024-11-09T23:11:22.705Z,173119388270500
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T23:11:21.792Z,173119388179200
"""danny @ QEiqSPfMIP"" folds",2024-11-09T23:11:20.908Z,173119388090800
"""Ty @ 8bvVQ3MsC9"" raises to 1.50",2024-11-09T23:11:19.970Z,173119387997000
"""recahl @ 3JCqAOGicT"" posts a big blind of 0.50",2024-11-09T23:11:16.258Z,173119387625811
"""viraj_ @ YmShrM13Jx"" posts a small blind of 0.25",2024-11-09T23:11:16.258Z,173119387625810
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (76.50) | #3 ""Ty @ 8bvVQ3MsC9"" (70.48) | #4 ""danny @ QEiqSPfMIP"" (114.07) | #5 ""asdf @ TxZ0bz4guu"" (80.12) | #6 ""pepper022 @ _jSGzxaBNG"" (127.87) | #7 ""jlacked @ tPtOktvqpi"" (152.15) | #8 ""ctol @ X93DxS7PK6"" (155.00) | #10 ""viraj_ @ YmShrM13Jx"" (216.99)",2024-11-09T23:11:16.258Z,173119387625801
"-- starting hand #269 (id: wetvmhkt4fft)  (No Limit Texas Hold'em) (dealer: ""ctol @ X93DxS7PK6"") --",2024-11-09T23:11:16.258Z,173119387625800
"-- ending hand #268 --",2024-11-09T23:11:13.250Z,173119387325004
"""pepper022 @ _jSGzxaBNG"" shows a K♠, Q♦.",2024-11-09T23:11:13.250Z,173119387325003
"""ctol @ X93DxS7PK6"" shows a K♣, 8♦.",2024-11-09T23:11:13.250Z,173119387325002
"""jlacked @ tPtOktvqpi"" collected 5.00 from pot with Pair, 9's (combination: 9♠, 9♥, A♣, Q♥, 10♥)",2024-11-09T23:11:13.250Z,173119387325001
"""jlacked @ tPtOktvqpi"" shows a 9♠, Q♥.",2024-11-09T23:11:13.250Z,173119387325000
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T23:11:12.429Z,173119387242900
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:11:10.239Z,173119387023900
"""ctol @ X93DxS7PK6"" checks",2024-11-09T23:11:03.559Z,173119386355900
"River: 10♥, 7♣, 9♥, A♣ [2♣]",2024-11-09T23:11:02.110Z,173119386211000
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T23:11:01.277Z,173119386127700
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:10:58.966Z,173119385896600
"""ctol @ X93DxS7PK6"" checks",2024-11-09T23:10:56.709Z,173119385670900
"Turn: 10♥, 7♣, 9♥ [A♣]",2024-11-09T23:10:55.769Z,173119385576900
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T23:10:54.898Z,173119385489800
"""pepper022 @ _jSGzxaBNG"" checks",2024-11-09T23:10:50.680Z,173119385068000
"""ctol @ X93DxS7PK6"" checks",2024-11-09T23:10:48.635Z,173119384863500
"Flop:  [10♥, 7♣, 9♥]",2024-11-09T23:10:47.202Z,173119384720200
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T23:10:46.358Z,173119384635800
"""ctol @ X93DxS7PK6"" calls 1.50",2024-11-09T23:10:38.200Z,173119383820000
"""jlacked @ tPtOktvqpi"" calls 1.50",2024-11-09T23:10:33.995Z,173119383399500
"""pepper022 @ _jSGzxaBNG"" raises to 1.50",2024-11-09T23:10:32.236Z,173119383223600
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T23:10:29.116Z,173119382911600
"""danny @ QEiqSPfMIP"" folds",2024-11-09T23:10:26.615Z,173119382661500
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T23:10:25.707Z,173119382570700
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T23:10:24.787Z,173119382478700
"""viraj_ @ YmShrM13Jx"" posts a big blind of 0.50",2024-11-09T23:10:22.652Z,173119382265211
"""ctol @ X93DxS7PK6"" posts a small blind of 0.25",2024-11-09T23:10:22.652Z,173119382265210
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (76.50) | #3 ""Ty @ 8bvVQ3MsC9"" (70.48) | #4 ""danny @ QEiqSPfMIP"" (114.07) | #5 ""asdf @ TxZ0bz4guu"" (80.12) | #6 ""pepper022 @ _jSGzxaBNG"" (129.37) | #7 ""jlacked @ tPtOktvqpi"" (148.65) | #8 ""ctol @ X93DxS7PK6"" (156.50) | #10 ""viraj_ @ YmShrM13Jx"" (217.49)",2024-11-09T23:10:22.652Z,173119382265201
"-- starting hand #268 (id: 8iaidhpdnzgx)  (No Limit Texas Hold'em) (dealer: ""jlacked @ tPtOktvqpi"") --",2024-11-09T23:10:22.652Z,173119382265200
"-- ending hand #267 --",2024-11-09T23:10:19.649Z,173119381964902
