entry,at,order
"River: 9♠, 7♦, 4♦, 8♥ [J♥]",2024-11-09T22:58:45.456Z,173119312545600
"""recahl @ 3JCqAOGicT"" calls 15.00",2024-11-09T22:58:44.631Z,173119312463100
"""danny @ QEiqSPfMIP"" raises to 15.00",2024-11-09T22:58:40.908Z,173119312090800
"""recahl @ 3JCqAOGicT"" bets 4.50",2024-11-09T22:58:34.534Z,173119311453400
"""danny @ QEiqSPfMIP"" checks",2024-11-09T22:58:28.307Z,173119310830700
"Turn: 9♠, 7♦, 4♦ [8♥]",2024-11-09T22:58:27.337Z,173119310733700
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T22:58:26.513Z,173119310651300
"""danny @ QEiqSPfMIP"" calls 2.25",2024-11-09T22:58:25.414Z,173119310541400
"""recahl @ 3JCqAOGicT"" bets 2.25",2024-11-09T22:58:20.897Z,173119310089700
"""asdf @ TxZ0bz4guu"" checks",2024-11-09T22:58:18.257Z,173119309825700
"""danny @ QEiqSPfMIP"" checks",2024-11-09T22:58:17.361Z,173119309736100
"Flop:  [9♠, 7♦, 4♦]",2024-11-09T22:58:15.997Z,173119309599700
"""asdf @ TxZ0bz4guu"" calls 1.50",2024-11-09T22:58:15.125Z,173119309512500
"""danny @ QEiqSPfMIP"" calls 1.50",2024-11-09T22:58:10.810Z,173119309081000
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:58:07.694Z,173119308769400
"""recahl @ 3JCqAOGicT"" raises to 1.50",2024-11-09T22:58:06.745Z,173119308674500
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T22:58:04.133Z,173119308413300
"""Zhuu @ i0PavpB081"" folds",2024-11-09T22:58:02.102Z,173119308210200
"""ctol @ X93DxS7PK6"" folds",2024-11-09T22:57:57.124Z,173119307712400
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T22:57:55.810Z,173119307581000
"""asdf @ TxZ0bz4guu"" posts a big blind of 0.50",2024-11-09T22:57:54.359Z,173119307435911
"""danny @ QEiqSPfMIP"" posts a small blind of 0.25",2024-11-09T22:57:54.359Z,173119307435910
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (88.50) | #3 ""Ty @ 8bvVQ3MsC9"" (141.85) | #4 ""danny @ QEiqSPfMIP"" (82.32) | #5 ""asdf @ TxZ0bz4guu"" (81.37) | #7 ""jlacked @ tPtOktvqpi"" (160.15) | #8 ""ctol @ X93DxS7PK6"" (114.00) | #9 ""Zhuu @ i0PavpB081"" (415.26) | #10 ""viraj_ @ YmShrM13Jx"" (223.24)",2024-11-09T22:57:54.359Z,173119307435901
"-- starting hand #257 (id: umuz8fsyzc7m)  (No Limit Texas Hold'em) (dealer: ""Ty @ 8bvVQ3MsC9"") --",2024-11-09T22:57:54.359Z,173119307435900
"""jlacked @ tPtOktvqpi"" collected 10.50 from the 7-2 bounty",2024-11-09T22:57:51.431Z,173119307143107
"""viraj_ @ YmShrM13Jx"" paid 1.50 for the 7-2 bounty to ""jlacked @ tPtOktvqpi""",2024-11-09T22:57:51.431Z,173119307143106
"""ctol @ X93DxS7PK6"" paid 1.50 for the 7-2 bounty to ""jlacked @ tPtOktvqpi""",2024-11-09T22:57:51.431Z,173119307143105
"""recahl @ 3JCqAOGicT"" paid 1.50 for the 7-2 bounty to ""jlacked @ tPtOktvqpi""",2024-11-09T22:57:51.431Z,173119307143104
"""danny @ QEiqSPfMIP"" paid 1.50 for the 7-2 bounty to ""jlacked @ tPtOktvqpi""",2024-11-09T22:57:51.431Z,173119307143103
"""asdf @ TxZ0bz4guu"" paid 1.50 for the 7-2 bounty to ""jlacked @ tPtOktvqpi""",2024-11-09T22:57:51.431Z,173119307143102
"""Zhuu @ i0PavpB081"" paid 1.50 for the 7-2 bounty to ""jlacked @ tPtOktvqpi""",2024-11-09T22:57:51.431Z,173119307143101
"""Ty @ 8bvVQ3MsC9"" paid 1.50 for the 7-2 bounty to ""jlacked @ tPtOktvqpi""",2024-11-09T22:57:51.431Z,173119307143100
"""jlacked @ tPtOktvqpi"" shows a 7♦, 2♠.",2024-11-09T22:57:48.048Z,173119306804800
"-- ending hand #256 --",2024-11-09T22:57:47.828Z,173119306782802
"""jlacked @ tPtOktvqpi"" collected 1.25 from pot",2024-11-09T22:57:47.828Z,173119306782801
"Uncalled bet of 2.50 returned to ""jlacked @ tPtOktvqpi""",2024-11-09T22:57:47.828Z,173119306782800
"""danny @ QEiqSPfMIP"" folds",2024-11-09T22:57:47.008Z,173119306700800
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:57:46.044Z,173119306604400
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T22:57:45.127Z,173119306512700
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T22:57:44.183Z,173119306418300
"""Zhuu @ i0PavpB081"" folds",2024-11-09T22:57:32.318Z,173119305231800
"""ctol @ X93DxS7PK6"" folds",2024-11-09T22:57:29.408Z,173119304940800
"""jlacked @ tPtOktvqpi"" raises to 3.00",2024-11-09T22:57:27.525Z,173119304752500
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T22:57:22.264Z,173119304226400
"""danny @ QEiqSPfMIP"" posts a big blind of 0.50",2024-11-09T22:57:20.218Z,173119304021811
"""Ty @ 8bvVQ3MsC9"" posts a small blind of 0.25",2024-11-09T22:57:20.218Z,173119304021810
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (90.00) | #3 ""Ty @ 8bvVQ3MsC9"" (143.60) | #4 ""danny @ QEiqSPfMIP"" (84.32) | #5 ""asdf @ TxZ0bz4guu"" (82.87) | #7 ""jlacked @ tPtOktvqpi"" (148.90) | #8 ""ctol @ X93DxS7PK6"" (115.50) | #9 ""Zhuu @ i0PavpB081"" (416.76) | #10 ""viraj_ @ YmShrM13Jx"" (224.74)",2024-11-09T22:57:20.218Z,173119304021801
"-- starting hand #256 (id: m1c9rnelnwyt)  (No Limit Texas Hold'em) (dealer: ""recahl @ 3JCqAOGicT"") --",2024-11-09T22:57:20.218Z,173119304021800
"-- ending hand #255 --",2024-11-09T22:57:17.305Z,173119303730502
"""Zhuu @ i0PavpB081"" collected 19.50 from pot",2024-11-09T22:57:17.305Z,173119303730501
"Uncalled bet of 20.50 returned to ""Zhuu @ i0PavpB081""",2024-11-09T22:57:17.305Z,173119303730500
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T22:57:16.446Z,173119303644600
"""Zhuu @ i0PavpB081"" bets 20.50",2024-11-09T22:57:06.076Z,173119302607600
"""recahl @ 3JCqAOGicT"" checks",2024-11-09T22:56:51.969Z,173119301196900
"Turn: J♣, Q♦, 2♥ [4♦]",2024-11-09T22:56:48.792Z,173119300879200
"""Zhuu @ i0PavpB081"" calls 3.50",2024-11-09T22:56:47.953Z,173119300795300
"""recahl @ 3JCqAOGicT"" bets 3.50",2024-11-09T22:56:45.296Z,173119300529600
"Flop:  [J♣, Q♦, 2♥]",2024-11-09T22:56:41.133Z,173119300113300
"""Zhuu @ i0PavpB081"" calls 6.00",2024-11-09T22:56:40.287Z,173119300028700
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:56:34.472Z,173119299447200
"""recahl @ 3JCqAOGicT"" raises to 6.00",2024-11-09T22:56:33.075Z,173119299307500
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T22:56:30.554Z,173119299055400
"""Zhuu @ i0PavpB081"" raises to 1.75",2024-11-09T22:56:29.611Z,173119298961100
"""ctol @ X93DxS7PK6"" folds",2024-11-09T22:56:22.319Z,173119298231900
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T22:56:18.136Z,173119297813600
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T22:56:17.204Z,173119297720400
"""danny @ QEiqSPfMIP"" folds",2024-11-09T22:56:16.340Z,173119297634000
"""Ty @ 8bvVQ3MsC9"" posts a big blind of 0.50",2024-11-09T22:56:15.468Z,173119297546811
"""recahl @ 3JCqAOGicT"" posts a small blind of 0.25",2024-11-09T22:56:15.468Z,173119297546810
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (99.50) | #3 ""Ty @ 8bvVQ3MsC9"" (144.10) | #4 ""danny @ QEiqSPfMIP"" (84.32) | #5 ""asdf @ TxZ0bz4guu"" (82.87) | #7 ""jlacked @ tPtOktvqpi"" (148.90) | #8 ""ctol @ X93DxS7PK6"" (115.50) | #9 ""Zhuu @ i0PavpB081"" (406.76) | #10 ""viraj_ @ YmShrM13Jx"" (224.74)",2024-11-09T22:56:15.468Z,173119297546801
"-- starting hand #255 (id: 3rkg4pwlvhu3)  (No Limit Texas Hold'em) (dealer: ""viraj_ @ YmShrM13Jx"") --",2024-11-09T22:56:15.468Z,173119297546800
"-- ending hand #254 --",2024-11-09T22:56:12.542Z,173119297254202
"""ctol @ X93DxS7PK6"" collected 1.25 from pot",2024-11-09T22:56:12.542Z,173119297254201
"Uncalled bet of 1.50 returned to ""ctol @ X93DxS7PK6""",2024-11-09T22:56:12.542Z,173119297254200
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T22:56:11.713Z,173119297171300
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T22:56:10.770Z,173119297077000
"""Zhuu @ i0PavpB081"" folds",2024-11-09T22:56:07.469Z,173119296746900
"""ctol @ X93DxS7PK6"" raises to 2.00",2024-11-09T22:56:01.410Z,173119296141000
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T22:55:56.063Z,173119295606300
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T22:55:52.236Z,173119295223600
"""danny @ QEiqSPfMIP"" folds",2024-11-09T22:55:50.057Z,173119295005700
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:55:49.137Z,173119294913700
"""recahl @ 3JCqAOGicT"" posts a big blind of 0.50",2024-11-09T22:55:47.364Z,173119294736411
"""viraj_ @ YmShrM13Jx"" posts a small blind of 0.25",2024-11-09T22:55:47.364Z,173119294736410
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (100.00) | #3 ""Ty @ 8bvVQ3MsC9"" (144.10) | #4 ""danny @ QEiqSPfMIP"" (84.32) | #5 ""asdf @ TxZ0bz4guu"" (82.87) | #7 ""jlacked @ tPtOktvqpi"" (148.90) | #8 ""ctol @ X93DxS7PK6"" (114.75) | #9 ""Zhuu @ i0PavpB081"" (406.76) | #10 ""viraj_ @ YmShrM13Jx"" (224.99)",2024-11-09T22:55:47.364Z,173119294736401
"-- starting hand #254 (id: rvbr60vnwcny)  (No Limit Texas Hold'em) (dealer: ""Zhuu @ i0PavpB081"") --",2024-11-09T22:55:47.364Z,173119294736400
"-- ending hand #253 --",2024-11-09T22:55:44.444Z,173119294444402
"""danny @ QEiqSPfMIP"" collected 7.49 from pot",2024-11-09T22:55:44.444Z,173119294444401
"Uncalled bet of 5.61 returned to ""danny @ QEiqSPfMIP""",2024-11-09T22:55:44.444Z,173119294444400
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T22:55:43.637Z,173119294363700
"""danny @ QEiqSPfMIP"" bets 5.61",2024-11-09T22:55:42.755Z,173119294275500
"Turn: 8♠, K♠, 2♣ [4♦]",2024-11-09T22:55:37.642Z,173119293764200
"""jlacked @ tPtOktvqpi"" calls 1.87",2024-11-09T22:55:36.838Z,173119293683800
"""danny @ QEiqSPfMIP"" bets 1.87",2024-11-09T22:55:34.965Z,173119293496500
"Flop:  [8♠, K♠, 2♣]",2024-11-09T22:55:28.285Z,173119292828500
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T22:55:27.444Z,173119292744400
"""Zhuu @ i0PavpB081"" folds",2024-11-09T22:55:24.865Z,173119292486500
"""ctol @ X93DxS7PK6"" folds",2024-11-09T22:55:23.924Z,173119292392400
"""jlacked @ tPtOktvqpi"" calls 1.50",2024-11-09T22:55:22.985Z,173119292298500
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T22:55:20.340Z,173119292034000
"""danny @ QEiqSPfMIP"" raises to 1.50",2024-11-09T22:55:19.432Z,173119291943200
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:55:17.782Z,173119291778200
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T22:55:16.846Z,173119291684600
"""viraj_ @ YmShrM13Jx"" posts a big blind of 0.50",2024-11-09T22:55:14.870Z,173119291487011
"""Zhuu @ i0PavpB081"" posts a small blind of 0.25",2024-11-09T22:55:14.870Z,173119291487010
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (100.00) | #3 ""Ty @ 8bvVQ3MsC9"" (144.10) | #4 ""danny @ QEiqSPfMIP"" (80.20) | #5 ""asdf @ TxZ0bz4guu"" (82.87) | #7 ""jlacked @ tPtOktvqpi"" (152.27) | #8 ""ctol @ X93DxS7PK6"" (114.75) | #9 ""Zhuu @ i0PavpB081"" (407.01) | #10 ""viraj_ @ YmShrM13Jx"" (225.49)",2024-11-09T22:55:14.870Z,173119291487001
"-- starting hand #253 (id: usxs1bfsmwjp)  (No Limit Texas Hold'em) (dealer: ""ctol @ X93DxS7PK6"") --",2024-11-09T22:55:14.870Z,173119291487000
"-- ending hand #252 --",2024-11-09T22:55:09.798Z,173119290979802
"""viraj_ @ YmShrM13Jx"" collected 112.74 from pot with Four of a Kind, 9's on the second run  (combination: 9♣, 9♦, 9♠, 9♥, Q♠)",2024-11-09T22:55:09.798Z,173119290979801
"""viraj_ @ YmShrM13Jx"" collected 112.75 from pot with Three of a Kind, 9's (combination: 9♣, 9♦, 9♠, A♣, Q♠)",2024-11-09T22:55:09.798Z,173119290979800
"River (second run): 9♠, Q♠, 8♥, 9♥ [10♦]",2024-11-09T22:55:05.759Z,173119290575900
"Turn (second run): 9♠, Q♠, 8♥ [9♥]",2024-11-09T22:55:01.744Z,173119290174400
"River: 9♠, Q♠, 8♥, 3♣ [A♣]",2024-11-09T22:54:57.707Z,173119289770700
"Turn: 9♠, Q♠, 8♥ [3♣]",2024-11-09T22:54:53.703Z,173119289370300
"""viraj_ @ YmShrM13Jx"" shows a 9♣, 9♦.",2024-11-09T22:54:49.622Z,173119288962201
"""asdf @ TxZ0bz4guu"" shows a 2♠, 7♠.",2024-11-09T22:54:49.622Z,173119288962200
"All players in hand choose to run it twice.",2024-11-09T22:54:48.777Z,173119288877701
"""asdf @ TxZ0bz4guu"" chooses to  run it twice.",2024-11-09T22:54:48.777Z,173119288877700
"""viraj_ @ YmShrM13Jx"" chooses to  run it twice.",2024-11-09T22:54:48.389Z,173119288838900
"Remaining players decide whether to run it twice.",2024-11-09T22:54:47.583Z,173119288758301
"""viraj_ @ YmShrM13Jx"" calls 103.62 and go all in",2024-11-09T22:54:47.583Z,173119288758300
"""asdf @ TxZ0bz4guu"" raises to 103.62",2024-11-09T22:54:44.158Z,173119288415800
"""viraj_ @ YmShrM13Jx"" raises to 29.93",2024-11-09T22:54:24.906Z,173119286490600
"""asdf @ TxZ0bz4guu"" bets 6.50",2024-11-09T22:54:18.817Z,173119285881700
"""viraj_ @ YmShrM13Jx"" checks",2024-11-09T22:54:09.282Z,173119284928200
"Flop:  [9♠, Q♠, 8♥]",2024-11-09T22:54:05.922Z,173119284592200
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T22:54:05.092Z,173119284509200
"""viraj_ @ YmShrM13Jx"" calls 8.00",2024-11-09T22:54:03.833Z,173119284383300
"""Zhuu @ i0PavpB081"" folds",2024-11-09T22:54:01.624Z,173119284162400
"""ctol @ X93DxS7PK6"" folds",2024-11-09T22:54:00.632Z,173119284063200
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T22:53:53.520Z,173119283352000
"""asdf @ TxZ0bz4guu"" raises to 8.00",2024-11-09T22:53:49.084Z,173119282908400
"""danny @ QEiqSPfMIP"" folds",2024-11-09T22:53:43.520Z,173119282352000
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:53:42.586Z,173119282258600
"""recahl @ 3JCqAOGicT"" calls 1.50",2024-11-09T22:53:41.616Z,173119282161600
"""viraj_ @ YmShrM13Jx"" raises to 1.50",2024-11-09T22:53:40.306Z,173119282030600
"""Zhuu @ i0PavpB081"" posts a big blind of 0.50",2024-11-09T22:53:33.071Z,173119281307112
"""ctol @ X93DxS7PK6"" posts a small blind of 0.25",2024-11-09T22:53:33.071Z,173119281307111
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (101.50) | #3 ""Ty @ 8bvVQ3MsC9"" (144.10) | #4 ""danny @ QEiqSPfMIP"" (80.20) | #5 ""asdf @ TxZ0bz4guu"" (194.49) | #7 ""jlacked @ tPtOktvqpi"" (152.27) | #8 ""ctol @ X93DxS7PK6"" (115.00) | #9 ""Zhuu @ i0PavpB081"" (407.51) | #10 ""viraj_ @ YmShrM13Jx"" (111.62)",2024-11-09T22:53:33.071Z,173119281307102
"-- starting hand #252 (id: 7sgefrig1dvg)  (No Limit Texas Hold'em) (dealer: ""jlacked @ tPtOktvqpi"") --",2024-11-09T22:53:33.071Z,173119281307101
"The player ""Corb @ yR5jUYG1ph"" quits the game with a stack of 97.22.",2024-11-09T22:53:33.071Z,173119281307100
"The admin ""bdawg o_O @ -c6EEVvXCE"" enqueued the removal of the player ""Corb @ yR5jUYG1ph"".",2024-11-09T22:53:30.657Z,173119281065700
"-- ending hand #251 --",2024-11-09T22:53:30.061Z,173119281006102
"""jlacked @ tPtOktvqpi"" collected 94.00 from pot with Straight, K High (combination: K♦, Q♦, J♠, 10♠, 9♣)",2024-11-09T22:53:30.061Z,173119281006101
"""jlacked @ tPtOktvqpi"" shows a K♦, Q♦.",2024-11-09T22:53:30.061Z,173119281006100
"""danny @ QEiqSPfMIP"" calls 31.00",2024-11-09T22:53:29.214Z,173119280921400
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:53:16.556Z,173119279655600
"""jlacked @ tPtOktvqpi"" raises to 31.00",2024-11-09T22:53:13.280Z,173119279328000
"""danny @ QEiqSPfMIP"" bets 7.50",2024-11-09T22:52:59.654Z,173119277965400
"""Ty @ 8bvVQ3MsC9"" checks",2024-11-09T22:52:50.362Z,173119277036200
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T22:52:46.247Z,173119276624700
"River: 4♥, 9♣, 8♦, 10♠ [J♠]",2024-11-09T22:52:41.415Z,173119276141500
"""jlacked @ tPtOktvqpi"" calls 6.00",2024-11-09T22:52:40.597Z,173119276059700
"""danny @ QEiqSPfMIP"" calls 6.00",2024-11-09T22:52:39.324Z,173119275932400
"""Ty @ 8bvVQ3MsC9"" bets 6.00",2024-11-09T22:52:35.466Z,173119275546600
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T22:52:30.643Z,173119275064300
"Turn: 4♥, 9♣, 8♦ [10♠]",2024-11-09T22:52:27.351Z,173119274735100
"""danny @ QEiqSPfMIP"" checks",2024-11-09T22:52:26.476Z,173119274647600
"""Ty @ 8bvVQ3MsC9"" checks",2024-11-09T22:52:23.634Z,173119274363400
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T22:52:19.778Z,173119273977800
"Flop:  [4♥, 9♣, 8♦]",2024-11-09T22:52:13.269Z,173119273326900
"""Ty @ 8bvVQ3MsC9"" calls 4.50",2024-11-09T22:52:12.454Z,173119273245400
"""ctol @ X93DxS7PK6"" folds",2024-11-09T22:52:10.899Z,173119273089900
"""jlacked @ tPtOktvqpi"" calls 4.50",2024-11-09T22:52:09.994Z,173119272999400
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T22:52:08.163Z,173119272816300
"""danny @ QEiqSPfMIP"" raises to 4.50",2024-11-09T22:51:47.986Z,173119270798600
"""Ty @ 8bvVQ3MsC9"" raises to 1.50",2024-11-09T22:51:45.789Z,173119270578900
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T22:51:40.121Z,173119270012100
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T22:51:39.161Z,173119269916100
"""Zhuu @ i0PavpB081"" folds",2024-11-09T22:51:37.395Z,173119269739500
"""ctol @ X93DxS7PK6"" posts a big blind of 0.50",2024-11-09T22:51:35.127Z,173119269512711
"""jlacked @ tPtOktvqpi"" posts a small blind of 0.25",2024-11-09T22:51:35.127Z,173119269512710
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (101.50) | #3 ""Ty @ 8bvVQ3MsC9"" (154.60) | #4 ""danny @ QEiqSPfMIP"" (121.70) | #5 ""asdf @ TxZ0bz4guu"" (194.49) | #7 ""jlacked @ tPtOktvqpi"" (99.77) | #8 ""ctol @ X93DxS7PK6"" (115.50) | #9 ""Zhuu @ i0PavpB081"" (407.51) | #10 ""viraj_ @ YmShrM13Jx"" (111.62)",2024-11-09T22:51:35.127Z,173119269512701
"-- starting hand #251 (id: 2rxma1qlhcoc)  (No Limit Texas Hold'em) (dealer: ""asdf @ TxZ0bz4guu"") --",2024-11-09T22:51:35.127Z,173119269512700
"-- ending hand #250 --",2024-11-09T22:51:32.216Z,173119269221602
"""viraj_ @ YmShrM13Jx"" collected 19.49 from pot",2024-11-09T22:51:32.216Z,173119269221601
"Uncalled bet of 14.61 returned to ""viraj_ @ YmShrM13Jx""",2024-11-09T22:51:32.216Z,173119269221600
"""danny @ QEiqSPfMIP"" folds",2024-11-09T22:51:31.361Z,173119269136100
"""viraj_ @ YmShrM13Jx"" bets 14.61",2024-11-09T22:51:24.782Z,173119268478200
"River: 2♠, 2♣, A♥, 6♦ [9♣]",2024-11-09T22:51:17.064Z,173119267706400
"""danny @ QEiqSPfMIP"" checks",2024-11-09T22:51:16.249Z,173119267624900
"""viraj_ @ YmShrM13Jx"" checks",2024-11-09T22:51:07.280Z,173119266728000
"Turn: 2♠, 2♣, A♥ [6♦]",2024-11-09T22:51:04.991Z,173119266499100
"""viraj_ @ YmShrM13Jx"" calls 4.87",2024-11-09T22:51:04.149Z,173119266414900
"""ctol @ X93DxS7PK6"" folds",2024-11-09T22:51:01.404Z,173119266140400
"""danny @ QEiqSPfMIP"" bets 4.87",2024-11-09T22:50:54.930Z,173119265493000
"""viraj_ @ YmShrM13Jx"" checks",2024-11-09T22:50:50.498Z,173119265049800
"""ctol @ X93DxS7PK6"" checks",2024-11-09T22:50:44.739Z,173119264473900
"Flop:  [2♠, 2♣, A♥]",2024-11-09T22:50:43.653Z,173119264365300
"""ctol @ X93DxS7PK6"" calls 3.00",2024-11-09T22:50:42.850Z,173119264285000
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T22:50:38.609Z,173119263860900
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T22:50:37.716Z,173119263771600
"""danny @ QEiqSPfMIP"" calls 3.00",2024-11-09T22:50:36.830Z,173119263683000
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:50:35.447Z,173119263544700
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T22:50:34.497Z,173119263449700
"""viraj_ @ YmShrM13Jx"" raises to 3.00",2024-11-09T22:50:32.607Z,173119263260700
"""Zhuu @ i0PavpB081"" folds",2024-11-09T22:50:13.873Z,173119261387300
"""ctol @ X93DxS7PK6"" calls 0.50",2024-11-09T22:50:12.852Z,173119261285200
"""jlacked @ tPtOktvqpi"" posts a big blind of 0.50",2024-11-09T22:50:09.709Z,173119260970912
"""asdf @ TxZ0bz4guu"" posts a small blind of 0.25",2024-11-09T22:50:09.709Z,173119260970911
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (101.50) | #3 ""Ty @ 8bvVQ3MsC9"" (154.60) | #4 ""danny @ QEiqSPfMIP"" (129.57) | #5 ""asdf @ TxZ0bz4guu"" (194.74) | #7 ""jlacked @ tPtOktvqpi"" (100.27) | #8 ""ctol @ X93DxS7PK6"" (118.50) | #9 ""Zhuu @ i0PavpB081"" (407.51) | #10 ""viraj_ @ YmShrM13Jx"" (100.00)",2024-11-09T22:50:09.709Z,173119260970902
"-- starting hand #250 (id: cv2fan7ipdd9)  (No Limit Texas Hold'em) (dealer: ""danny @ QEiqSPfMIP"") --",2024-11-09T22:50:09.709Z,173119260970901
"The player ""Corb @ yR5jUYG1ph"" stand up with the stack of 97.22.",2024-11-09T22:50:09.709Z,173119260970900
"""jlacked @ tPtOktvqpi"" shows a J♠, K♥.",2024-11-09T22:50:06.664Z,173119260666400
"-- ending hand #249 --",2024-11-09T22:50:06.030Z,173119260603002
"""Corb @ yR5jUYG1ph"" collected 17.00 from pot",2024-11-09T22:50:06.030Z,173119260603001
"Uncalled bet of 8.50 returned to ""Corb @ yR5jUYG1ph""",2024-11-09T22:50:06.030Z,173119260603000
"""Ty @ 8bvVQ3MsC9"" folds",2024-11-09T22:50:05.199Z,173119260519900
"""Corb @ yR5jUYG1ph"" bets 8.50",2024-11-09T22:50:02.237Z,173119260223700
"River: 3♠, Q♣, Q♦, 9♥ [10♣]",2024-11-09T22:49:58.204Z,173119259820400
"""Ty @ 8bvVQ3MsC9"" checks",2024-11-09T22:49:57.383Z,173119259738300
"""Corb @ yR5jUYG1ph"" checks",2024-11-09T22:49:54.245Z,173119259424500
"Turn: 3♠, Q♣, Q♦ [9♥]",2024-11-09T22:49:49.778Z,173119258977800
"""jlacked @ tPtOktvqpi"" folds",2024-11-09T22:49:48.936Z,173119258893600
"""Corb @ yR5jUYG1ph"" calls 2.50",2024-11-09T22:49:47.020Z,173119258702000
"""Ty @ 8bvVQ3MsC9"" bets 2.50",2024-11-09T22:49:43.421Z,173119258342100
"""jlacked @ tPtOktvqpi"" checks",2024-11-09T22:49:39.601Z,173119257960100
"""Corb @ yR5jUYG1ph"" checks",2024-11-09T22:49:38.633Z,173119257863300
"Flop:  [3♠, Q♣, Q♦]",2024-11-09T22:49:35.372Z,173119257537200
"""jlacked @ tPtOktvqpi"" calls 3.75",2024-11-09T22:49:34.564Z,173119257456400
"""Corb @ yR5jUYG1ph"" calls 3.75",2024-11-09T22:49:33.684Z,173119257368400
"""asdf @ TxZ0bz4guu"" folds",2024-11-09T22:49:31.902Z,173119257190200
"""danny @ QEiqSPfMIP"" folds",2024-11-09T22:49:30.903Z,173119257090300
"""Ty @ 8bvVQ3MsC9"" raises to 3.75",2024-11-09T22:49:29.988Z,173119256998800
"""recahl @ 3JCqAOGicT"" folds",2024-11-09T22:49:25.255Z,173119256525500
"""viraj_ @ YmShrM13Jx"" folds",2024-11-09T22:49:24.302Z,173119256430200
"""Zhuu @ i0PavpB081"" folds",2024-11-09T22:49:03.419Z,173119254341900
"""ctol @ X93DxS7PK6"" folds",2024-11-09T22:49:02.495Z,173119254249500
"""jlacked @ tPtOktvqpi"" calls 1.12",2024-11-09T22:49:01.486Z,173119254148600
"""Corb @ yR5jUYG1ph"" raises to 1.12",2024-11-09T22:48:58.221Z,173119253822100
"""asdf @ TxZ0bz4guu"" posts a big blind of 0.50",2024-11-09T22:48:54.926Z,173119253492612
"""danny @ QEiqSPfMIP"" posts a small blind of 0.25",2024-11-09T22:48:54.926Z,173119253492611
"Player stacks: #2 ""recahl @ 3JCqAOGicT"" (101.50) | #3 ""Ty @ 8bvVQ3MsC9"" (160.85) | #4 ""danny @ QEiqSPfMIP"" (129.82) | #5 ""asdf @ TxZ0bz4guu"" (195.24) | #6 ""Corb @ yR5jUYG1ph"" (86.47) | #7 ""jlacked @ tPtOktvqpi"" (104.02) | #8 ""ctol @ X93DxS7PK6"" (118.50) | #9 ""Zhuu @ i0PavpB081"" (407.51) | #10 ""viraj_ @ YmShrM13Jx"" (100.00)",2024-11-09T22:48:54.926Z,173119253492601
"-- starting hand #249 (id: tnewswlmexmw)  (No Limit Texas Hold'em) (dealer: ""Ty @ 8bvVQ3MsC9"") --",2024-11-09T22:48:54.926Z,173119253492600
"-- ending hand #248 --",2024-11-09T22:48:51.949Z,173119253194902
"""Ty @ 8bvVQ3MsC9"" collected 6.00 from pot",2024-11-09T22:48:51.949Z,173119253194901
