entry,at,order,player_name,player_nickname,player_id,amount,action,phase,hand_count
"-- starting hand #216 (id: nhnce2byzbjv)  (No Limit Texas Hold'em) (dealer: ""notj @ XeSXhCfPVo"") --",2025-01-06 22:38:03.913000+00:00,173620308391300,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,216.0,new hand,Preflop,216
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 22:38:06.937000+00:00,173620308693700,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Preflop,216
"""notj @ XeSXhCfPVo"" raises to 18",2025-01-06 22:38:09.099000+00:00,173620308909900,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,18.0,raises,Preflop,216
"""Dinofeet @ WDkEzb0PKB"" raises to 79",2025-01-06 22:38:17.907000+00:00,173620309790700,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,79.0,raises,Preflop,216
"""DPolkPN @ IaIW3olpE5"" folds",2025-01-06 22:38:22.350000+00:00,173620310235000,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,folds,Preflop,216
"""notj @ XeSXhCfPVo"" calls 79",2025-01-06 22:38:28.577000+00:00,173620310857700,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,79.0,calls,Preflop,216
"Flop:  [7♦, 6♥, K♣]",2025-01-06 22:38:29.415000+00:00,173620310941500,,,,7.0,,Flop,216
"""Dinofeet @ WDkEzb0PKB"" bets 40",2025-01-06 22:38:45.227000+00:00,173620312522700,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,40.0,bets,Flop,216
"""notj @ XeSXhCfPVo"" calls 40",2025-01-06 22:38:52+00:00,173620313200000,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,40.0,calls,Flop,216
"Turn: 7♦, 6♥, K♣ [7♣]",2025-01-06 22:38:52.839000+00:00,173620313283900,,,,7.0,,Turn,216
"The player ""killua @ DIsyWHTS7x"" requested a seat.",2025-01-06 22:39:03.841000+00:00,173620314384100,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,,,Turn,216
"""Dinofeet @ WDkEzb0PKB"" bets 182",2025-01-06 22:39:11.077000+00:00,173620315107700,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,182.0,bets,Turn,216
"The admin approved the player ""killua @ DIsyWHTS7x"" participation with a stack of 750.",2025-01-06 22:39:11.144000+00:00,173620315114400,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,750.0,joins,Turn,216
"""notj @ XeSXhCfPVo"" calls 182",2025-01-06 22:39:34.375000+00:00,173620317437500,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,182.0,calls,Turn,216
"River: 7♦, 6♥, K♣, 7♣ [9♠]",2025-01-06 22:39:35.187000+00:00,173620317518700,,,,7.0,,River,216
"""Dinofeet @ WDkEzb0PKB"" bets 771 and go all in",2025-01-06 22:40:13.143000+00:00,173620321314300,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,771.0,bets,River,216
"""notj @ XeSXhCfPVo"" folds",2025-01-06 22:40:45.005000+00:00,173620324500500,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,folds,River,216
"Uncalled bet of 771 returned to ""Dinofeet @ WDkEzb0PKB""",2025-01-06 22:40:45.849000+00:00,173620324584900,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,771.0,return,River,216
"""Dinofeet @ WDkEzb0PKB"" collected 607 from pot",2025-01-06 22:40:45.849000+00:00,173620324584901,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,607.0,collects,River,216
-- ending hand #216 --,2025-01-06 22:40:45.849000+00:00,173620324584902,,,,216.0,end hand,River,216
"""Solstice @ VE6CjkevP7"" posts a big blind of 5",2025-01-06 22:40:48.779000+00:00,173620324877909,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,5.0,posts,Preflop,217
"""DPolkPN @ IaIW3olpE5"" posts a small blind of 2",2025-01-06 22:40:48.779000+00:00,173620324877908,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,2.0,posts,Preflop,217
"-- starting hand #217 (id: l2qzngva3axw)  (No Limit Texas Hold'em) (dealer: ""Dinofeet @ WDkEzb0PKB"") --",2025-01-06 22:40:48.779000+00:00,173620324877901,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,217.0,new hand,Preflop,217
"The player ""killua @ DIsyWHTS7x"" joined the game with a stack of 750.",2025-01-06 22:40:48.779000+00:00,173620324877900,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,750.0,,River,216
"Player stacks: #4 ""Solstice @ VE6CjkevP7"" (2009) | #5 ""notj @ XeSXhCfPVo"" (849) | #7 ""killua @ DIsyWHTS7x"" (750) | #9 ""Dinofeet @ WDkEzb0PKB"" (1378) | #10 ""DPolkPN @ IaIW3olpE5"" (1538)",2025-01-06 22:40:48.779000+00:00,173620324877902,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,4.0,,Preflop,217
"""notj @ XeSXhCfPVo"" folds",2025-01-06 22:40:49.447000+00:00,173620324944700,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,folds,Preflop,217
"""killua @ DIsyWHTS7x"" folds",2025-01-06 22:40:50.596000+00:00,173620325059600,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,,folds,Preflop,217
"""Dinofeet @ WDkEzb0PKB"" raises to 11",2025-01-06 22:40:56.547000+00:00,173620325654700,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,11.0,raises,Preflop,217
"""DPolkPN @ IaIW3olpE5"" calls 11",2025-01-06 22:41:01.225000+00:00,173620326122500,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,11.0,calls,Preflop,217
"""Solstice @ VE6CjkevP7"" calls 11",2025-01-06 22:41:07.631000+00:00,173620326763100,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,11.0,calls,Preflop,217
"Flop:  [9♠, 7♠, 10♠]",2025-01-06 22:41:08.523000+00:00,173620326852300,,,,9.0,,Flop,217
"""DPolkPN @ IaIW3olpE5"" checks",2025-01-06 22:41:10.855000+00:00,173620327085500,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,checks,Flop,217
"""Solstice @ VE6CjkevP7"" checks",2025-01-06 22:41:12.946000+00:00,173620327294600,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,checks,Flop,217
"""Dinofeet @ WDkEzb0PKB"" checks",2025-01-06 22:41:20.576000+00:00,173620328057600,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,,checks,Flop,217
"Turn: 9♠, 7♠, 10♠ [6♠]",2025-01-06 22:41:21.403000+00:00,173620328140300,,,,9.0,,Turn,217
"""DPolkPN @ IaIW3olpE5"" checks",2025-01-06 22:41:23.522000+00:00,173620328352200,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,checks,Turn,217
"""Solstice @ VE6CjkevP7"" checks",2025-01-06 22:41:32.876000+00:00,173620329287600,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,checks,Turn,217
"""Dinofeet @ WDkEzb0PKB"" checks",2025-01-06 22:41:51.196000+00:00,173620331119600,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,,checks,Turn,217
"River: 9♠, 7♠, 10♠, 6♠ [10♦]",2025-01-06 22:41:52.034000+00:00,173620331203400,,,,9.0,,River,217
"""DPolkPN @ IaIW3olpE5"" checks",2025-01-06 22:41:56.283000+00:00,173620331628300,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,checks,River,217
"""Solstice @ VE6CjkevP7"" checks",2025-01-06 22:41:58.908000+00:00,173620331890800,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,checks,River,217
"""Dinofeet @ WDkEzb0PKB"" checks",2025-01-06 22:41:59.957000+00:00,173620331995700,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,,checks,River,217
-- ending hand #217 --,2025-01-06 22:42:00.799000+00:00,173620332079903,,,,217.0,end hand,River,217
"""DPolkPN @ IaIW3olpE5"" shows a 10♥, K♦.",2025-01-06 22:42:00.799000+00:00,173620332079902,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,10.0,shows,River,217
"""Solstice @ VE6CjkevP7"" collected 33 from pot with Straight, 10 High (combination: 10♠, 9♠, 8♦, 7♠, 6♠)",2025-01-06 22:42:00.799000+00:00,173620332079901,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,33.0,collects,River,217
"""Solstice @ VE6CjkevP7"" shows a Q♦, 8♦.",2025-01-06 22:42:00.799000+00:00,173620332079900,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,8.0,shows,River,217
"-- starting hand #218 (id: 83zwe3o3qfwz)  (No Limit Texas Hold'em) (dealer: ""DPolkPN @ IaIW3olpE5"") --",2025-01-06 22:42:03.892000+00:00,173620332389200,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,218.0,new hand,Preflop,218
"Player stacks: #4 ""Solstice @ VE6CjkevP7"" (2031) | #5 ""notj @ XeSXhCfPVo"" (849) | #7 ""killua @ DIsyWHTS7x"" (750) | #9 ""Dinofeet @ WDkEzb0PKB"" (1367) | #10 ""DPolkPN @ IaIW3olpE5"" (1527)",2025-01-06 22:42:03.892000+00:00,173620332389201,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,4.0,,Preflop,218
"""Solstice @ VE6CjkevP7"" posts a small blind of 2",2025-01-06 22:42:03.892000+00:00,173620332389207,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,2.0,posts,Preflop,218
"""notj @ XeSXhCfPVo"" posts a big blind of 5",2025-01-06 22:42:03.892000+00:00,173620332389208,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,5.0,posts,Preflop,218
"""killua @ DIsyWHTS7x"" folds",2025-01-06 22:42:05.329000+00:00,173620332532900,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,,folds,Preflop,218
"""Dinofeet @ WDkEzb0PKB"" folds",2025-01-06 22:42:06.277000+00:00,173620332627700,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,,folds,Preflop,218
"""DPolkPN @ IaIW3olpE5"" raises to 15",2025-01-06 22:42:10.047000+00:00,173620333004700,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,15.0,raises,Preflop,218
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 22:42:10.956000+00:00,173620333095600,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Preflop,218
"""notj @ XeSXhCfPVo"" calls 15",2025-01-06 22:42:12.277000+00:00,173620333227700,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,15.0,calls,Preflop,218
"Flop:  [9♣, J♦, 8♣]",2025-01-06 22:42:13.117000+00:00,173620333311700,,,,9.0,,Flop,218
"""notj @ XeSXhCfPVo"" checks",2025-01-06 22:42:14.413000+00:00,173620333441300,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,checks,Flop,218
"""DPolkPN @ IaIW3olpE5"" bets 11",2025-01-06 22:42:22.468000+00:00,173620334246800,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,11.0,bets,Flop,218
"""notj @ XeSXhCfPVo"" calls 11",2025-01-06 22:42:25.766000+00:00,173620334576600,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,11.0,calls,Flop,218
"Turn: 9♣, J♦, 8♣ [A♦]",2025-01-06 22:42:26.625000+00:00,173620334662500,,,,9.0,,Turn,218
"""notj @ XeSXhCfPVo"" checks",2025-01-06 22:42:28.316000+00:00,173620334831600,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,checks,Turn,218
"""DPolkPN @ IaIW3olpE5"" bets 80",2025-01-06 22:42:35.440000+00:00,173620335544000,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,80.0,bets,Turn,218
"""notj @ XeSXhCfPVo"" folds",2025-01-06 22:42:43.500000+00:00,173620336350000,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,folds,Turn,218
-- ending hand #218 --,2025-01-06 22:42:44.344000+00:00,173620336434402,,,,218.0,end hand,Turn,218
"Uncalled bet of 80 returned to ""DPolkPN @ IaIW3olpE5""",2025-01-06 22:42:44.344000+00:00,173620336434400,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,80.0,return,Turn,218
"""DPolkPN @ IaIW3olpE5"" collected 54 from pot",2025-01-06 22:42:44.344000+00:00,173620336434401,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,54.0,collects,Turn,218
"Player stacks: #4 ""Solstice @ VE6CjkevP7"" (2029) | #5 ""notj @ XeSXhCfPVo"" (823) | #7 ""killua @ DIsyWHTS7x"" (750) | #9 ""Dinofeet @ WDkEzb0PKB"" (1367) | #10 ""DPolkPN @ IaIW3olpE5"" (1555)",2025-01-06 22:42:47.249000+00:00,173620336724901,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,4.0,,Preflop,219
"""killua @ DIsyWHTS7x"" posts a big blind of 5",2025-01-06 22:42:47.249000+00:00,173620336724908,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,5.0,posts,Preflop,219
"-- starting hand #219 (id: fhrnjsrtqvdr)  (No Limit Texas Hold'em) (dealer: ""Solstice @ VE6CjkevP7"") --",2025-01-06 22:42:47.249000+00:00,173620336724900,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,219.0,new hand,Preflop,219
"""notj @ XeSXhCfPVo"" posts a small blind of 2",2025-01-06 22:42:47.249000+00:00,173620336724907,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,2.0,posts,Preflop,219
"""Dinofeet @ WDkEzb0PKB"" folds",2025-01-06 22:42:48.576000+00:00,173620336857600,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,,folds,Preflop,219
"""DPolkPN @ IaIW3olpE5"" raises to 15",2025-01-06 22:42:53.283000+00:00,173620337328300,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,15.0,raises,Preflop,219
"""Solstice @ VE6CjkevP7"" raises to 45",2025-01-06 22:43:05.228000+00:00,173620338522800,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,45.0,raises,Preflop,219
"""notj @ XeSXhCfPVo"" folds",2025-01-06 22:43:06.173000+00:00,173620338617300,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,folds,Preflop,219
"""killua @ DIsyWHTS7x"" folds",2025-01-06 22:43:07.209000+00:00,173620338720900,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,,folds,Preflop,219
"""DPolkPN @ IaIW3olpE5"" calls 45",2025-01-06 22:43:15.055000+00:00,173620339505500,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,45.0,calls,Preflop,219
"Flop:  [Q♥, 5♠, 6♦]",2025-01-06 22:43:15.940000+00:00,173620339594000,,,,5.0,,Flop,219
"""DPolkPN @ IaIW3olpE5"" checks",2025-01-06 22:43:20.131000+00:00,173620340013100,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,checks,Flop,219
"""Solstice @ VE6CjkevP7"" bets 32",2025-01-06 22:43:29.262000+00:00,173620340926200,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,32.0,bets,Flop,219
"""DPolkPN @ IaIW3olpE5"" calls 32",2025-01-06 22:43:33.067000+00:00,173620341306700,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,32.0,calls,Flop,219
"Turn: Q♥, 5♠, 6♦ [4♥]",2025-01-06 22:43:33.883000+00:00,173620341388300,,,,5.0,,Turn,219
"""DPolkPN @ IaIW3olpE5"" checks",2025-01-06 22:43:35.887000+00:00,173620341588700,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,checks,Turn,219
"""Solstice @ VE6CjkevP7"" checks",2025-01-06 22:43:57.070000+00:00,173620343707000,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,checks,Turn,219
"River: Q♥, 5♠, 6♦, 4♥ [2♣]",2025-01-06 22:43:57.876000+00:00,173620343787600,,,,5.0,,River,219
"""DPolkPN @ IaIW3olpE5"" bets 320",2025-01-06 22:44:05.864000+00:00,173620344586400,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,320.0,bets,River,219
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 22:44:08.453000+00:00,173620344845300,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,River,219
"""DPolkPN @ IaIW3olpE5"" collected 161 from pot",2025-01-06 22:44:09.278000+00:00,173620344927801,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,161.0,collects,River,219
-- ending hand #219 --,2025-01-06 22:44:09.278000+00:00,173620344927802,,,,219.0,end hand,River,219
"Uncalled bet of 320 returned to ""DPolkPN @ IaIW3olpE5""",2025-01-06 22:44:09.278000+00:00,173620344927800,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,320.0,return,River,219
"-- starting hand #220 (id: iiqgdmkznwv2)  (No Limit Texas Hold'em) (dealer: ""notj @ XeSXhCfPVo"") --",2025-01-06 22:44:12.217000+00:00,173620345221700,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,220.0,new hand,Preflop,220
"Player stacks: #4 ""Solstice @ VE6CjkevP7"" (1952) | #5 ""notj @ XeSXhCfPVo"" (821) | #7 ""killua @ DIsyWHTS7x"" (745) | #9 ""Dinofeet @ WDkEzb0PKB"" (1367) | #10 ""DPolkPN @ IaIW3olpE5"" (1639)",2025-01-06 22:44:12.217000+00:00,173620345221701,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,4.0,,Preflop,220
"""killua @ DIsyWHTS7x"" posts a small blind of 2",2025-01-06 22:44:12.217000+00:00,173620345221707,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,2.0,posts,Preflop,220
"""Dinofeet @ WDkEzb0PKB"" posts a big blind of 5",2025-01-06 22:44:12.217000+00:00,173620345221708,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,5.0,posts,Preflop,220
"""DPolkPN @ IaIW3olpE5"" folds",2025-01-06 22:44:16.003000+00:00,173620345600300,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,folds,Preflop,220
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 22:44:16.878000+00:00,173620345687800,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Preflop,220
"""notj @ XeSXhCfPVo"" raises to 18",2025-01-06 22:44:20.628000+00:00,173620346062800,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,18.0,raises,Preflop,220
"""killua @ DIsyWHTS7x"" raises to 68",2025-01-06 22:44:28.619000+00:00,173620346861900,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,68.0,raises,Preflop,220
"""Dinofeet @ WDkEzb0PKB"" folds",2025-01-06 22:44:30.002000+00:00,173620347000200,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,,folds,Preflop,220
"""notj @ XeSXhCfPVo"" calls 68",2025-01-06 22:44:34.491000+00:00,173620347449100,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,68.0,calls,Preflop,220
"Flop:  [6♠, Q♦, J♣]",2025-01-06 22:44:35.299000+00:00,173620347529900,,,,6.0,,Flop,220
"""killua @ DIsyWHTS7x"" bets 41",2025-01-06 22:44:43.836000+00:00,173620348383600,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,41.0,bets,Flop,220
"""notj @ XeSXhCfPVo"" calls 41",2025-01-06 22:44:45.459000+00:00,173620348545900,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,41.0,calls,Flop,220
"Turn: 6♠, Q♦, J♣ [7♥]",2025-01-06 22:44:46.266000+00:00,173620348626600,,,,6.0,,Turn,220
"""killua @ DIsyWHTS7x"" bets 136",2025-01-06 22:45:07.570000+00:00,173620350757000,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,136.0,bets,Turn,220
"""notj @ XeSXhCfPVo"" folds",2025-01-06 22:45:09.537000+00:00,173620350953700,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,folds,Turn,220
"Uncalled bet of 136 returned to ""killua @ DIsyWHTS7x""",2025-01-06 22:45:10.367000+00:00,173620351036700,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,136.0,return,Turn,220
"""killua @ DIsyWHTS7x"" collected 223 from pot",2025-01-06 22:45:10.367000+00:00,173620351036701,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,223.0,collects,Turn,220
-- ending hand #220 --,2025-01-06 22:45:10.367000+00:00,173620351036702,,,,220.0,end hand,Turn,220
"""DPolkPN @ IaIW3olpE5"" posts a big blind of 5",2025-01-06 22:45:13.295000+00:00,173620351329508,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,5.0,posts,Preflop,221
"-- starting hand #221 (id: 1tqagshlcflb)  (No Limit Texas Hold'em) (dealer: ""killua @ DIsyWHTS7x"") --",2025-01-06 22:45:13.295000+00:00,173620351329500,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,221.0,new hand,Preflop,221
"Player stacks: #4 ""Solstice @ VE6CjkevP7"" (1952) | #5 ""notj @ XeSXhCfPVo"" (712) | #7 ""killua @ DIsyWHTS7x"" (859) | #9 ""Dinofeet @ WDkEzb0PKB"" (1362) | #10 ""DPolkPN @ IaIW3olpE5"" (1639)",2025-01-06 22:45:13.295000+00:00,173620351329501,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,4.0,,Preflop,221
"""Dinofeet @ WDkEzb0PKB"" posts a small blind of 2",2025-01-06 22:45:13.295000+00:00,173620351329507,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,2.0,posts,Preflop,221
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 22:45:15.181000+00:00,173620351518100,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Preflop,221
"""notj @ XeSXhCfPVo"" raises to 15",2025-01-06 22:45:16.940000+00:00,173620351694000,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,15.0,raises,Preflop,221
"""killua @ DIsyWHTS7x"" folds",2025-01-06 22:45:17.970000+00:00,173620351797000,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,,folds,Preflop,221
"""Dinofeet @ WDkEzb0PKB"" folds",2025-01-06 22:45:31.683000+00:00,173620353168300,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,,folds,Preflop,221
"""DPolkPN @ IaIW3olpE5"" calls 15",2025-01-06 22:45:36.524000+00:00,173620353652400,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,15.0,calls,Preflop,221
"Flop:  [7♥, J♥, 10♠]",2025-01-06 22:45:37.345000+00:00,173620353734500,,,,7.0,,Flop,221
"""DPolkPN @ IaIW3olpE5"" checks",2025-01-06 22:45:39.835000+00:00,173620353983500,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,checks,Flop,221
"""notj @ XeSXhCfPVo"" bets 16",2025-01-06 22:45:45.127000+00:00,173620354512700,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,16.0,bets,Flop,221
"""DPolkPN @ IaIW3olpE5"" calls 16",2025-01-06 22:45:58.463000+00:00,173620355846300,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,16.0,calls,Flop,221
"Turn: 7♥, J♥, 10♠ [9♠]",2025-01-06 22:45:59.299000+00:00,173620355929900,,,,7.0,,Turn,221
"""DPolkPN @ IaIW3olpE5"" checks",2025-01-06 22:46:00.876000+00:00,173620356087600,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,checks,Turn,221
"""notj @ XeSXhCfPVo"" bets 32",2025-01-06 22:46:14.002000+00:00,173620357400200,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,32.0,bets,Turn,221
"""DPolkPN @ IaIW3olpE5"" calls 32",2025-01-06 22:46:19.732000+00:00,173620357973200,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,32.0,calls,Turn,221
"River: 7♥, J♥, 10♠, 9♠ [10♥]",2025-01-06 22:46:20.550000+00:00,173620358055000,,,,7.0,,River,221
"""DPolkPN @ IaIW3olpE5"" checks",2025-01-06 22:46:22.044000+00:00,173620358204400,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,checks,River,221
"""notj @ XeSXhCfPVo"" checks",2025-01-06 22:46:23.938000+00:00,173620358393800,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,checks,River,221
-- ending hand #221 --,2025-01-06 22:46:24.748000+00:00,173620358474802,,,,221.0,end hand,River,221
"""DPolkPN @ IaIW3olpE5"" shows a K♣, J♠.",2025-01-06 22:46:24.748000+00:00,173620358474800,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,shows,River,221
"""DPolkPN @ IaIW3olpE5"" collected 128 from pot with Two Pair, J's & 10's (combination: J♠, J♥, 10♠, 10♥, K♣)",2025-01-06 22:46:24.748000+00:00,173620358474801,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,128.0,collects,River,221
"""Solstice @ VE6CjkevP7"" posts a big blind of 5",2025-01-06 22:46:27.754000+00:00,173620358775408,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,5.0,posts,Preflop,222
"""DPolkPN @ IaIW3olpE5"" posts a small blind of 2",2025-01-06 22:46:27.754000+00:00,173620358775407,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,2.0,posts,Preflop,222
"Player stacks: #4 ""Solstice @ VE6CjkevP7"" (1952) | #5 ""notj @ XeSXhCfPVo"" (649) | #7 ""killua @ DIsyWHTS7x"" (859) | #9 ""Dinofeet @ WDkEzb0PKB"" (1360) | #10 ""DPolkPN @ IaIW3olpE5"" (1704)",2025-01-06 22:46:27.754000+00:00,173620358775401,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,4.0,,Preflop,222
"-- starting hand #222 (id: cfc5cnfrmanf)  (No Limit Texas Hold'em) (dealer: ""Dinofeet @ WDkEzb0PKB"") --",2025-01-06 22:46:27.754000+00:00,173620358775400,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,222.0,new hand,Preflop,222
"""notj @ XeSXhCfPVo"" folds",2025-01-06 22:46:28.685000+00:00,173620358868500,notj @ XeSXhCfPVo,notj,XeSXhCfPVo,,folds,Preflop,222
"""killua @ DIsyWHTS7x"" folds",2025-01-06 22:46:31.398000+00:00,173620359139800,killua @ DIsyWHTS7x,killua,DIsyWHTS7x,,folds,Preflop,222
"""Dinofeet @ WDkEzb0PKB"" raises to 11",2025-01-06 22:46:34.846000+00:00,173620359484600,Dinofeet @ WDkEzb0PKB,Dinofeet,WDkEzb0PKB,11.0,raises,Preflop,222
"""DPolkPN @ IaIW3olpE5"" folds",2025-01-06 22:46:35.750000+00:00,173620359575000,DPolkPN @ IaIW3olpE5,DPolkPN,IaIW3olpE5,,folds,Preflop,222
"""Solstice @ VE6CjkevP7"" calls 11",2025-01-06 22:46:42.984000+00:00,173620360298400,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,11.0,calls,Preflop,222
"Flop:  [6♦, 8♥, 3♥]",2025-01-06 22:46:43.867000+00:00,173620360386700,,,,6.0,,Flop,222
"""Solstice @ VE6CjkevP7"" checks",2025-01-06 22:46:45.200000+00:00,173620360520000,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,checks,Flop,222
