entry,at,order,player_name,player_nickname,player_id,amount,action,phase,hand_count
The game's small blind was changed from 10 to 2.,2025-01-06 18:08:42.683000+00:00,173618692268300,,,,10.0,,,0
The game's big blind was changed from 20 to 5.,2025-01-06 18:08:42.683000+00:00,173618692268301,,,,20.0,,,0
The game's ante was changed from 0 to 0.,2025-01-06 18:08:42.683000+00:00,173618692268302,,,,0.0,,,0
"The player ""Solstice @ VE6CjkevP7"" requested a seat.",2025-01-06 18:08:50.931000+00:00,173618693093100,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,,,0
"The admin approved the player ""Solstice @ VE6CjkevP7"" participation with a stack of 500.",2025-01-06 18:08:50.931000+00:00,173618693093101,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,500.0,joins,,0
"The player ""Oogwhey @ 2bh5Tq53IL"" requested a seat.",2025-01-06 18:14:20.373000+00:00,173618726037300,Oogwhey @ 2bh5Tq53IL,Oogwhey,2bh5Tq53IL,,,,0
"The player ""AJB @ G5tNeuz87W"" requested a seat.",2025-01-06 18:14:24.925000+00:00,173618726492500,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,,,,0
"The admin approved the player ""Oogwhey @ 2bh5Tq53IL"" participation with a stack of 500.",2025-01-06 18:14:36.107000+00:00,173618727610700,Oogwhey @ 2bh5Tq53IL,Oogwhey,2bh5Tq53IL,500.0,joins,,0
"The admin approved the player ""AJB @ G5tNeuz87W"" participation with a stack of 500.",2025-01-06 18:14:38.107000+00:00,173618727810700,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,500.0,joins,,0
"The player ""MS @ 5qVbrQw2gS"" requested a seat.",2025-01-06 18:29:58.126000+00:00,173618819812600,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,,,0
"The admin approved the player ""MS @ 5qVbrQw2gS"" participation with a stack of 750.",2025-01-06 18:30:26.512000+00:00,173618822651200,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,750.0,joins,,0
"The player ""AndrewE8 @ ychRcKVV_K"" requested a seat.",2025-01-06 18:40:16.689000+00:00,173618881668900,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,,,,0
"The admin approved the player ""AndrewE8 @ ychRcKVV_K"" participation with a stack of 500.",2025-01-06 18:40:29.237000+00:00,173618882923700,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,500.0,joins,,0
"The player ""Oogwhey @ 2bh5Tq53IL"" stand up with the stack of 500.",2025-01-06 18:42:49.831000+00:00,173618896983101,Oogwhey @ 2bh5Tq53IL,Oogwhey,2bh5Tq53IL,500.0,leaves,,0
"The admin ""Solstice @ VE6CjkevP7"" forced the player ""Oogwhey @ 2bh5Tq53IL"" to away mode in the next hand.",2025-01-06 18:42:49.831000+00:00,173618896983100,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,,,0
"-- starting hand #1 (id: iqzgzhl25xi3)  (No Limit Texas Hold'em) (dealer: ""AJB @ G5tNeuz87W"") --",2025-01-06 18:45:13.794000+00:00,173618911379400,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,new hand,Preflop,1
"The player ""AJB @ G5tNeuz87W"" joined the game with a stack of 500.",2025-01-06 18:45:13.794000+00:00,173618911379401,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,500.0,,Preflop,1
"The player ""AndrewE8 @ ychRcKVV_K"" joined the game with a stack of 500.",2025-01-06 18:45:13.794000+00:00,173618911379402,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,500.0,,Preflop,1
"The player ""Solstice @ VE6CjkevP7"" joined the game with a stack of 500.",2025-01-06 18:45:13.794000+00:00,173618911379403,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,500.0,,Preflop,1
"The player ""Oogwhey @ 2bh5Tq53IL"" joined the game with a stack of 500.",2025-01-06 18:45:13.794000+00:00,173618911379404,Oogwhey @ 2bh5Tq53IL,Oogwhey,2bh5Tq53IL,500.0,,Preflop,1
"The player ""MS @ 5qVbrQw2gS"" joined the game with a stack of 750.",2025-01-06 18:45:13.794000+00:00,173618911379405,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,750.0,,Preflop,1
"Player stacks: #1 ""AJB @ G5tNeuz87W"" (500) | #2 ""AndrewE8 @ ychRcKVV_K"" (500) | #4 ""Solstice @ VE6CjkevP7"" (500) | #9 ""MS @ 5qVbrQw2gS"" (750)",2025-01-06 18:45:13.794000+00:00,173618911379406,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,stacks,Preflop,1
"""AndrewE8 @ ychRcKVV_K"" posts a small blind of 2",2025-01-06 18:45:13.794000+00:00,173618911379411,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,2.0,posts,Preflop,1
"""Solstice @ VE6CjkevP7"" posts a big blind of 5",2025-01-06 18:45:13.794000+00:00,173618911379412,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,5.0,posts,Preflop,1
"""MS @ 5qVbrQw2gS"" folds",2025-01-06 18:45:28.827000+00:00,173618912882700,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,folds,Preflop,1
"""AJB @ G5tNeuz87W"" folds",2025-01-06 18:45:29.761000+00:00,173618912976100,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,,folds,Preflop,1
"""AndrewE8 @ ychRcKVV_K"" raises to 20",2025-01-06 18:45:33.075000+00:00,173618913307500,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,20.0,raises,Preflop,1
"""Solstice @ VE6CjkevP7"" calls 20",2025-01-06 18:45:47.785000+00:00,173618914778500,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,20.0,calls,Preflop,1
"Flop:  [10♠, J♠, 8♥]",2025-01-06 18:45:48.650000+00:00,173618914865000,,,,10.0,,Flop,1
"""AndrewE8 @ ychRcKVV_K"" bets 15",2025-01-06 18:45:59.302000+00:00,173618915930200,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,15.0,bets,Flop,1
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 18:46:16.975000+00:00,173618917697500,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Flop,1
"Uncalled bet of 15 returned to ""AndrewE8 @ ychRcKVV_K""",2025-01-06 18:46:17.802000+00:00,173618917780200,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,15.0,return,Flop,1
"""AndrewE8 @ ychRcKVV_K"" collected 40 from pot",2025-01-06 18:46:17.802000+00:00,173618917780201,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,40.0,collects,Flop,1
-- ending hand #1 --,2025-01-06 18:46:17.802000+00:00,173618917780202,,,,1.0,end hand,Flop,1
"-- starting hand #2 (id: xhvumafmgqfl)  (No Limit Texas Hold'em) (dealer: ""AndrewE8 @ ychRcKVV_K"") --",2025-01-06 18:46:20.717000+00:00,173618918071700,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,2.0,new hand,Preflop,2
"Player stacks: #1 ""AJB @ G5tNeuz87W"" (500) | #2 ""AndrewE8 @ ychRcKVV_K"" (520) | #4 ""Solstice @ VE6CjkevP7"" (480) | #9 ""MS @ 5qVbrQw2gS"" (750)",2025-01-06 18:46:20.717000+00:00,173618918071701,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,stacks,Preflop,2
"""Solstice @ VE6CjkevP7"" posts a small blind of 2",2025-01-06 18:46:20.717000+00:00,173618918071706,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,2.0,posts,Preflop,2
"""MS @ 5qVbrQw2gS"" posts a big blind of 5",2025-01-06 18:46:20.717000+00:00,173618918071707,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,5.0,posts,Preflop,2
"""AJB @ G5tNeuz87W"" raises to 15",2025-01-06 18:46:26.402000+00:00,173618918640200,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,15.0,raises,Preflop,2
"""AndrewE8 @ ychRcKVV_K"" folds",2025-01-06 18:46:27.269000+00:00,173618918726900,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,,folds,Preflop,2
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 18:46:30.435000+00:00,173618919043500,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Preflop,2
"""MS @ 5qVbrQw2gS"" calls 15",2025-01-06 18:46:32.573000+00:00,173618919257300,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,15.0,calls,Preflop,2
"Flop:  [3♥, A♦, J♦]",2025-01-06 18:46:33.385000+00:00,173618919338500,,,,3.0,,Flop,2
"""MS @ 5qVbrQw2gS"" checks",2025-01-06 18:46:34.107000+00:00,173618919410700,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,checks,Flop,2
"""AJB @ G5tNeuz87W"" bets 12",2025-01-06 18:46:39.745000+00:00,173618919974500,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,12.0,bets,Flop,2
"""MS @ 5qVbrQw2gS"" folds",2025-01-06 18:46:45.901000+00:00,173618920590100,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,folds,Flop,2
"Uncalled bet of 12 returned to ""AJB @ G5tNeuz87W""",2025-01-06 18:46:46.755000+00:00,173618920675500,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,12.0,return,Flop,2
"""AJB @ G5tNeuz87W"" collected 32 from pot",2025-01-06 18:46:46.755000+00:00,173618920675501,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,32.0,collects,Flop,2
-- ending hand #2 --,2025-01-06 18:46:46.755000+00:00,173618920675502,,,,2.0,end hand,Flop,2
"-- starting hand #3 (id: ex4zknqpbueo)  (No Limit Texas Hold'em) (dealer: ""Solstice @ VE6CjkevP7"") --",2025-01-06 18:46:49.702000+00:00,173618920970200,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,3.0,new hand,Preflop,3
"Player stacks: #1 ""AJB @ G5tNeuz87W"" (517) | #2 ""AndrewE8 @ ychRcKVV_K"" (520) | #4 ""Solstice @ VE6CjkevP7"" (478) | #9 ""MS @ 5qVbrQw2gS"" (735)",2025-01-06 18:46:49.702000+00:00,173618920970201,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,stacks,Preflop,3
"""MS @ 5qVbrQw2gS"" posts a small blind of 2",2025-01-06 18:46:49.702000+00:00,173618920970206,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,2.0,posts,Preflop,3
"""AJB @ G5tNeuz87W"" posts a big blind of 5",2025-01-06 18:46:49.702000+00:00,173618920970207,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,5.0,posts,Preflop,3
"""AndrewE8 @ ychRcKVV_K"" folds",2025-01-06 18:46:52.528000+00:00,173618921252800,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,,folds,Preflop,3
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 18:47:07.028000+00:00,173618922702800,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Preflop,3
"""MS @ 5qVbrQw2gS"" folds",2025-01-06 18:47:08.131000+00:00,173618922813100,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,folds,Preflop,3
"Uncalled bet of 3 returned to ""AJB @ G5tNeuz87W""",2025-01-06 18:47:08.988000+00:00,173618922898800,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,3.0,return,Preflop,3
"""AJB @ G5tNeuz87W"" collected 4 from pot",2025-01-06 18:47:08.988000+00:00,173618922898801,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,4.0,collects,Preflop,3
-- ending hand #3 --,2025-01-06 18:47:08.988000+00:00,173618922898802,,,,3.0,end hand,Preflop,3
"""AndrewE8 @ ychRcKVV_K"" posts a big blind of 5",2025-01-06 18:47:11.948000+00:00,173618923194807,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,5.0,posts,Preflop,4
"""AJB @ G5tNeuz87W"" posts a small blind of 2",2025-01-06 18:47:11.948000+00:00,173618923194806,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,2.0,posts,Preflop,4
"-- starting hand #4 (id: ppablcicrrvc)  (No Limit Texas Hold'em) (dealer: ""MS @ 5qVbrQw2gS"") --",2025-01-06 18:47:11.948000+00:00,173618923194800,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,4.0,new hand,Preflop,4
"Player stacks: #1 ""AJB @ G5tNeuz87W"" (519) | #2 ""AndrewE8 @ ychRcKVV_K"" (520) | #4 ""Solstice @ VE6CjkevP7"" (478) | #9 ""MS @ 5qVbrQw2gS"" (733)",2025-01-06 18:47:11.948000+00:00,173618923194801,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,stacks,Preflop,4
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 18:47:31.528000+00:00,173618925152800,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Preflop,4
"""MS @ 5qVbrQw2gS"" folds",2025-01-06 18:47:33.170000+00:00,173618925317000,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,folds,Preflop,4
"""AJB @ G5tNeuz87W"" folds",2025-01-06 18:47:34.108000+00:00,173618925410800,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,,folds,Preflop,4
-- ending hand #4 --,2025-01-06 18:47:34.973000+00:00,173618925497302,,,,4.0,end hand,Preflop,4
"Uncalled bet of 3 returned to ""AndrewE8 @ ychRcKVV_K""",2025-01-06 18:47:34.973000+00:00,173618925497300,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,3.0,return,Preflop,4
"""AndrewE8 @ ychRcKVV_K"" collected 4 from pot",2025-01-06 18:47:34.973000+00:00,173618925497301,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,4.0,collects,Preflop,4
"Player stacks: #1 ""AJB @ G5tNeuz87W"" (517) | #2 ""AndrewE8 @ ychRcKVV_K"" (522) | #4 ""Solstice @ VE6CjkevP7"" (478) | #9 ""MS @ 5qVbrQw2gS"" (733)",2025-01-06 18:47:37.892000+00:00,173618925789201,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,stacks,Preflop,5
"""Solstice @ VE6CjkevP7"" posts a big blind of 5",2025-01-06 18:47:37.892000+00:00,173618925789207,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,5.0,posts,Preflop,5
"-- starting hand #5 (id: og2pwbkcpepk)  (No Limit Texas Hold'em) (dealer: ""AJB @ G5tNeuz87W"") --",2025-01-06 18:47:37.892000+00:00,173618925789200,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,5.0,new hand,Preflop,5
"""AndrewE8 @ ychRcKVV_K"" posts a small blind of 2",2025-01-06 18:47:37.892000+00:00,173618925789206,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,2.0,posts,Preflop,5
"""MS @ 5qVbrQw2gS"" folds",2025-01-06 18:47:39.219000+00:00,173618925921900,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,folds,Preflop,5
"""AJB @ G5tNeuz87W"" raises to 15",2025-01-06 18:47:42.128000+00:00,173618926212800,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,15.0,raises,Preflop,5
"""AndrewE8 @ ychRcKVV_K"" folds",2025-01-06 18:47:43.206000+00:00,173618926320600,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,,folds,Preflop,5
"""Solstice @ VE6CjkevP7"" folds",2025-01-06 18:47:49.568000+00:00,173618926956800,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,folds,Preflop,5
"Uncalled bet of 10 returned to ""AJB @ G5tNeuz87W""",2025-01-06 18:47:50.386000+00:00,173618927038600,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,10.0,return,Preflop,5
"""AJB @ G5tNeuz87W"" collected 12 from pot",2025-01-06 18:47:50.386000+00:00,173618927038601,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,12.0,collects,Preflop,5
-- ending hand #5 --,2025-01-06 18:47:50.386000+00:00,173618927038602,,,,5.0,end hand,Preflop,5
"""Solstice @ VE6CjkevP7"" posts a small blind of 2",2025-01-06 18:47:53.317000+00:00,173618927331706,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,2.0,posts,Preflop,6
"""MS @ 5qVbrQw2gS"" posts a big blind of 5",2025-01-06 18:47:53.317000+00:00,173618927331707,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,5.0,posts,Preflop,6
"-- starting hand #6 (id: tx1lakk0taar)  (No Limit Texas Hold'em) (dealer: ""AndrewE8 @ ychRcKVV_K"") --",2025-01-06 18:47:53.317000+00:00,173618927331700,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,6.0,new hand,Preflop,6
"Player stacks: #1 ""AJB @ G5tNeuz87W"" (524) | #2 ""AndrewE8 @ ychRcKVV_K"" (520) | #4 ""Solstice @ VE6CjkevP7"" (473) | #9 ""MS @ 5qVbrQw2gS"" (733)",2025-01-06 18:47:53.317000+00:00,173618927331701,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,stacks,Preflop,6
"""AJB @ G5tNeuz87W"" folds",2025-01-06 18:47:54.279000+00:00,173618927427900,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,,folds,Preflop,6
"""AndrewE8 @ ychRcKVV_K"" folds",2025-01-06 18:47:56.791000+00:00,173618927679100,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,,folds,Preflop,6
"The player ""Tony g @ ZLzUxKGvQY"" requested a seat.",2025-01-06 18:48:00.997000+00:00,173618928099700,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,,,Preflop,6
"""Solstice @ VE6CjkevP7"" raises to 15",2025-01-06 18:48:08.079000+00:00,173618928807900,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,15.0,raises,Preflop,6
"""MS @ 5qVbrQw2gS"" calls 15",2025-01-06 18:48:11.217000+00:00,173618929121700,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,15.0,calls,Preflop,6
"Flop:  [7♠, 10♣, K♥]",2025-01-06 18:48:12.039000+00:00,173618929203900,,,,7.0,,Flop,6
"The admin approved the player ""Tony g @ ZLzUxKGvQY"" participation with a stack of 750.",2025-01-06 18:48:18.089000+00:00,173618929808900,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,750.0,joins,Flop,6
"""Solstice @ VE6CjkevP7"" bets 10",2025-01-06 18:48:20.626000+00:00,173618930062600,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,10.0,bets,Flop,6
"""MS @ 5qVbrQw2gS"" raises to 30",2025-01-06 18:48:26.014000+00:00,173618930601400,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,30.0,raises,Flop,6
"""Solstice @ VE6CjkevP7"" calls 30",2025-01-06 18:48:40.388000+00:00,173618932038800,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,30.0,calls,Flop,6
"Turn: 7♠, 10♣, K♥ [10♠]",2025-01-06 18:48:41.195000+00:00,173618932119500,,,,7.0,,Turn,6
"""Solstice @ VE6CjkevP7"" checks",2025-01-06 18:48:43.422000+00:00,173618932342200,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,checks,Turn,6
"""MS @ 5qVbrQw2gS"" bets 67",2025-01-06 18:48:47.800000+00:00,173618932780000,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,67.0,bets,Turn,6
"""Solstice @ VE6CjkevP7"" calls 67",2025-01-06 18:49:04.645000+00:00,173618934464500,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,67.0,calls,Turn,6
"River: 7♠, 10♣, K♥, 10♠ [5♠]",2025-01-06 18:49:05.451000+00:00,173618934545100,,,,7.0,,River,6
"""Solstice @ VE6CjkevP7"" checks",2025-01-06 18:49:06.603000+00:00,173618934660300,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,,checks,River,6
"""MS @ 5qVbrQw2gS"" checks",2025-01-06 18:49:10.351000+00:00,173618935035100,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,checks,River,6
-- ending hand #6 --,2025-01-06 18:49:11.183000+00:00,173618935118303,,,,6.0,end hand,River,6
"""Solstice @ VE6CjkevP7"" shows a 7♣, J♥.",2025-01-06 18:49:11.183000+00:00,173618935118302,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,7.0,shows,River,6
"""MS @ 5qVbrQw2gS"" shows a 9♥, K♠.",2025-01-06 18:49:11.183000+00:00,173618935118300,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,9.0,shows,River,6
"""MS @ 5qVbrQw2gS"" collected 224 from pot with Two Pair, K's & 10's (combination: K♠, K♥, 10♣, 10♠, 9♥)",2025-01-06 18:49:11.183000+00:00,173618935118301,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,224.0,collects,River,6
"The player ""Tony g @ ZLzUxKGvQY"" joined the game with a stack of 750.",2025-01-06 18:49:14.203000+00:00,173618935420300,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,750.0,,River,6
"-- starting hand #7 (id: r1ngwkhdcs2t)  (No Limit Texas Hold'em) (dealer: ""Solstice @ VE6CjkevP7"") --",2025-01-06 18:49:14.203000+00:00,173618935420301,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,7.0,new hand,Preflop,7
"Player stacks: #1 ""AJB @ G5tNeuz87W"" (524) | #2 ""AndrewE8 @ ychRcKVV_K"" (520) | #3 ""Tony g @ ZLzUxKGvQY"" (750) | #4 ""Solstice @ VE6CjkevP7"" (361) | #9 ""MS @ 5qVbrQw2gS"" (845)",2025-01-06 18:49:14.203000+00:00,173618935420302,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,stacks,Preflop,7
"""MS @ 5qVbrQw2gS"" posts a small blind of 2",2025-01-06 18:49:14.203000+00:00,173618935420308,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,2.0,posts,Preflop,7
"""AJB @ G5tNeuz87W"" posts a big blind of 5",2025-01-06 18:49:14.203000+00:00,173618935420309,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,5.0,posts,Preflop,7
"""AndrewE8 @ ychRcKVV_K"" folds",2025-01-06 18:49:15.618000+00:00,173618935561800,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,,folds,Preflop,7
"""Tony g @ ZLzUxKGvQY"" calls 5",2025-01-06 18:49:17.622000+00:00,173618935762200,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,5.0,calls,Preflop,7
"""Solstice @ VE6CjkevP7"" raises to 15",2025-01-06 18:49:24.225000+00:00,173618936422500,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,15.0,raises,Preflop,7
"""MS @ 5qVbrQw2gS"" folds",2025-01-06 18:49:25.583000+00:00,173618936558300,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,folds,Preflop,7
"""AJB @ G5tNeuz87W"" folds",2025-01-06 18:49:29.448000+00:00,173618936944800,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,,folds,Preflop,7
"""Tony g @ ZLzUxKGvQY"" calls 15",2025-01-06 18:49:31.364000+00:00,173618937136400,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,15.0,calls,Preflop,7
"Flop:  [K♣, 8♠, 6♥]",2025-01-06 18:49:32.205000+00:00,173618937220500,,,,8.0,,Flop,7
"""Tony g @ ZLzUxKGvQY"" checks",2025-01-06 18:49:37.349000+00:00,173618937734900,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,,checks,Flop,7
"""Solstice @ VE6CjkevP7"" bets 12",2025-01-06 18:49:45.607000+00:00,173618938560700,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,12.0,bets,Flop,7
"""Tony g @ ZLzUxKGvQY"" calls 12",2025-01-06 18:49:50.618000+00:00,173618939061800,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,12.0,calls,Flop,7
"Turn: K♣, 8♠, 6♥ [10♥]",2025-01-06 18:49:51.424000+00:00,173618939142400,,,,8.0,,Turn,7
"""Tony g @ ZLzUxKGvQY"" checks",2025-01-06 18:49:55.990000+00:00,173618939599000,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,,checks,Turn,7
"""Solstice @ VE6CjkevP7"" bets 30",2025-01-06 18:50:07.838000+00:00,173618940783800,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,30.0,bets,Turn,7
"""Tony g @ ZLzUxKGvQY"" folds",2025-01-06 18:50:21.109000+00:00,173618942110900,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,,folds,Turn,7
-- ending hand #7 --,2025-01-06 18:50:21.929000+00:00,173618942192902,,,,7.0,end hand,Turn,7
"""Solstice @ VE6CjkevP7"" collected 61 from pot",2025-01-06 18:50:21.929000+00:00,173618942192901,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,61.0,collects,Turn,7
"Uncalled bet of 30 returned to ""Solstice @ VE6CjkevP7""",2025-01-06 18:50:21.929000+00:00,173618942192900,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,30.0,return,Turn,7
"""AndrewE8 @ ychRcKVV_K"" posts a big blind of 5",2025-01-06 18:50:24.859000+00:00,173618942485908,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,5.0,posts,Preflop,8
"-- starting hand #8 (id: zfmxz24w2twf)  (No Limit Texas Hold'em) (dealer: ""MS @ 5qVbrQw2gS"") --",2025-01-06 18:50:24.859000+00:00,173618942485900,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,8.0,new hand,Preflop,8
"Player stacks: #1 ""AJB @ G5tNeuz87W"" (519) | #2 ""AndrewE8 @ ychRcKVV_K"" (520) | #3 ""Tony g @ ZLzUxKGvQY"" (723) | #4 ""Solstice @ VE6CjkevP7"" (395) | #9 ""MS @ 5qVbrQw2gS"" (843)",2025-01-06 18:50:24.859000+00:00,173618942485901,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,1.0,stacks,Preflop,8
"""AJB @ G5tNeuz87W"" posts a small blind of 2",2025-01-06 18:50:24.859000+00:00,173618942485907,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,2.0,posts,Preflop,8
"""Tony g @ ZLzUxKGvQY"" folds",2025-01-06 18:50:26.689000+00:00,173618942668900,Tony g @ ZLzUxKGvQY,g,ZLzUxKGvQY,,folds,Preflop,8
"""Solstice @ VE6CjkevP7"" raises to 10",2025-01-06 18:50:28.846000+00:00,173618942884600,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,10.0,raises,Preflop,8
"""MS @ 5qVbrQw2gS"" folds",2025-01-06 18:50:30.755000+00:00,173618943075500,MS @ 5qVbrQw2gS,MS,5qVbrQw2gS,,folds,Preflop,8
"""AJB @ G5tNeuz87W"" folds",2025-01-06 18:50:36.464000+00:00,173618943646400,AJB @ G5tNeuz87W,AJB,G5tNeuz87W,,folds,Preflop,8
"""AndrewE8 @ ychRcKVV_K"" folds",2025-01-06 18:50:37.320000+00:00,173618943732000,AndrewE8 @ ychRcKVV_K,AndrewE8,ychRcKVV_K,,folds,Preflop,8
"Uncalled bet of 5 returned to ""Solstice @ VE6CjkevP7""",2025-01-06 18:50:38.157000+00:00,173618943815700,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,5.0,return,Preflop,8
"""Solstice @ VE6CjkevP7"" collected 12 from pot",2025-01-06 18:50:38.157000+00:00,173618943815701,Solstice @ VE6CjkevP7,Solstice,VE6CjkevP7,12.0,collects,Preflop,8
-- ending hand #8 --,2025-01-06 18:50:38.157000+00:00,173618943815702,,,,8.0,end hand,Preflop,8
